time,tracker6.ekf6_cov_0,tracker6.ekf6_cov_1,tracker6.ekf6_cov_2,tracker6.ekf6_cov_3,tracker6.ekf6_cov_4,tracker6.ekf6_cov_5,tracker6.ekf6_cov_6,tracker6.ekf6_cov_7,tracker6.ekf6_cov_8,tracker6.ekf6_cov_9,tracker6.ekf6_cov_10,tracker6.ekf6_cov_11,tracker6.ekf6_cov_12,tracker6.ekf6_cov_13,tracker6.ekf6_cov_14,tracker6.ekf6_cov_15,tracker6.ekf6_cov_16,tracker6.ekf6_cov_17,tracker6.ekf6_cov_18,tracker6.ekf6_cov_19,tracker6.ekf6_cov_20,tracker6.ekf6_cov_21,tracker6.ekf6_cov_22,tracker6.ekf6_cov_23,tracker6.ekf6_cov_24,tracker6.ekf6_cov_25,tracker6.ekf6_cov_26,tracker6.ekf6_cov_27,tracker6.ekf6_cov_28,tracker6.ekf6_cov_29,tracker6.ekf6_cov_30,tracker6.ekf6_cov_31,tracker6.ekf6_cov_32,tracker6.ekf6_cov_33,tracker6.ekf6_cov_34,tracker6.ekf6_cov_35
2026-08-21T00:30:42.196261,0.027083390551253833,-2.712698914027406e-38,6.367931675844607e-37,0.0002570659065281302,-3.422350312864829e-37,-2.753682362732894e-38,-8.531139564245397e-37,0.027083390551253837,-3.052832297482407e-34,-1.0747722059976528e-35,0.00025706590652813013,1.5461277196365548e-34,6.367931675844603e-37,-2.028866515320805e-34,0.027083390551253833,9.829092070329278e-36,3.0826163855963668e-34,0.0002570659065281301,0.00025706590652813024,-5.292571030153492e-36,9.829092070329255e-36,0.02707643689766906,1.6201070337363235e-36,-2.5223579505695885e-36,-2.9701272903506976e-37,0.00025706590652813013,2.5738624305604807e-34,3.894857348233978e-38,0.027076436897669053,5.002903957099656e-35,-2.753682362732833e-38,1.0317901664342629e-34,0.0002570659065281302,-2.5223579505695537e-36,7.560779664488953e-35,0.027076436897669053
2026-08-21T00:30:42.204594,0.027054078102469944,-2.884237616495361e-38,3.639100415600545e-37,0.00025687278886410306,-1.7787195610728403e-37,-2.2394308433723365e-38,-4.822303857225434e-37,0.027054078102469944,-3.851859888774472e-34,-5.717656997588361e-36,0.00025687278886410295,3.851859888774472e-34,3.6391004156005437e-37,0.0,0.02705407810246994,5.222860804290343e-36,4.574083617919685e-34,0.00025687278886410295,0.00025687278886410306,-2.8122183931208113e-36,5.222860804290331e-36,0.027047097082772215,8.727497054187948e-37,-1.3607149122832033e-36,-1.5625896389313579e-37,0.00025687278886410295,4.032415821060775e-34,4.14188772806583e-38,0.02704709708277221,1.925929944387236e-34,-2.2394308433722952e-38,2.8888949165808538e-34,0.00025687278886410295,-1.3607149122831846e-36,2.1666711874356403e-34,0.02704709708277221
2026-08-21T00:30:42.212927,0.02703847594605214,-2.300634268842595e-38,2.070346087747704e-37,0.00025674975573454923,-9.237809105092126e-38,-1.613851915084039e-38,-2.717633116739219e-37,0.02703847594605214,-1.925929944387236e-34,-3.04292003637039e-36,0.00025674975573454923,2.8888949165808538e-34,2.0703460877477032e-37,9.62964972193618e-35,0.02703847594605214,2.7763453438599163e-36,0.0,0.00025674975573454923,0.0002567497557345493,-1.494858953629921e-36,2.77634534385991e-36,0.02703148016736824,4.702615040501627e-37,-7.34197433099038e-37,-8.212710425916817e-38,0.0002567497557345493,0.0,3.305286819519683e-38,0.02703148016736824,-2.407412430484045e-35,-1.6138519150840134e-38,1.925929944387236e-34,0.00025674975573454923,-7.341974330990283e-37,-1.2037062152420224e-35,0.027031480167368244
2026-08-21T00:30:42.221260,0.027030168549829765,5.115751414778595e-35,-8.214765715675002e-36,0.0002566734370455785,-3.291384182302405e-37,-2.155636428259631e-36,5.717604522399606e-35,0.027030168549829762,-2.311115933264683e-33,5.769326273835787e-34,0.00025667343704557856,-5.7777898331617076e-34,-8.214765715675002e-36,-1.5407439555097887e-33,0.027030168549829765,-5.088000209901102e-34,1.925929944387236e-33,0.00025667343704557856,0.00025667343704557856,6.992780794171624e-34,-5.0880002099011015e-34,0.02702316498744703,-2.1064858766735392e-35,-1.3184808919194767e-34,-3.9966807927957775e-37,0.00025667343704557856,1.829633447167874e-33,-2.7083389842945504e-35,0.02702316498744703,-3.851859888774472e-34,-2.1556364282596315e-36,-6.7407548053553255e-34,0.00025667343704557856,-1.3184808919194762e-34,0.0,0.02702316498744703
2026-08-21T00:30:42.229593,0.027025744434363126,2.903560586139804e-35,-5.688596521465679e-36,0.0002566270277120561,-3.3207715410729622e-37,-1.4630921052118688e-36,3.1926564321577566e-35,0.027025744434363126,-1.9018558200823954e-33,3.0715667386986373e-34,0.0002566270277120561,-3.851859888774472e-34,-5.688596521465679e-36,-1.4685215825952673e-33,0.027025744434363126,-2.7159224189516e-34,7.703719777548943e-34,0.0002566270277120561,0.0002566270277120561,3.723437130947137e-34,-2.7159224189515984e-34,0.02701873686191462,-1.316553672920962e-35,-6.87380260808192e-35,-3.96729343402522e-37,0.00025662702771205606,7.703719777548943e-34,-1.6174802267314676e-35,0.027018736861914618,0.0,-1.4630921052118692e-36,-3.851859888774472e-34,0.00025662702771205606,-6.873802608081917e-35,1.925929944387236e-34,0.02701873686191462
2026-08-21T00:30:42.237926,0.02702338811693786,1.641651329320251e-35,-3.730974337085574e-36,0.00025659923660659796,-2.7036370068912613e-37,-9.448607231283045e-37,1.7788673359047135e-35,0.02702338811693786,0.0,1.6335257246201918e-34,0.00025659923660659796,-1.2759285881565438e-33,-3.730974337085574e-36,3.851859888774472e-34,0.027023388116937858,-1.4483317931529062e-34,3.851859888774472e-34,0.00025659923660659796,0.00025659923660659796,1.9808255305706367e-34,-1.448331793152905e-34,0.02701637853171024,-8.275480229788904e-36,-3.6497733338387796e-35,-3.144447388449619e-37,0.0002565992366065979,3.851859888774472e-34,-9.780112998841432e-36,0.027016378531710242,4.81482486096809e-34,-9.448607231283047e-37,-1.2759285881565438e-33,0.0002565992366065979,-3.6497733338387796e-35,1.925929944387236e-34,0.02701637853171024
2026-08-21T00:30:42.246259,0.027022133046530342,1.3541694921472752e-35,-2.0959090318832624e-36,0.00025658279671822535,-1.786751413249877e-36,-6.009918671911711e-37,9.027796614315168e-36,0.02702213304653034,8.185202263645752e-34,8.698658196084928e-35,0.00025658279671822535,-3.4666738998970245e-33,-2.095909031883265e-36,1.2037062152420224e-33,0.02702213304653034,-7.944496136996111e-35,-4.81482486096809e-34,0.00025658279671822535,0.00025658279671822535,1.056064124778743e-34,-7.944496136996111e-35,0.02701512248198072,0.0,-2.026154800413706e-35,-1.88079096131566e-36,0.00025658279671822535,-2.6481536735324493e-34,-3.009265538105056e-36,0.027015122481980722,0.0,-6.009918671911925e-37,-2.6963019221421302e-33,0.0002565827967182253,-2.0261548004137743e-35,-2.8888949165808538e-34,0.027015122481980722
2026-08-21T00:30:42.254592,0.02702146451900641,9.027796614315168e-36,-1.5288477426539898e-36,0.0002565731678768426,-1.692711865184094e-36,-7.475468657472412e-37,6.018531076210112e-36,0.02702146451900641,-2.8888949165808538e-34,4.2787994369931265e-35,0.00025657316787684265,-1.7513925431771426e-33,-1.528847742653991e-36,-7.222237291452134e-35,0.027021464519006402,-3.777278166394666e-35,1.5888922041194696e-33,0.0002565731678768426,0.0002565731678768426,5.275618646490426e-35,-3.777278166394666e-35,0.027014453496748712,-3.009265538105056e-36,-9.081930401929642e-36,-1.7397316392169855e-36,0.0002565731678768426,1.182641356475287e-33,-6.018531076210112e-36,0.027014453496748712,-1.1555579666323415e-33,-7.475468657472551e-37,-1.2729193226184387e-33,0.0002565731678768426,-9.081930401930043e-36,-1.5407439555097887e-33,0.027014453496748716
2026-08-21T00:30:42.262925,0.02702110841074384,-1.0081039552651938e-34,8.514953752662166e-36,0.00025656757455189816,1.8102613002663228e-36,-2.3394257623659546e-36,-1.0532429383367696e-34,0.02702110841074384,-7.703719777548943e-34,-1.9261650432574003e-34,0.0002565675745518982,-6.7407548053553255e-34,8.514953752662169e-36,0.0,0.027021108410743833,5.5722353558033655e-34,2.4074124304840448e-33,0.0002565675745518982,0.00025656757455189816,-3.213801555148134e-34,5.5722353558033655e-34,0.027014097186473553,1.8506983059346095e-34,-1.2241380301743455e-34,1.88079096131566e-36,0.0002565675745518982,2.0222264416065976e-33,1.88079096131566e-34,0.027014097186473556,-4.81482486096809e-34,-2.339425762365963e-36,-3.851859888774472e-34,0.00025656757455189827,-1.224138030174348e-34,-7.703719777548943e-34,0.027014097186473553
2026-08-21T00:30:42.271258,0.02702091871678005,1.7303276844104072e-34,8.351536139808534e-36,0.0002565643478986174,1.6456920911512025e-37,2.2307572687016747e-36,1.7453740121009325e-34,0.02702091871678005,0.0,1.929691526309867e-34,0.00025656434789861744,3.851859888774472e-34,8.351536139808535e-36,3.851859888774472e-34,0.02702091871678005,4.425961888978969e-34,1.829633447167874e-33,0.00025656434789861744,0.0002565643478986174,1.4308117238208884e-34,4.425961888978968e-34,0.02701390741128591,-3.159728815010309e-35,1.6738624509470544e-34,1.88079096131566e-37,0.0002565643478986175,1.5888922041194696e-33,-2.858802261199803e-35,0.027013907411285912,3.851859888774472e-34,2.230757268701668e-36,7.703719777548943e-34,0.0002565643478986175,1.6738624509470548e-34,-3.851859888774472e-34,0.02701390741128591
2026-08-21T00:30:42.279591,0.027020817667748966,2.527783052008247e-34,1.1059239176238239e-35,0.0002565624975111779,-5.830451980078546e-36,1.8366509528916318e-36,2.527783052008247e-34,0.02702081766774896,-1.1555579666323415e-33,-5.784372601526312e-34,0.000256562497511178,2.6481536735324493e-34,1.105923917623824e-35,-7.703719777548943e-34,0.027020817667748963,5.712931758455393e-34,6.7407548053553255e-34,0.0002565624975111779,0.0002565624975111779,-4.962937149171698e-34,5.712931758455393e-34,0.027013806335236094,-3.866906216464997e-34,1.0293491738200272e-34,-5.7834322060456545e-36,0.0002565624975111779,3.851859888774472e-34,-3.7916745780123706e-34,0.027013806335236097,7.703719777548943e-34,1.8366509528916278e-36,4.333342374871281e-34,0.000256562497511178,1.029349173820028e-34,0.0,0.027013806335236097
2026-08-21T00:30:42.287924,0.027020763838643394,-1.7453740121009325e-34,9.092023369701774e-36,0.00025656144178134836,-8.228460455756013e-36,1.5148223912215374e-36,-1.7002350290293567e-34,0.02702076383864339,-8.666684749742561e-34,-5.778024932031872e-34,0.00025656144178134836,2.407412430484045e-35,9.092023369701774e-36,-4.81482486096809e-34,0.02702076383864339,4.104746427450379e-34,1.3481509610710651e-33,0.00025656144178134825,0.0002565614417813483,-4.79742754457592e-34,4.1047464274503785e-34,0.027013752501560642,-3.7916745780123706e-34,7.202297369860863e-35,-8.251970342772458e-36,0.0002565614417813483,1.5407439555097887e-33,-3.7916745780123706e-34,0.02701375250156065,1.5407439555097887e-33,1.5148223912215364e-36,9.62964972193618e-35,0.00025656144178134836,7.202297369860868e-35,3.851859888774472e-34,0.027013752501560642
2026-08-21T00:30:42.296257,0.027020735163334468,-9.421176257995327e-35,5.907657313975471e-36,0.00025656084211887265,-5.028177085642335e-36,9.723556142961314e-37,-9.205932222100228e-35,0.02702073516333446,1.925929944387236e-34,-3.078737254238653e-34,0.00025656084211887265,9.62964972193618e-35,5.9076573139754725e-36,3.851859888774472e-34,0.027020735163334458,2.2000978233092487e-34,7.703719777548943e-34,0.00025656084211887254,0.00025656084211887265,-2.556465114168311e-34,2.2000978233092474e-34,0.02701372382967123,-2.02373107437565e-34,3.783006470174411e-35,-5.045809500904669e-36,0.0002565608421188726,0.0,-2.019969492453019e-34,0.02701372382967123,7.703719777548943e-34,9.723556142961307e-37,9.62964972193618e-35,0.0002565608421188726,3.7830064701744134e-35,1.925929944387236e-34,0.02701372382967123
2026-08-21T00:30:42.304590,0.02702071988750702,-5.084833299850549e-35,3.713901085664486e-36,0.0002565605028392323,-3.0187835860898595e-36,6.019395236189957e-37,-4.983600172842623e-35,0.027020719887507014,1.0283116942978122e-34,-1.643296715965833e-34,0.00025656050283923235,5.290696823104633e-35,3.713901085664487e-36,2.0737531844998527e-34,0.027020719887507018,1.1727049850202114e-34,4.100977549103142e-34,0.0002565605028392323,0.00025656050283923235,-1.3650866409776335e-34,1.1727049850202108e-34,0.027013708559114325,-1.0731032368869918e-34,1.9737143195558824e-35,-3.0307689443346473e-36,0.0002565605028392323,1.6153979562317864e-36,-1.0701211414139247e-34,0.027013708559114332,4.101739671185344e-34,6.0193952361899555e-37,5.105676298660663e-35,0.00025656050283923235,1.9737143195558838e-35,1.0096796489715694e-34,0.027013708559114332
2026-08-21T00:30:42.312923,0.027020711749708177,-2.7441731948953986e-35,2.2769338616782446e-36,0.00025656031154638756,-1.786751413249877e-36,3.6335435803561645e-37,-2.697394489039922e-35,0.02702071174970817,3.851859888774472e-34,-8.781530547817899e-35,0.00025656031154638756,-1.8055593228630336e-35,2.2769338616782453e-36,2.8888949165808538e-34,0.027020711749708177,6.187382365939754e-35,0.0,0.0002565603115463876,0.00025656031154638756,-7.300995412957228e-35,6.18738236593975e-35,0.027013700426136298,-5.604757064720667e-35,1.0310222207975956e-35,-1.7926288850039884e-36,0.00025656031154638756,-1.925929944387236e-34,-5.64237288394698e-35,0.027013700426136298,2.407412430484045e-34,3.6335435803561624e-37,-6.018531076210112e-36,0.0002565603115463876,1.0310222207975961e-35,6.018531076210112e-35,0.027013700426136298
2026-08-21T00:30:42.321256,0.027020707414453126,-1.480802165865033e-35,1.3725150937615512e-36,0.00025656020402580815,-1.0434691217729067e-36,2.1517058804125157e-37,-1.4596888952991489e-35,0.027020707414453126,2.0454556793467846e-34,-4.686762358923948e-35,0.00025656020402580815,-9.398077334824189e-36,1.3725150937615517e-36,1.5377817097457165e-34,0.027020707414453133,3.297824845731166e-35,-4.70197740328915e-37,0.0002565602040258082,0.00025656020402580815,-3.897995966066131e-35,3.297824845731164e-35,0.02701369609461534,-2.971491990053355e-35,5.37541109273535e-36,-1.0483072394151844e-36,0.00025656020402580815,-1.028792655839666e-34,-2.988755079420417e-35,0.027013696094615337,1.2902225994625428e-34,2.151705880412515e-37,-3.273751767040071e-36,0.00025656020402580815,5.375411092735352e-36,3.234960453462935e-35,0.02701369609461534
2026-08-21T00:30:42.329589,0.02702070510490079,-7.99310903797712e-36,8.255654382218077e-37,0.00025656014375965096,-6.171345341817009e-37,1.2829769482328032e-37,-7.900952117582576e-36,0.027020705104900785,0.0,-2.5572879602138865e-35,0.0002565601437596509,6.018531076210112e-36,8.25565438221808e-37,-1.925929944387236e-34,0.02702070510490079,1.9135950013900796e-35,-1.5407439555097887e-33,0.00025656014375965096,0.00025656014375965085,-2.1358732354440964e-35,1.9135950013900775e-35,0.027013693787723118,-1.7679435036367204e-35,3.263259937554543e-36,-6.171345341817009e-37,0.0002565601437596509,-1.925929944387236e-33,-1.7679435036367204e-35,0.027013693787723114,-4.81482486096809e-34,1.2829769482328026e-37,0.0,0.00025656014375965085,3.2632599375545444e-36,-4.81482486096809e-34,0.027013693787723118
2026-08-21T00:30:42.337922,0.02702070387450059,-4.318242782592984e-36,4.802433601968178e-37,0.0002565601100649579,-3.6734198463196485e-37,7.509447660646581e-38,-4.28001625731722e-36,0.02702070387450059,3.7314892672502695e-34,-1.4417438212835356e-35,0.0002565601100649579,5.7777898331617076e-34,4.80243360196818e-37,2.6481536735324493e-34,0.027020703874500597,8.707589309120021e-36,7.703719777548943e-34,0.0002565601100649579,0.00025656011006495777,-1.2172244002764787e-35,8.707589309120021e-36,0.027013692559123885,-1.0532429383367696e-35,1.719436520549725e-36,-3.6440324875490913e-37,0.0002565601100649578,3.851859888774472e-34,-1.0532429383367696e-35,0.027013692559123892,-3.6111186457260672e-34,7.509447660646581e-38,5.7777898331617076e-34,0.0002565601100649578,1.7194365205497242e-36,-3.7314892672502695e-34,0.027013692559123892
2026-08-21T00:30:42.346255,0.02702070321900408,1.504632769052528e-36,2.5003300302206944e-37,0.0002565600912693506,-2.256949153578792e-36,4.415579346039326e-37,0.0,0.027020703219004086,-1.4444474582904269e-34,-3.949661018762886e-36,0.0002565600912693506,3.851859888774472e-34,2.5003300302206944e-37,-1.6851887013388314e-34,0.02702070321900409,5.820890940022819e-38,-1.5407439555097887e-33,0.0002565600912693506,0.00025656009126935055,-2.633107345841924e-36,5.820890940021483e-38,0.027013691904805372,0.0,2.417714978630851e-37,-2.2099293795459005e-36,0.00025656009126935055,-1.5407439555097887e-33,0.0,0.027013691904805376,2.8888949165808538e-34,4.415579346039319e-37,3.851859888774472e-34,0.00025656009126935055,2.417714978630851e-37,2.8888949165808538e-34,0.027013691904805372
2026-08-21T00:30:42.354588,0.02702070286978355,7.888163972772495e-37,1.3445239186424153e-37,0.0002565600808066113,-1.2049198375087345e-36,2.3534022074133784e-37,-1.5805246590959734e-38,0.027020702869783555,-7.989249228028428e-35,-2.1037012291649954e-36,0.00025656008080661126,2.061885804785928e-34,1.3445239186424155e-37,-9.271431746364754e-35,0.02702070286978355,3.115228867424502e-38,-8.195982278853435e-34,0.00025656008080661126,0.00025656008080661126,-1.4052776272996202e-36,3.1152288674237904e-38,0.027013691556336317,9.166449011640917e-39,1.2785000222938064e-37,-1.1770464513821485e-36,0.0002565600808066112,-8.196433032509957e-34,1.1533725022557497e-38,0.027013691556336317,1.5604526290247335e-34,2.3534022074133742e-37,2.0623365584427237e-34,0.0002565600808066112,1.2785000222938062e-37,1.5604510443917636e-34,0.027013691556336317
2026-08-21T00:30:42.362921,0.02702070268373147,-3.009265538105056e-36,2.4656312727933317e-36,0.00025656007499355094,-4.067210453845115e-36,6.406583756395397e-38,3.009265538105056e-36,0.027020702683731468,-1.925929944387236e-34,-3.85703206391809e-34,0.0002565600749935509,2.8888949165808538e-34,2.4656312727933317e-36,-9.62964972193618e-35,0.027020702683731475,1.4549485939416853e-34,3.851859888774472e-34,0.00025656007499355094,0.00025656007499355094,-4.7993083355372354e-34,1.4549485939416853e-34,0.027013691370754562,-2.1365785320545898e-34,-3.9176327470825745e-36,-4.114230227878006e-36,0.00025656007499355084,0.0,-2.1666711874356403e-34,0.027013691370754562,5.7777898331617076e-34,6.406583756395376e-38,1.925929944387236e-34,0.00025656007499355094,-3.9176327470825745e-36,-3.851859888774472e-34,0.027013691370754565
