time,tracker3.kf3_cov.0,tracker3.kf3_cov.1,tracker3.kf3_cov.2,tracker3.kf3_cov.3,tracker3.kf3_cov.4,tracker3.kf3_cov.5,tracker3.kf3_cov.6,tracker3.kf3_cov.7,tracker3.kf3_cov.8
2026-04-15T20:03:19.865502,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
2026-04-15T20:03:19.872775,0.09901088105579309,8.152969048655299e-6,-6.720218470701697e-8,8.1529690486553e-6,0.0990108138536084,8.153529066861195e-6,-6.7202184707017e-8,8.153529066861195e-6,0.09901081310971756
2026-04-15T20:03:19.881108,0.05215644557662187,0.0001907298790906289,-7.601944877511215e-7,0.00019072987909062906,0.05215566983085291,0.00019073646481654186,-7.60194487751122e-7,0.00019073646481654194,0.05215482500086786
2026-04-15T20:03:19.889441,0.038332828498896826,0.00023781712957034632,-6.017842093002004e-7,0.0002378171295703463,0.038331616364618015,0.00023782667937399145,-6.017842093002002e-7,0.0002378266793739914,0.038329625857625955
2026-04-15T20:03:19.897774,0.03258609995391012,0.00025325342246491873,-3.2417494875970044e-7,0.00025325342246491884,0.032584597702145064,0.0002532617771153091,-3.2417494875970186e-7,0.00025326177711530924,0.032581633174200146
2026-04-15T20:03:19.906107,0.029869175490282552,0.000258116835018926,-7.136876231629718e-8,0.0002581168350189259,0.029867486642320185,0.0002581212946425697,-7.136876231629983e-8,0.00025812129464256994,0.02986378937491173
2026-04-15T20:03:19.914440,0.028506938577817442,0.00025915532426050875,1.2363314741676777e-7,0.0002591553242605087,0.028505135942247118,0.0002591547897849634,1.2363314741676725e-7,0.0002591547897849636,0.02850092627366947
2026-04-15T20:03:19.922773,0.027803805666798024,0.00025890250935258104,2.617690264922772e-7,0.00025890250935258104,0.0278019375969678,0.0002588970386164206,2.617690264922766e-7,0.0002588970386164207,0.027797388406697453
2026-04-15T20:03:19.931106,0.02743543276456915,0.0002583329957770879,3.5434815059139343e-7,0.0002583329957770878,0.02743352937424137,0.0002583232735119047,3.543481505913919e-7,0.000258323273511905,0.027428764544194614
2026-04-15T20:03:19.939439,0.027240934487861176,0.0002577932385539197,4.1397056417342717e-7,0.0002577932385539197,0.027239013384536444,0.0002577801657058413,4.139705641734245e-7,0.0002577801657058416,0.02723411618799927
2026-04-15T20:03:19.947772,0.027137818359565115,0.000257377530597653,4.5122968237266264e-7,0.0002573775305976531,0.027135889209114993,0.00025736197813845435,4.512296823726638e-7,0.00025736197813845446,0.02713091299527682
2026-04-15T20:03:19.956105,0.02708303051215211,0.0002570869005829006,4.7397543511772696e-7,0.0002570869005829006,0.027081098269666412,0.00025706959723714544,4.739754351177283e-7,0.00025706959723714544,0.0270760759638332
2026-04-15T20:03:19.964438,0.027053886641938654,0.00025689490234149815,4.876062217686466e-7,0.000256894902341498,0.027051953640045364,0.00025687640672585185,4.876062217686482e-7,0.00025687640672585174,0.027046904967785203
2026-04-15T20:03:19.972771,0.027038374152559646,0.0002567727092915747,4.956536735002646e-7,0.00025677270929157453,0.027036441355588,0.0002567534248227462,4.956536735002666e-7,0.000256753424822746,0.027031377852498303
2026-04-15T20:03:19.981104,0.027030114482703406,0.0002566969734065527,5.003471365717485e-7,0.00025669697340655284,0.02702818219305234,0.00025667717901569064,5.003471365717503e-7,0.0002566771790156904,0.027023110471024264
2026-04-15T20:03:19.989437,0.027025715779702822,0.0002566509491152673,5.030568894894721e-7,0.0002566509491152673,0.027023784011739282,0.00025663083136886225,5.030568894894716e-7,0.0002566308313688621,0.0270187077961484
2026-04-15T20:03:19.997770,0.02702337299633222,0.00025662340399426354,5.046080885680765e-7,0.0002566234039942636,0.027021441661202267,0.0002566030844628372,5.046080885680761e-7,0.00025660308446283695,0.027016363019773084
2026-04-15T20:03:20.006103,0.027022125134748887,0.0002566071174238107,5.054896571660711e-7,0.0002566071174238108,0.027020194123901647,0.00025658667367269494,5.054896571660707e-7,0.0002565866736726947,0.02701511418884982
2026-04-15T20:03:20.014436,0.027021460447272334,0.00025659758234492137,5.059875445411393e-7,0.0002565975823449213,0.027019529665041498,0.0002565770630109235,5.05987544541137e-7,0.00025657706301092327,0.02701444904855549
2026-04-15T20:03:20.022769,0.027021106384671926,0.0002565920454986974,5.062672121412421e-7,0.00025659204549869746,0.027019175757153163,0.0002565714806386119,5.062672121412403e-7,0.00025657148063861174,0.027014094786249023
2026-04-15T20:03:20.031102,0.027020917780518433,0.00025658885244568476,5.064235531224235e-7,0.0002565888524456849,0.027018987254639307,0.0002565682604057387,5.064235531224231e-7,0.0002565682604057385,0.027013906101903688
2026-04-15T20:03:20.039435,0.02702081731209756,0.0002565870218403204,5.065105804330117e-7,0.0002565870218403204,0.027018886851498242,0.00025656641370011096,5.065105804330112e-7,0.00025656641370011096,0.02701380560688917
2026-04-15T20:03:20.047768,0.027020763792330236,0.000256585977653771,5.065588399127799e-7,0.00025658597765377124,0.027018833372914077,0.00025656536004267877,5.065588399127794e-7,0.00025656536004267893,0.027013752082701566
2026-04-15T20:03:20.056101,0.027020735281836378,0.00025658538467509677,5.065855093920511e-7,0.0002565853846750967,0.027018804888025636,0.00025656476152753963,5.065855093920499e-7,0.00025656476152753974,0.027013723575660523
2026-04-15T20:03:20.064434,0.027020720093825015,0.00025658504923921284,5.066002015723687e-7,0.000256585049239213,0.02701878971574251,0.00025656442287337524,5.066002015723703e-7,0.0002565644228733753,0.027013708392909893
2026-04-15T20:03:20.072767,0.02702071200281744,0.0002565848601434587,5.066082722891545e-7,0.00025658486014345876,0.027018781634297388,0.0002565642319164312,5.066082722891545e-7,0.0002565642319164312,0.02701370030670175
2026-04-15T20:03:20.081100,0.02702070769249505,0.00025658475387187445,5.066126939917275e-7,0.00025658475387187467,0.027018777329737773,0.0002565641245735083,5.066126939917281e-7,0.0002565641245735082,0.027013696000092714
2026-04-15T20:03:20.089433,0.027020705396228435,0.0002565846943122118,5.066151105759662e-7,0.0002565846943122118,0.027018775036917575,0.0002565640643998,5.066151105759662e-7,0.0002565640643997998,0.027013693706469808
2026-04-15T20:03:20.097766,0.027020704172907948,0.00025658466101532296,5.066164282897706e-7,0.0002565846610153228,0.027018773815644357,0.00025656403075235425,5.066164282897713e-7,0.00025656403075235393,0.027013692484938474
2026-04-15T20:03:20.106099,0.027020703521184183,0.0002565846424427592,5.066171452728481e-7,0.0002565846424427589,0.02701877316512951,0.0002565640119803892,5.066171452728466e-7,0.000256564011980389,0.02701369183438468
2026-04-15T20:03:20.114432,0.027020703173974175,0.00025658463210458376,5.066175346037636e-7,0.0002565846321045837,0.0270187728186296,0.00025656400152917683,5.066175346037624e-7,0.00025656400152917667,0.027013691487920915
2026-04-15T20:03:20.122765,0.02702070298899355,0.0002565846263608313,5.066177456110227e-7,0.00025658462636083144,0.02701877263406408,0.00025656399572154825,5.066177456110208e-7,0.00025656399572154815,0.0270136913034073
2026-04-15T20:03:20.131098,0.027020702890441523,0.00025658462317521116,5.066178597632801e-7,0.00025658462317521116,0.027018772535753664,0.0002565639924999394,5.06617859763281e-7,0.00025656399249993924,0.02701369120514316
2026-04-15T20:03:20.139431,0.027020702837935364,0.0002565846214112151,5.06617921410703e-7,0.00025658462141121515,0.027018772483387563,0.0002565639907157229,5.066179214107017e-7,0.000256563990715723,0.027013691152812328
2026-04-15T20:03:20.147764,0.027020702809961005,0.0002565846204358692,5.066179546474424e-7,0.0002565846204358691,0.02701877245549411,0.0002565639897290461,5.066179546474427e-7,0.000256563989729046,0.027013691124943656
2026-04-15T20:03:20.156097,0.027020702795056566,0.00025658461989732197,5.066179725378675e-7,0.0002565846198973218,0.027018772440636264,0.00025656398918416477,5.066179725378667e-7,0.0002565639891841648,0.02701369111010239
2026-04-15T20:03:20.164430,0.02702070278711554,0.00025658461960033666,5.066179821527325e-7,0.0002565846196003366,0.027018772432721994,0.0002565639888836476,5.066179821527326e-7,0.0002565639888836476,0.027013691102198853
2026-04-15T20:03:20.172763,0.027020702782884553,0.00025658461943675734,5.066179873121957e-7,0.00025658461943675734,0.027018772428506314,0.000256563988718103,5.066179873121954e-7,0.00025656398871810285,0.02701369109798996
2026-04-15T20:03:20.181096,0.02702070278063024,0.00025658461934675804,5.066179900767113e-7,0.0002565846193467581,0.027018772426260752,0.00025656398862701236,5.066179900767122e-7,0.00025656398862701236,0.027013691095748603
2026-04-15T20:03:20.189429,0.027020702779429116,0.0002565846192972933,5.06617991555818e-7,0.0002565846192972932,0.02701877242506461,0.00025656398857694276,5.066179915558192e-7,0.0002565639885769427,0.02701369109455503
2026-04-15T20:03:20.197762,0.027020702778789138,0.00025658461927013335,5.066179923460494e-7,0.0002565846192701333,0.027018772424427455,0.0002565639885494484,5.066179923460515e-7,0.0002565639885494483,0.02701369109391943
2026-04-15T20:03:20.206095,0.027020702778448136,0.0002565846192552342,5.066179927676427e-7,0.0002565846192552341,0.02701877242408805,0.00025656398853436435,5.066179927676421e-7,0.0002565639885343645,0.027013691093580962
2026-04-15T20:03:20.214428,0.027020702778266435,0.00025658461924706787,5.066179929922419e-7,0.00025658461924706776,0.027018772423907263,0.0002565639885260967,5.066179929922435e-7,0.00025656398852609666,0.02701369109340073
2026-04-15T20:03:20.222761,0.027020702778169623,0.00025658461924259586,5.066179931117307e-7,0.00025658461924259565,0.02701877242381095,0.00025656398852156855,5.066179931117306e-7,0.00025656398852156855,0.02701369109330476
2026-04-15T20:03:20.231094,0.027020702778118032,0.0002565846192401486,5.066179931752095e-7,0.0002565846192401484,0.027018772423759656,0.00025656398851909044,5.066179931752071e-7,0.00025656398851909055,0.02701369109325365
2026-04-15T20:03:20.239427,0.027020702778090534,0.00025658461923881,5.066179932088812e-7,0.0002565846192388101,0.02701877242373233,0.00025656398851773546,5.066179932088806e-7,0.0002565639885177355,0.027013691093226433
2026-04-15T20:03:20.247760,0.027020702778075886,0.0002565846192380788,5.066179932267188e-7,0.00025658461923807886,0.027018772423717773,0.0002565639885169949,5.066179932267187e-7,0.000256563988516995,0.02701369109321194
2026-04-15T20:03:20.256093,0.02702070277806808,0.00025658461923767955,5.066179932361522e-7,0.0002565846192376796,0.027018772423710022,0.0002565639885165907,5.066179932361539e-7,0.00025656398851659065,0.02701369109320423
2026-04-15T20:03:20.264426,0.027020702778063923,0.0002565846192374615,5.066179932411332e-7,0.00025658461923746173,0.027018772423705886,0.00025656398851637023,5.066179932411371e-7,0.0002565639885163699,0.02701369109320012
