time,Globals.tick
2026-04-19T03:21:38.489506,0
2026-04-19T03:21:38.490828,1
2026-04-19T03:21:38.499161,2
2026-04-19T03:21:38.507494,3
2026-04-19T03:21:38.515827,4
2026-04-19T03:21:38.524160,5
2026-04-19T03:21:38.532493,6
2026-04-19T03:21:38.540826,7
2026-04-19T03:21:38.549159,8
2026-04-19T03:21:38.557492,9
2026-04-19T03:21:38.565825,10
2026-04-19T03:21:38.574158,11
2026-04-19T03:21:38.582491,12
2026-04-19T03:21:38.590824,13
2026-04-19T03:21:38.599157,14
2026-04-19T03:21:38.607490,15
2026-04-19T03:21:38.615823,16
2026-04-19T03:21:38.624156,17
2026-04-19T03:21:38.632489,18
2026-04-19T03:21:38.640822,19
2026-04-19T03:21:38.649155,20
2026-04-19T03:21:38.657488,21
2026-04-19T03:21:38.665821,22
2026-04-19T03:21:38.674154,23
2026-04-19T03:21:38.682487,24
2026-04-19T03:21:38.690820,25
2026-04-19T03:21:38.699153,26
2026-04-19T03:21:38.707486,27
2026-04-19T03:21:38.715819,28
2026-04-19T03:21:38.724152,29
2026-04-19T03:21:38.732485,30
2026-04-19T03:21:38.740818,31
2026-04-19T03:21:38.749151,32
2026-04-19T03:21:38.757484,33
2026-04-19T03:21:38.765817,34
2026-04-19T03:21:38.774150,35
2026-04-19T03:21:38.782483,36
2026-04-19T03:21:38.790816,37
2026-04-19T03:21:38.799149,38
2026-04-19T03:21:38.807482,39
2026-04-19T03:21:38.815815,40
2026-04-19T03:21:38.824148,41
2026-04-19T03:21:38.832481,42
2026-04-19T03:21:38.840814,43
2026-04-19T03:21:38.849147,44
2026-04-19T03:21:38.857480,45
2026-04-19T03:21:38.865813,46
2026-04-19T03:21:38.874146,47
2026-04-19T03:21:38.882479,48
2026-04-19T03:21:38.890812,49
2026-04-19T03:21:38.899145,50
2026-04-19T03:21:38.907478,51
2026-04-19T03:21:38.915811,52
2026-04-19T03:21:38.924144,53
2026-04-19T03:21:38.932477,54
2026-04-19T03:21:38.940810,55
2026-04-19T03:21:38.949143,56
2026-04-19T03:21:38.957476,57
2026-04-19T03:21:38.965809,58
2026-04-19T03:21:38.974142,59
2026-04-19T03:21:38.982475,60
2026-04-19T03:21:38.990808,61
2026-04-19T03:21:38.999141,62
2026-04-19T03:21:39.007474,63
2026-04-19T03:21:39.015807,64
2026-04-19T03:21:39.024140,65
2026-04-19T03:21:39.032473,66
2026-04-19T03:21:39.040806,67
2026-04-19T03:21:39.049139,68
2026-04-19T03:21:39.057472,69
2026-04-19T03:21:39.065805,70
2026-04-19T03:21:39.074138,71
2026-04-19T03:21:39.082471,72
2026-04-19T03:21:39.090804,73
2026-04-19T03:21:39.099137,74
2026-04-19T03:21:39.107470,75
2026-04-19T03:21:39.115803,76
2026-04-19T03:21:39.124136,77
2026-04-19T03:21:39.132469,78
2026-04-19T03:21:39.140802,79
2026-04-19T03:21:39.149135,80
2026-04-19T03:21:39.157468,81
2026-04-19T03:21:39.165801,82
2026-04-19T03:21:39.174134,83
2026-04-19T03:21:39.182467,84
2026-04-19T03:21:39.190800,85
2026-04-19T03:21:39.199133,86
2026-04-19T03:21:39.207466,87
2026-04-19T03:21:39.215799,88
2026-04-19T03:21:39.224132,89
2026-04-19T03:21:39.232465,90
2026-04-19T03:21:39.240798,91
2026-04-19T03:21:39.249131,92
2026-04-19T03:21:39.257464,93
2026-04-19T03:21:39.265797,94
2026-04-19T03:21:39.274130,95
2026-04-19T03:21:39.282463,96
2026-04-19T03:21:39.290796,97
2026-04-19T03:21:39.299129,98
2026-04-19T03:21:39.307462,99
2026-04-19T03:21:39.315795,100
