time,tracker3.kf3_state.0,tracker3.kf3_state.1,tracker3.kf3_state.2
2026-04-19T15:52:10.497754,0.0,1.0,0.0
2026-04-19T15:52:10.506987,0.01823523001559904,1.0099027120351725,0.009901889943659972
2026-04-19T15:52:10.515320,0.03188572747534795,1.015238941402179,0.015136370070779637
2026-04-19T15:52:10.523653,0.04420305637145856,1.0192458038367918,0.0189930551460587
2026-04-19T15:52:10.531986,0.05598067432357445,1.0227131905865148,0.022276512223695373
2026-04-19T15:52:10.540319,0.06751600634078266,1.025937200665577,0.025288696153774572
2026-04-19T15:52:10.548652,0.07894210476651833,1.0290502844058211,0.028164716623434758
2026-04-19T15:52:10.556985,0.09032382079775121,1.0321169640921768,0.030970371344868793
2026-04-19T15:52:10.565318,0.10169420750936903,1.0351700690844037,0.0337391155614545
2026-04-19T15:52:10.573651,0.113070538921437,1.0382266870596286,0.03648834659388143
2026-04-19T15:52:10.581984,0.12446199269225175,1.0412958194863626,0.03922721921419119
2026-04-19T15:52:10.590317,0.13587351699345512,1.0443822384565629,0.04196058116784174
2026-04-19T15:52:10.598650,0.14730782922897667,1.047488482461206,0.04469100806591502
2026-04-19T15:52:10.606983,0.15876646416770585,1.0506159042773922,0.04741987075901448
2026-04-19T15:52:10.615316,0.17025032788367545,1.053765225501598,0.05014789955873213
2026-04-19T15:52:10.623649,0.18175999174142618,1.0569368312438097,0.05287548372717281
2026-04-19T15:52:10.631982,0.19329584876929945,1.0601309270898354,0.05560283079840526
2026-04-19T15:52:10.640315,0.20485819693589774,1.0633476228046552,0.05833005143362323
2026-04-19T15:52:10.648648,0.21644728352765272,1.066586976997642,0.06105720464353432
2026-04-19T15:52:10.656981,0.22806332880570468,1.0698490209646672,0.0637843218969443
2026-04-19T15:52:10.665314,0.2397065386193953,1.073133771417224,0.06651141997553056
2026-04-19T15:52:10.673647,0.251377111132324,1.0764412372790573,0.06923850782864753
2026-04-19T15:52:10.681980,0.26307524040919855,1.0797714233153572,0.07196559022880594
2026-04-19T15:52:10.690313,0.27480111832869525,1.0831243320706867,0.07469266972107569
2026-04-19T15:52:10.698646,0.2865549356036109,1.0864999649038145,0.07741974766267418
2026-04-19T15:52:10.706979,0.2983368823249327,1.0898983225403058,0.08014682477736322
2026-04-19T15:52:10.715312,0.31014714825200806,1.0933194053676023,0.08287390145109924
