time,tracker6.ekf6_info_0,tracker6.ekf6_info_1,tracker6.ekf6_info_2,tracker6.ekf6_info_3
2026-08-21T00:30:42.103218,0.0,0.0,0.0,0.0
2026-08-21T00:30:42.112931,0.002449489742785038,0.09990093793232611,0.09989927491197598,99.9593679219204
2026-08-21T00:30:42.121264,0.002449489742785038,0.05254747047656485,0.052169185431095964,99.91834106653786
2026-08-21T00:30:42.129597,0.002449489742785038,0.038645484879948025,0.03817094357480074,99.87724974957005
2026-08-21T00:30:42.137930,0.0024494897427850375,0.03287187990965751,0.03236579579168043,99.83617411228836
2026-08-21T00:30:42.146263,0.002449489742785038,0.030141715480915685,0.029625643033061096,99.79514418190644
2026-08-21T00:30:42.154596,0.002449489742785038,0.02877185009241493,0.02825359323963409,99.75417342495356
2026-08-21T00:30:42.162929,0.0024494897427850375,0.02806407526765979,0.02754628127999622,99.71326844402212
2026-08-21T00:30:42.171262,0.0024494897427850383,0.027692846033288983,0.02717617605080006,99.67243264205752
2026-08-21T00:30:42.179595,0.0024494897427850375,0.027496599492928892,0.026981005460798152,99.63166783375907
2026-08-21T00:30:42.187928,0.0024494897427850383,0.02739242467945035,0.02687766273866979,99.59097501839915
2026-08-21T00:30:42.196261,0.002449489742785038,0.027337003142025987,0.02682282430689691,99.5503547689554
2026-08-21T00:30:42.204594,0.0024494897427849924,0.02730748409574603,0.02679369108949613,99.50980743337327
2026-08-21T00:30:42.212927,0.0024494897427849924,0.02729175163848916,0.026778204474931212,99.46933324018913
2026-08-21T00:30:42.221260,0.0024494897427849924,0.027283364091873957,0.026769969445402827,99.4289323543986
2026-08-21T00:30:42.229593,0.0024494897427849924,0.02727889159372496,0.026765589702552783,99.38860490713262
2026-08-21T00:30:42.237926,0.0024494897427849924,0.027276506495137513,0.026763260153510583,99.34835101145609
2026-08-21T00:30:42.246259,0.0024494897427849924,0.027275234503402364,0.02676202102510869,99.30817077078876
2026-08-21T00:30:42.254592,0.0024494897427849924,0.027274556122207874,0.02676136189354727,99.26806428339653
2026-08-21T00:30:42.262925,0.0024494897427849924,0.027274194321515993,0.026761011275701393,99.22803164478734
2026-08-21T00:30:42.271258,0.0024494897427849924,0.027274001361143014,0.026760824766922944,99.18807294898963
2026-08-21T00:30:42.279591,0.002449489742784993,0.027273898448572413,0.02676072555441265,99.14818828923428
2026-08-21T00:30:42.287924,0.0024494897427849924,0.027273843561581836,0.026760672778622215,99.10837775831831
2026-08-21T00:30:42.296257,0.002449489742784993,0.027273814288352804,0.0267606447046529,99.06864144879852
2026-08-21T00:30:42.304590,0.0024494897427849932,0.027273798675876655,0.026760629770744702,99.02897945309479
2026-08-21T00:30:42.312923,0.0024494897427849924,0.02727379034918028,0.026760621826664187,98.98939186354464
2026-08-21T00:30:42.321256,0.0024494897427849932,0.027273785908256225,0.02676061760081223,98.94987877243209
2026-08-21T00:30:42.329589,0.0024494897427849924,0.027273783539755247,0.02676061535286865,98.91044027200279
2026-08-21T00:30:42.337922,0.002449489742784992,0.027273782276551705,0.026760614157072798,98.87107645447166
2026-08-21T00:30:42.346255,0.0024494897427849932,0.027273781602842266,0.02676061352096719,98.8317874120267
2026-08-21T00:30:42.354588,0.0024494897427849924,0.027273781243530575,0.026760613182589293,98.79257323683053
2026-08-21T00:30:42.362921,0.0024494897427849924,0.02727378105189792,0.0267606130025881,98.75343402102114
2026-08-21T00:30:42.371254,0.002449489742784992,0.027273780949694144,0.026760612906835762,98.71436985671158
2026-08-21T00:30:42.379587,0.0024494897427849924,0.027273780895185673,0.02676061285589984,98.67538083598986
2026-08-21T00:30:42.387920,0.002449489742784992,0.02727378086611467,0.02676061282880419,98.6364670509181
2026-08-21T00:30:42.396253,0.0024494897427849924,0.027273780850610246,0.02676061281439048,98.59762859353208
2026-08-21T00:30:42.404586,0.0024494897427849924,0.027273780842341305,0.026760612806722994,98.55886555584048
2026-08-21T00:30:42.412919,0.002449489742784992,0.02727378083793124,0.026760612802644208,98.52017802982417
2026-08-21T00:30:42.421252,0.0024494897427849924,0.02727378083557925,0.02676061280047446,98.4815661074354
2026-08-21T00:30:42.429585,0.0024494897427849924,0.027273780834324864,0.026760612799320228,98.44302988059717
2026-08-21T00:30:42.437918,0.0024494897427849924,0.02727378083365588,0.026760612798706236,98.40456944120234
2026-08-21T00:30:42.446251,0.0024494897427849924,0.027273780833299077,0.02676061279837959,98.36618488111297
2026-08-21T00:30:42.454584,0.0024494897427849924,0.027273780833108795,0.026760612798205838,98.32787629215947
2026-08-21T00:30:42.462917,0.002449489742784992,0.027273780833007327,0.026760612798113426,98.28964376613989
