time,tracker6.ekf6_state.0,tracker6.ekf6_state.1,tracker6.ekf6_state.2,tracker6.ekf6_state.3,tracker6.ekf6_state.4,tracker6.ekf6_state.5
2026-04-10T22:42:34.766943,0.0,0.0,100.0,10.0,0.0,-5.0
2026-04-10T22:42:34.768742,0.08433234274724027,0.0009990094139069494,99.95933234274725,10.000999009344616,0.0009990093446150365,-4.999000990655385
2026-04-10T22:42:34.777075,0.1681991428753342,0.0015324762086675367,99.91819914287534,10.001524087880602,0.0015240878806004486,-4.9984759121194
2026-04-10T22:42:34.785408,0.25193303342052975,0.0019330334205297623,99.87693303342054,10.001911818760156,0.0019118187601555793,-4.9980881812398446
2026-04-10T22:42:34.793741,0.3356141946201274,0.002280861286794116,99.83561419462013,10.002243541080178,0.002243541080177989,-4.997756458919822
2026-04-10T22:42:34.802074,0.41927225967036097,0.002605593003694316,99.79427225967036,10.002549369336185,0.0025493693361853973,-4.997450630663814
2026-04-10T22:42:34.810407,0.5029202334136067,0.0029202334136066866,99.7529202334136,10.002842535912103,0.0028425359121040405,-4.997157464087896
2026-04-10T22:42:34.818740,0.5865643028774795,0.0032309695441462014,99.71156430287748,10.003129341768027,0.0031293417680271604,-4.996870658231972
2026-04-10T22:42:34.827073,0.6702075316025937,0.003540864935927043,99.67020753160259,10.003412908996527,0.003412908996527979,-4.996587091003472
2026-04-10T22:42:34.835406,0.7538514675658062,0.0038514675658062702,99.6288514675658,10.003694815992473,0.003694815992474777,-4.996305184007525
2026-04-10T22:42:34.843739,0.8374969011087029,0.004163567775369663,99.5874969011087,10.003975868949123,0.003975868949125865,-4.9960241310508735
2026-04-10T22:42:34.852072,0.9211442379201507,0.0044775712534840615,99.54614423792013,10.004256481809437,0.004256481809440824,-4.995743518190558
2026-04-10T22:42:34.860405,1.0047936868245608,0.004793686824560882,99.50479368682454,10.004536867683768,0.004536867683773558,-4.995463132316225
2026-04-10T22:42:34.868738,1.0884453554694966,0.005112022136163355,99.46344535546946,10.004817136436682,0.004817136436688282,-4.9951828635633095
2026-04-10T22:42:34.877071,1.1720992993897688,0.005432632723102187,99.42209929938973,10.005097344744811,0.005097344744819245,-4.994902655255178
2026-04-10T22:42:34.885404,1.2557555472476942,0.005755547247694409,99.38075554724766,10.005377521855822,0.005377521855830566,-4.994622478144167
2026-04-10T22:42:34.893737,1.339414113839904,0.006080780506570949,99.33941411383987,10.005657682864959,0.0056576828649689504,-4.994342317135028
2026-04-10T22:42:34.902070,1.42307500680614,0.006408340139473709,99.29807500680609,10.00593783556353,0.0059378355635424564,-4.994062164436454
2026-04-10T22:42:34.910403,1.5067382300913135,0.006738230091314053,99.25673823009126,10.006217983972968,0.006217983972981478,-4.993782016027015
2026-04-10T22:42:34.918736,1.5904037857325937,0.007070452399261181,99.21540378573253,10.006498130168854,0.006498130168867489,-4.993501869831128
2026-04-10T22:42:34.927069,1.6740716747820445,0.007405008115378823,99.17407167478197,10.006778275222414,0.006778275222429515,-4.993221724777566
2026-04-10T22:42:34.935402,1.7577418977830144,0.007741897783015644,99.13274189778294,10.0070584196865,0.00705841968651483,-4.992941580313481
2026-04-10T22:42:34.943735,1.841414455016134,0.00808112168280202,99.09141445501605,10.00733856384641,0.007338563846426655,-4.992661436153568
2026-04-10T22:42:34.952068,1.92508934662635,0.008422679959684837,99.05008934662627,10.007618707849375,0.007618707849391474,-4.992381292150603
2026-04-10T22:42:34.960401,2.0087665726885313,0.008766572688532795,99.00876657268843,10.007898851771362,0.007898851771379344,-4.992101148228615
2026-04-10T22:42:34.968734,2.0924461332413506,0.0091127999080189,98.96744613324125,10.008178995651571,0.008178995651589343,-4.991821004348405
2026-04-10T22:42:34.977067,2.176128028304785,0.009461361638120197,98.92612802830467,10.008459139510228,0.00845913951024635,-4.9915408604897475
2026-04-10T22:42:34.985400,2.2598122578891546,0.009812257889156448,98.88481225788904,10.008739283357766,0.008739283357784886,-4.991260716642209
2026-04-10T22:42:34.993733,2.3434988219997903,0.010165488666458819,98.84349882199967,10.009019427199568,0.009019427199588087,-4.990980572800406
