time,mat_rhs.mrhs_state.0,mat_rhs.mrhs_state.1,mat_rhs.mrhs_state.2,mat_rhs.mrhs_state.3,mat_rhs.mrhs_state.4,mat_rhs.mrhs_state.5
2026-03-27T20:29:38.149491,1.0,2.0,3.0,4.0,5.0,6.0
2026-03-27T20:29:38.151266,0.9659286191338475,1.947925897383386,2.929451360977682,3.911381237133614,4.9504950495049505,5.9405940594059405
2026-03-27T20:29:38.159599,0.9327675632027083,1.8970873143826021,2.860005635893459,3.824125182834919,4.901480247034605,5.881776296441525
2026-03-27T20:29:38.167932,0.9004988422739473,1.847460925626024,2.791647900722581,3.7382135400381555,4.8529507396382225,5.8235408875658665
2026-03-27T20:29:38.176265,0.8691047661223296,1.7990237857649585,2.724363418847324,3.6536282404099154,4.8049017224140815,5.765882066896897
2026-03-27T20:29:38.184598,0.838567939734906,1.7517533238463827,2.658137638808953,3.5703514416134436,4.757328438033744,5.708794125640492
2026-03-27T20:29:38.192931,0.8088712588787366,1.7056273377637066,2.5929561920858357,3.4883655246046863,4.710226176271033,5.6522714115252395
2026-03-27T20:29:38.201264,0.7799979057306187,1.6606239887845302,2.5288048908973977,3.407653090959732,4.663590273535676,5.596308328242811
2026-03-27T20:29:38.209597,0.7519313445679918,1.6167217961543758,2.4656697260336315,3.3281969602332837,4.6174161124115605,5.540899334893872
2026-03-27T20:29:38.217930,0.7246553175202075,1.5738996317753902,2.40353686470987,3.2499801673478097,4.571699121199565,5.486038945439478
2026-03-27T20:29:38.226263,0.6981538403793596,1.5321367149590248,2.34239264844653,3.17298596001303,4.526434773464915,5.431721728157899
2026-03-27T20:29:38.234596,0.6724111984698812,1.4914126072517127,2.282223590973553,3.097197796175386,4.481618587589025,5.3779423051068305
2026-03-27T20:29:38.242929,0.6474119425761262,1.4517072073325772,2.223016376159246,3.0225993414971564,4.437246126325767,5.324695351590921
2026-03-27T20:29:38.251262,0.6231408849271607,1.4130007459822145,2.164757855963262,2.949174466864886,4.393312996362146,5.271975595634575
2026-03-27T20:29:38.259595,0.5995830952380021,1.3752737811216085,2.1074350484134334,2.876907245926785,4.349814847883312,5.219777817459975
2026-03-27T20:29:38.267928,0.5767238968065517,1.3385071929202494,2.051035135606189,2.805781952658778,4.306747374141893,5.168096848970272
2026-03-27T20:29:38.276261,0.5545488626654778,1.3026821789725336,1.99554546173029,2.7357830589588734,4.264106311031577,5.116927573237893
2026-03-27T20:29:38.284594,0.5330438117883145,1.2677802495415387,1.9409535311136128,2.6668952322695287,4.221887436664928,5.066264923997914
2026-03-27T20:29:38.292927,0.5121948053490513,1.2337832228692815,1.887247006292724,2.5991033332276983,4.180086570955374,5.01610388514645
2026-03-27T20:29:38.301260,0.4919881430344981,1.2006732205525705,1.8344137061049797,2.5323924133422424,4.13869957520334,4.966439490244009
2026-03-27T20:29:38.309593,0.4724103594087201,1.1684326629835813,1.7824416038028967,2.4667477126983934,4.097722351686476,4.917266822023771
2026-03-27T20:29:38.317926,0.4534482203288438,1.1370442648542969,1.7313188251905418,2.402154657688964,4.057150843253936,4.868581011904724
2026-03-27T20:29:38.326259,0.4350887194115476,1.1064910307239573,1.6810336467816858,2.3385988587719972,4.016981032924689,4.820377239509628
2026-03-27T20:29:38.334592,0.4173190745495564,1.0767562506486823,1.631574493979476,2.276066108254554,3.9772089434897913,4.77265073218775
2026-03-27T20:29:38.342925,0.40012672447747016,1.0478234958724384,1.5829299392773806,2.2145423781023448,3.9378306371186054,4.725396764542327
2026-03-27T20:29:38.351258,0.38349932538626447,1.0196766145785288,1.5350887004811613,2.1540138177749064,3.898842214968916,4.6786106579627
2026-03-27T20:29:38.359591,0.3674247475858094,0.9922997277008037,1.4880396389516375,2.0944667520860367,3.860239816800907,4.632287780161089
2026-03-27T20:29:38.367924,0.3518910722147618,0.9656772247937891,1.4417717578679996,2.0358876790891953,3.8220196205949573,4.586423544713949
2026-03-27T20:29:38.376257,0.3368865879971945,0.9397937599609497,1.3962742005114415,1.9782632679875873,3.784177842173225,4.541013410607871
2026-03-27T20:29:38.384590,0.3223997880453338,0.9146342478403079,1.351536248568878,1.9215803570686512,3.7467107348249753,4.496052881789971
2026-03-27T20:29:38.392923,0.30841936670778497,0.8901838596466525,1.307547320456516,1.8658259516626683,3.709614588935619,4.451537506722744
2026-03-27T20:29:38.401256,0.2949342164626332,0.8664280192695798,1.2642969696630568,1.8109872221252217,3.672885731619425,4.407462877943311
2026-03-27T20:29:38.409589,0.2819334248548158,0.84335239942662,1.2217748831123016,1.7570515018432307,3.6365205263558664,4.363824631627041
2026-03-27T20:29:38.417922,0.26940627147716967,0.8209429178707104,1.1799708795449393,1.7040062852642919,3.600515372629571,4.320618447155486
2026-03-27T20:29:38.426255,0.2573422249945632,0.7991857336512886,1.1388749079192977,1.6518392259490629,3.5648667055738326,4.2778400466886
2026-03-27T20:29:38.434588,0.24573094021053418,0.7780672434282856,1.0984770458308422,1.600538134646422,3.529570995617656,4.235485194741188
2026-03-27T20:29:38.442921,0.23456225517585724,0.7575740778383097,1.0587674979502044,1.5500909773911478,3.494624748136293,4.193549697763553
2026-03-27T20:29:38.451254,0.22382618833847637,0.737693097912321,1.019736594479532,1.5004858736238569,3.4600245031052403,4.1520294037262895
2026-03-27T20:29:38.459587,0.2135129357342427,0.7184113915441053,0.9813747896269486,1.4517110943329508,3.4257668347576637,4.110920201709197
2026-03-27T20:29:38.467920,0.20361286821790603,0.6997162700088639,0.943672660098916,1.4037550602183153,3.3918483512452116,4.070218021494254
2026-03-27T20:29:38.476253,0.19411652873381544,0.6815952645312471,0.9066209036102948,1.356606339876528,3.35826569430219,4.029918833162628
