time,tracker6.ekf6_cov.0,tracker6.ekf6_cov.1,tracker6.ekf6_cov.2,tracker6.ekf6_cov.3,tracker6.ekf6_cov.4,tracker6.ekf6_cov.5,tracker6.ekf6_cov.6,tracker6.ekf6_cov.7,tracker6.ekf6_cov.8,tracker6.ekf6_cov.9,tracker6.ekf6_cov.10,tracker6.ekf6_cov.11,tracker6.ekf6_cov.12,tracker6.ekf6_cov.13,tracker6.ekf6_cov.14,tracker6.ekf6_cov.15,tracker6.ekf6_cov.16,tracker6.ekf6_cov.17,tracker6.ekf6_cov.18,tracker6.ekf6_cov.19,tracker6.ekf6_cov.20,tracker6.ekf6_cov.21,tracker6.ekf6_cov.22,tracker6.ekf6_cov.23,tracker6.ekf6_cov.24,tracker6.ekf6_cov.25,tracker6.ekf6_cov.26,tracker6.ekf6_cov.27,tracker6.ekf6_cov.28,tracker6.ekf6_cov.29,tracker6.ekf6_cov.30,tracker6.ekf6_cov.31,tracker6.ekf6_cov.32,tracker6.ekf6_cov.33,tracker6.ekf6_cov.34,tracker6.ekf6_cov.35
2026-04-09T18:56:42.446607,0.02702091871678005,2.436085392364417e-38,-1.0360179568085153e-36,0.00025656434789861744,2.528466352426594e-36,1.6062317249548722e-36,2.4532744532214687e-38,0.02702091871678005,5.382214924836477e-35,9.705606583202609e-37,0.00025656434789861744,-1.38687631907453e-34,-1.036017956808515e-36,5.382341731988731e-35,0.02702091871678005,-5.364444897110769e-35,5.268125985651265e-35,0.00025656434789861744,0.0002565643478986175,9.643919528158538e-37,-5.36444489711077e-35,0.02701390741128591,1.0009635174894933e-34,7.03430653627155e-35,2.5463072549430218e-36,0.00025656434789861744,5.254964393749439e-35,1.007366151959865e-34,0.027013907411285915,-1.7701019407145475e-34,1.606231724954873e-36,-1.3855601598843178e-34,0.00025656434789861744,7.034306536271549e-35,-1.6334948974098014e-34,0.02701390741128592
2026-04-09T18:56:42.454940,0.027020817667748963,2.3174319576985303e-38,-6.844359007234665e-37,0.000256562497511178,1.6035442024813218e-36,1.0384609533792701e-36,2.3335389770717267e-38,0.027020817667748963,2.844225492112574e-35,7.753826785879083e-37,0.00025656249751117803,-7.442490005005864e-35,-6.844359007234662e-37,2.844377459980456e-35,0.027020817667748963,-2.839029979566862e-35,2.754100869773066e-35,0.000256562497511178,0.000256562497511178,7.704545333591945e-37,-2.8390299795668623e-35,0.027013806335236094,5.33115069954649e-35,3.7566880921285454e-35,1.6146894347930365e-36,0.000256562497511178,2.7435854717827727e-35,5.365250940048645e-35,0.0270138063352361,-9.412588372431188e-35,1.0384609533792706e-36,-7.431974607015511e-35,0.000256562497511178,3.7566880921285454e-35,-8.684976697439044e-35,0.027013806335236104
2026-04-09T18:56:42.463273,0.027020763838643394,1.9093158944817357e-38,-4.34247246161033e-37,0.00025656144178134836,9.90852695757294e-37,6.5105648245248365e-37,1.9224403309338453e-38,0.02702076383864339,1.5026521798144707e-35,5.506141226814336e-37,0.00025656144178134836,-3.9936156763886474e-35,-4.342472461610328e-37,1.5027960760866127e-35,0.02702076383864339,-1.5023922106099455e-35,1.4393782059462076e-35,0.0002565614417813483,0.0002565614417813483,5.471145840104146e-37,-1.5023922106099458e-35,0.027013752501560642,2.8392889936214635e-35,2.0061887781248148e-35,9.976637128741857e-37,0.00025656144178134836,1.4319106093283675e-35,2.857450091720044e-35,0.027013752501560642,-5.00496746929808e-35,6.510564824524838e-37,-3.98614807977073e-35,0.0002565614417813483,2.006188778124815e-35,-4.617431375293101e-35,0.02701375250156065
2026-04-09T18:56:42.471606,0.027020735163334468,1.4466309874934007e-38,-2.6791094181131216e-37,0.00025656084211887265,6.005796006071666e-37,3.992038932585822e-37,1.456491174569031e-38,0.027020735163334458,7.936734317536634e-36,3.6655578943163024e-37,0.00025656084211887265,-2.142800772000699e-35,-2.6791094181131204e-37,7.937931842736472e-36,0.027020735163334458,-7.949946413459452e-36,7.520334475215507e-36,0.0002565608421188726,0.0002565608421188726,3.6422609167798633e-37,-7.949946413459453e-36,0.027013723829671224,1.5121116757612056e-35,1.0713244663387863e-35,6.046731305169986e-37,0.00025656084211887265,7.470618326975196e-36,1.5217835890446567e-35,0.027013723829671227,-2.6611815749415115e-35,3.992038932585823e-37,-2.137829157176611e-35,0.00025656084211887265,1.0713244663387866e-35,-2.4547812924066747e-35,0.027013723829671227
2026-04-09T18:56:42.479939,0.02702071988750702,-1.8055593228630336e-35,9.566391896135867e-36,0.00025656050283923224,-5.936246471652552e-37,3.5077694464105274e-36,-1.2037062152420224e-35,0.027020719887507014,-7.703719777548943e-34,-1.1555579666323415e-33,0.0002565605028392323,0.0,9.566391896135866e-36,-5.7777898331617076e-34,0.027020719887507014,7.433542975266729e-34,-9.62964972193618e-35,0.00025656050283923224,0.00025656050283923224,-1.1555579666323415e-33,7.43354297526673e-34,0.02701370855911432,-6.394689268473244e-35,2.5677503427281268e-34,-5.701147601488094e-37,0.0002565605028392323,-1.925929944387236e-34,-6.018531076210112e-35,0.02701370855911432,-9.62964972193618e-35,3.5077694464105274e-36,-1.925929944387236e-34,0.0002565605028392323,2.5677503427281268e-34,0.0,0.02701370855911432
2026-04-09T18:56:42.488272,0.027020711749708173,-1.258378988120332e-35,7.014626538833826e-36,0.00025656031154638745,-4.3604954358094454e-37,2.502654395836192e-36,-9.378227538365426e-36,0.027020711749708177,-4.1079368139608526e-34,-6.156204568818502e-34,0.0002565603115463875,1.1970411757103192e-36,7.014626538833825e-36,-3.084650069122048e-34,0.027020711749708177,3.9657616427716105e-34,-5.020716611606252e-35,0.00025656031154638745,0.00025656031154638745,-6.156188405135713e-34,3.965761642771611e-34,0.027013700426136295,-3.1897757149003845e-35,1.3537762103024642e-34,-4.251435530436356e-37,0.00025656031154638756,-1.0138612224597343e-34,-2.989408428625324e-35,0.027013700426136295,-5.093858162839901e-35,2.502654395836192e-36,-1.0149874782690302e-34,0.0002565603115463875,1.3537762103024642e-34,5.371378028940651e-37,0.027013700426136288
2026-04-09T18:56:42.496605,0.027020707414453123,-6.018531076210112e-36,7.915741336593659e-36,0.0002565602040258081,1.7191604880775955e-36,-1.3005788797748675e-36,0.0,0.02702070741445313,-9.62964972193618e-35,0.0,0.00025656020402580815,-1.925929944387236e-34,7.915741336593658e-36,-9.62964972193618e-35,0.02702070741445313,4.539350284928154e-34,0.0,0.00025656020402580815,0.0002565602040258081,-3.851859888774472e-34,4.539350284928154e-34,0.027013696094615337,1.3579310740699065e-34,-1.5642086628288081e-34,1.589856109487144e-36,0.00025656020402580815,-2.407412430484045e-35,1.3240768367662246e-34,0.02701369609461534,0.0,-1.3005788797748669e-36,-1.925929944387236e-34,0.00025656020402580815,-1.564208662828808e-34,0.0,0.02701369609461534
2026-04-09T18:56:42.504938,0.02702070510490079,-4.187736673393709e-36,5.375412702836726e-36,0.00025656014375965085,1.2788881326711006e-36,-1.1130435138872875e-36,5.71636569112917e-39,0.02702070510490079,-5.184325604354557e-35,3.3976073307307493e-37,0.00025656014375965085,-1.0240092610991911e-34,5.375412702836727e-36,-5.178148288225439e-35,0.027020705104900792,2.4136471297442577e-34,1.8203881952347053e-37,0.00025656014375965085,0.00025656014375965085,-2.0480317371084355e-34,2.4136471297442577e-34,0.027013693787723114,7.30507580137895e-35,-8.416802594843251e-35,1.1865854021551758e-36,0.00025656014375965085,-1.2640641777490888e-35,7.052647571439003e-35,0.027013693787723114,4.0507161462097544e-37,-1.1130435138872872e-36,-1.024011432746802e-34,0.0002565601437596509,-8.416802594843249e-35,3.5999322927780742e-37,0.027013693787723125
2026-04-09T18:56:42.513271,0.027020703874500597,-2.7517107068526576e-36,3.478367763401947e-36,0.00025656011006495777,8.78324477122168e-37,-8.21072006646141e-37,7.83293206721715e-39,0.027020703874500597,-2.7906789086037793e-35,3.619264794033239e-37,0.00025656011006495777,-5.444392380409973e-35,3.478367763401947e-36,-2.784098750457672e-35,0.027020703874500597,1.2833285053502131e-34,1.9576091308518244e-37,0.0002565601100649578,0.00025656011006495777,-1.0888970966355689e-34,1.2833285053502131e-34,0.02701369255912389,3.9292934963379344e-35,-4.5283521404337215e-35,8.129811629378674e-37,0.00025656011006495777,-6.633794834404981e-36,3.7564402141921747e-35,0.027013692559123885,4.308411430081933e-37,-8.210720066461408e-37,-5.444438648085165e-35,0.0002565601100649579,-4.5283521404337204e-35,3.8281985536977865e-37,0.0270136925591239
2026-04-09T18:56:42.521604,0.027020703219004086,-1.742221852713185e-36,2.1792009039263697e-36,0.0002565600912693505,5.747900709388622e-37,-5.612040637241018e-37,7.650947677919038e-39,0.027020703219004086,-1.5019811290240508e-35,2.8914719842755535e-37,0.00025656009126935055,-2.894523210990315e-35,2.1792009039263697e-36,-1.496724294677957e-35,0.02702070321900409,6.823164625326745e-35,1.5787056094968217e-37,0.0002565600912693506,0.00025656009126935055,-5.789231486576156e-35,6.823164625326743e-35,0.02701369190480537,2.1132356095876414e-35,-2.4359864599140477e-35,5.293980302918258e-37,0.0002565600912693505,-3.4795321054206705e-36,2.0007189142557645e-35,0.027013691904805376,3.4367895164491997e-37,-5.612040637241017e-37,-2.894578658703029e-35,0.0002565600912693506,-2.4359864599140466e-35,3.0531258040462743e-37,0.027013691904805383
2026-04-09T18:56:42.529937,0.02702070286978356,-1.0747165751723399e-36,1.3339758937703651e-36,0.0002565600808066112,3.6416499488346296e-37,-3.661222854483002e-37,6.422564965141208e-39,0.02702070286978356,9.62964972193618e-35,2.053313622420913e-37,0.00025656008080661126,0.0,1.3339758937703651e-36,1.925929944387236e-34,0.02702070286978356,3.6275864321308873e-35,1.2808186446559645e-34,0.00025656008080661126,0.00025656008080661126,-3.077789215429227e-35,3.627586432130886e-35,0.027013691556336317,1.1363863754186838e-35,-1.3102439981983437e-35,3.332991339344727e-37,0.00025656008080661126,1.2676531079267548e-34,1.065567504203023e-35,0.027013691556336313,3.915806781459204e-34,-3.661222854483002e-37,0.0,0.00025656008080661126,-1.3102439981983432e-35,3.870667798387628e-34,0.02701369155633632
