time,b.world_vel.ωx,b.world_vel.ωy,b.world_vel.ωz,b.world_vel.x,b.world_vel.y,b.world_vel.z
2026-04-15T20:03:23.777507,0.0,0.0,0.0,0.37325057214664675,0.6710494895278393,0.0
2026-04-15T20:03:23.785840,0.0,0.0,0.0,0.33771737423145554,0.6791620043067779,0.0
2026-04-15T20:03:23.794173,0.0,0.0,0.0,0.3018327612175299,0.6858878709959393,0.0
2026-04-15T20:03:23.802506,0.0,0.0,0.0,0.2656473256167614,0.6911937666059801,0.0
2026-04-15T20:03:23.810839,0.0,0.0,0.0,0.2292147900661128,0.6950476166350619,0.0
2026-04-15T20:03:23.819172,0.0,0.0,0.0,0.19259205624081216,0.6974188888165531,0.0
2026-04-15T20:03:23.827505,0.0,0.0,0.0,0.15583922714752446,0.6982789059376712,0.0
2026-04-15T20:03:23.835838,0.0,0.0,0.0,0.11901959928679982,0.6976011757861238,0.0
2026-04-15T20:03:23.844171,0.0,0.0,0.0,0.08219962122246328,0.6953617356933686,0.0
2026-04-15T20:03:23.852504,0.0,0.0,0.0,0.04544881523903822,0.6915395085200914,0.0
2026-04-15T20:03:23.860837,0.0,0.0,0.0,0.008839659019657171,0.6861166662860254,0.0
2026-04-15T20:03:23.869170,0.0,0.0,0.0,-0.02755257535276589,0.6790789970000718,0.0
2026-04-15T20:03:23.877503,0.0,0.0,0.0,-0.06365002727083818,0.6704162696192395,0.0
2026-04-15T20:03:23.885836,0.0,0.0,0.0,-0.09937249992516792,0.6601225914808317,0.0
2026-04-15T20:03:23.894169,0.0,0.0,0.0,-0.13463775988461849,0.6481967520388623,0.0
2026-04-15T20:03:23.902502,0.0,0.0,0.0,-0.169361883860023,0.6346425463219004,0.0
2026-04-15T20:03:23.910835,0.0,0.0,0.0,-0.2034596515801455,0.6194690712449425,0.0
2026-04-15T20:03:23.919168,0.0,0.0,0.0,-0.23684498261966022,0.6026909877810069,0.0
