time,b.world_accel_αx,b.world_accel_αy,b.world_accel_αz,b.world_accel_x,b.world_accel_y,b.world_accel_z
2026-05-06T20:26:47.117491,0.0,0.0,0.0,2.361264393507238,4.432358616463338,0.0
2026-05-06T20:26:47.125824,0.0,0.0,0.0,2.190713266418516,4.480566481206538,0.0
2026-05-06T20:26:47.134157,0.0,0.0,0.0,2.0211208289435603,4.522146184718301,0.0
2026-05-06T20:26:47.142490,0.0,0.0,0.0,1.8527124494426226,4.557363917444975,0.0
2026-05-06T20:26:47.150823,0.0,0.0,0.0,1.6856841960966813,4.586485180552817,0.0
2026-05-06T20:26:47.159156,0.0,0.0,0.0,1.5202045006481846,4.609772433178623,0.0
2026-05-06T20:26:47.167489,0.0,0.0,0.0,1.3564159226593957,4.6274830331913215,0.0
2026-05-06T20:26:47.175822,0.0,0.0,0.0,1.194436977425319,4.639867457489101,0.0
2026-05-06T20:26:47.184155,0.0,0.0,0.0,1.034363995678425,4.64716778498697,0.0
2026-05-06T20:26:47.192488,0.0,0.0,0.0,0.8762729880786182,4.649616423489251,0.0
2026-05-06T20:26:47.200821,0.0,0.0,0.0,0.7202214920895259,4.647435060468365,0.0
2026-05-06T20:26:47.209154,0.0,0.0,0.0,0.5662503831271615,4.640833817264711,0.0
2026-05-06T20:26:47.217487,0.0,0.0,0.0,0.4143856357815729,4.630010586266512,0.0
2026-05-06T20:26:47.225820,0.0,0.0,0.0,0.2646400244302657,4.615150531115502,0.0
2026-05-06T20:26:47.234153,0.0,0.0,0.0,0.11701475567586786,4.5964257308169545,0.0
2026-05-06T20:26:47.242486,0.0,0.0,0.0,-0.02849897224484032,4.573994949725156,0.0
2026-05-06T20:26:47.250819,0.0,0.0,0.0,-0.1719184856019449,4.548003516653738,0.0
2026-05-06T20:26:47.259152,0.0,0.0,0.0,-0.313268227413587,4.518583297762252,0.0
2026-05-06T20:26:47.267485,0.0,0.0,0.0,-0.4525784246988308,4.485852749344376,0.0
2026-05-06T20:26:47.275818,0.0,0.0,0.0,-0.5898838283175584,4.4499170381481115,0.0
2026-05-06T20:26:47.284151,0.0,0.0,0.0,-0.7252225219082901,4.4108682183620305,0.0
2026-05-06T20:26:47.292484,0.0,0.0,0.0,-0.8586347956116835,4.368785455879975,0.0
2026-05-06T20:26:47.300817,0.0,0.0,0.0,-0.9901620796567359,4.32373529189197,0.0
2026-05-06T20:26:47.309150,0.0,0.0,0.0,-1.119845932461855,4.275771939230083,0.0
2026-05-06T20:26:47.317483,0.0,0.0,0.0,-1.2477270776399647,4.22493760621739,0.0
2026-05-06T20:26:47.325816,0.0,0.0,0.0,-1.373844484174646,4.171262844022842,0.0
2026-05-06T20:26:47.334149,0.0,0.0,0.0,-1.498234484035331,4.114766914714334,0.0
2026-05-06T20:26:47.342482,0.0,0.0,0.0,-1.6209299216087667,4.055458178328174,0.0
2026-05-06T20:26:47.350815,0.0,0.0,0.0,-1.7419593295301314,3.993334498338723,0.0
2026-05-06T20:26:47.359148,0.0,0.0,0.0,-1.8613461257915656,3.9283836659208182,0.0
2026-05-06T20:26:47.367481,0.0,0.0,0.0,-1.9791078273828158,3.8605838443538034,0.0
2026-05-06T20:26:47.375814,0.0,0.0,0.0,-2.0952552761754157,3.7899040358234997,0.0
2026-05-06T20:26:47.384147,0.0,0.0,0.0,-2.209791873297606,3.716304573739769,0.0
2026-05-06T20:26:47.392480,0.0,0.0,0.0,-2.3227128188640704,3.639737644504843,0.0
2026-05-06T20:26:47.400813,0.0,0.0,0.0,-2.4340043546261483,3.560147843440814,0.0
2026-05-06T20:26:47.409146,0.0,0.0,0.0,-2.5436430079001147,3.4774727703122896,0.0
2026-05-06T20:26:47.417479,0.0,0.0,0.0,-2.6515948360201786,3.3916436705574666,0.0
2026-05-06T20:26:47.425812,0.0,0.0,0.0,-2.757814671556981,3.302586128960937,0.0
2026-05-06T20:26:47.434145,0.0,0.0,0.0,-2.862245369649886,3.210220823053769,0.0
2026-05-06T20:26:47.442478,0.0,0.0,0.0,-2.9648170600306885,3.1144643439971045,0.0
2026-05-06T20:26:47.450811,0.0,0.0,0.0,-3.0654464076750556,3.015230093076295,0.0
2026-05-06T20:26:47.459144,0.0,0.0,0.0,-3.1640358875124117,2.912429262181576,0.0
2026-05-06T20:26:47.467477,0.0,0.0,0.0,-3.2604730802588056,2.805971906751292,0.0
2026-05-06T20:26:47.475810,0.0,0.0,0.0,-3.354629998211029,2.6957681195732994,0.0
2026-05-06T20:26:47.484143,0.0,0.0,0.0,-3.4463624517494083,2.581729313542938,0.0
2026-05-06T20:26:47.492476,0.0,0.0,0.0,-3.5355094693311484,2.4637696209211537,0.0
2026-05-06T20:26:47.500809,0.0,0.0,0.0,-3.6218927858975825,2.3418074157788618,0.0
2026-05-06T20:26:47.509142,0.0,0.0,0.0,-3.7053164168398953,2.215766965105237,0.0
2026-05-06T20:26:47.517475,0.0,0.0,0.0,-3.785566336930489,2.085580212447952,0.0
2026-05-06T20:26:47.525808,0.0,0.0,0.0,-3.8624102858793963,1.951188695891497,0.0
2026-05-06T20:26:47.534141,0.0,0.0,0.0,-3.9355977243514975,1.8125455996168678,0.0
2026-05-06T20:26:47.542474,0.0,0.0,0.0,-4.0048599662982305,1.6696179351777387,0.0
2026-05-06T20:26:47.550807,0.0,0.0,0.0,-4.069910515217584,1.5223888449391043,0.0
2026-05-06T20:26:47.559140,0.0,0.0,0.0,-4.130445633341736,1.370860015831381,0.0
2026-05-06T20:26:47.567473,0.0,0.0,0.0,-4.186145173627409,1.2150541866709588,0.0
2026-05-06T20:26:47.575806,0.0,0.0,0.0,-4.236673704639861,1.0550177268057666,0.0
2026-05-06T20:26:47.584139,0.0,0.0,0.0,-4.2816819578132685,0.8908232578098069,0.0
2026-05-06T20:26:47.592472,0.0,0.0,0.0,-4.320808624965891,0.7225722834580588,0.0
2026-05-06T20:26:47.600805,0.0,0.0,0.0,-4.35368253117359,0.5503977863891517,0.0
2026-05-06T20:26:47.609138,0.0,0.0,0.0,-4.379925203992468,0.37446674288171594,0.0
2026-05-06T20:26:47.617471,0.0,0.0,0.0,-4.399153854421353,0.19498250025681882,0.0
2026-05-06T20:26:47.625804,0.0,0.0,0.0,-4.410984777788775,0.01218695485224783,0.0
2026-05-06T20:26:47.634137,0.0,0.0,0.0,-4.415037173865907,-0.17363753737429138,0.0
2026-05-06T20:26:47.642470,0.0,0.0,0.0,-4.4109373749370215,-0.3621665903884961,0.0
2026-05-06T20:26:47.650803,0.0,0.0,0.0,-4.398323458374475,-0.5530326339053288,0.0
2026-05-06T20:26:47.659136,0.0,0.0,0.0,-4.3768502066329775,-0.7458242530838503,0.0
2026-05-06T20:26:47.667469,0.0,0.0,0.0,-4.346194362776205,-0.9400860987780362,0.0
2026-05-06T20:26:47.675802,0.0,0.0,0.0,-4.306060114075025,-1.1353194413660812,0.0
2026-05-06T20:26:47.684135,0.0,0.0,0.0,-4.256184720391999,-1.3309834343926343,0.0
2026-05-06T20:26:47.692468,0.0,0.0,0.0,-4.196344188630462,-1.5264971440791442,0.0
2026-05-06T20:26:47.700801,0.0,0.0,0.0,-4.126358880222133,-1.7212423870481581,0.0
2026-05-06T20:26:47.709134,0.0,0.0,0.0,-4.046098926275038,-1.9145674013927694,0.0
2026-05-06T20:26:47.717467,0.0,0.0,0.0,-3.955489315465081,-2.105791355722093,0.0
