time,c.world_vel.ωx,c.world_vel.ωy,c.world_vel.ωz,c.world_vel.x,c.world_vel.y,c.world_vel.z
2026-04-15T20:03:23.294193,0.0,0.0,0.0,-0.7269444674107607,0.12635676821980815,0.0
2026-04-15T20:03:23.302526,0.0,0.0,0.0,-0.7408815724616957,0.09248984750389153,0.0
2026-04-15T20:03:23.310859,0.0,0.0,0.0,-0.7534350334012987,0.0581540949339993,0.0
2026-04-15T20:03:23.319192,0.0,0.0,0.0,-0.76460768237331,0.023410874180727105,0.0
2026-04-15T20:03:23.327525,0.0,0.0,0.0,-0.7744048248873687,-0.011680603622507404,0.0
2026-04-15T20:03:23.335858,0.0,0.0,0.0,-0.7828339711272723,-0.04706333546128871,0.0
2026-04-15T20:03:23.344191,0.0,0.0,0.0,-0.7899045773731327,-0.08268255575801339,0.0
2026-04-15T20:03:23.352524,0.0,0.0,0.0,-0.7956277992859362,-0.11848574202240818,0.0
2026-04-15T20:03:23.360857,0.0,0.0,0.0,-0.8000162584001451,-0.15442259941457698,0.0
2026-04-15T20:03:23.369190,0.0,0.0,0.0,-0.8030838228057752,-0.1904450267361974,0.0
2026-04-15T20:03:23.377523,0.0,0.0,0.0,-0.8048454026780506,-0.22650706626382605,0.0
2026-04-15T20:03:23.385856,0.0,0.0,0.0,-0.8053167610308968,-0.2625648397082145,0.0
2026-04-15T20:03:23.394189,0.0,0.0,0.0,-0.8045143398294893,-0.2985764724332257,0.0
2026-04-15T20:03:23.402522,0.0,0.0,0.0,-0.8024551013951683,-0.3345020079045155,0.0
2026-04-15T20:03:23.410855,0.0,0.0,0.0,-0.7991563848708292,-0.3703033141677161,0.0
2026-04-15T20:03:23.419188,0.0,0.0,0.0,-0.7946357773835216,-0.40594398398355425,0.0
2026-04-15T20:03:23.427521,0.0,0.0,0.0,-0.788910999440228,-0.44138923007732095,0.0
2026-04-15T20:03:23.435854,0.0,0.0,0.0,-0.781999804019317,-0.4766057767957012,0.0
2026-04-15T20:03:23.444187,0.0,0.0,0.0,-0.7739198887706482,-0.5115617493077087,0.0
2026-04-15T20:03:23.452520,0.0,0.0,0.0,-0.7646888207084928,-0.5462265613402211,0.0
2026-04-15T20:03:23.460853,0.0,0.0,0.0,-0.7543239727702682,-0.5805708023036693,0.0
2026-04-15T20:03:23.469186,0.0,0.0,0.0,-0.7428424716176907,-0.614566124540621,0.0
2026-04-15T20:03:23.477519,0.0,0.0,0.0,-0.7302611560727138,-0.6481851313197322,0.0
2026-04-15T20:03:23.485852,0.0,0.0,0.0,-0.7165965456061825,-0.6814012660999543,0.0
2026-04-15T20:03:23.494185,0.0,0.0,0.0,-0.7018648183303693,-0.7141887035048433,0.0
2026-04-15T20:03:23.502518,0.0,0.0,0.0,-0.6860817979856232,-0.746522242374048,0.0
2026-04-15T20:03:23.510851,0.0,0.0,0.0,-0.6692629494545994,-0.7783772011981247,0.0
2026-04-15T20:03:23.519184,0.0,0.0,0.0,-0.6514233823835468,-0.8097293161932596,0.0
2026-04-15T20:03:23.527517,0.0,0.0,0.0,-0.6325778625376461,-0.8405546422337244,0.0
2026-04-15T20:03:23.535850,0.0,0.0,0.0,-0.6127408305653561,-0.8708294568314162,0.0
2026-04-15T20:03:23.544183,0.0,0.0,0.0,-0.591926427894177,-0.9005301673330665,0.0
2026-04-15T20:03:23.552516,0.0,0.0,0.0,-0.5701485295263525,-0.9296332214961484,0.0
2026-04-15T20:03:23.560849,0.0,0.0,0.0,-0.5474207835470338,-0.9581150216036439,0.0
2026-04-15T20:03:23.569182,0.0,0.0,0.0,-0.5237566571986398,-0.9859518422852042,0.0
2026-04-15T20:03:23.577515,0.0,0.0,0.0,-0.49916948941288114,-1.013119752227406,0.0
2026-04-15T20:03:23.585848,0.0,0.0,0.0,-0.47367254972553674,-1.039594539978377,0.0
2026-04-15T20:03:23.594181,0.0,0.0,0.0,-0.44727910352790784,-1.0653516440816335,0.0
2026-04-15T20:03:23.602514,0.0,0.0,0.0,-0.4200024836322474,-1.0903660878101853,0.0
2026-04-15T20:03:23.610847,0.0,0.0,0.0,-0.3918561681456422,-1.1146124188144133,0.0
2026-04-15T20:03:23.619180,0.0,0.0,0.0,-0.3628538646570348,-1.1380646540455102,0.0
2026-04-15T20:03:23.627513,0.0,0.0,0.0,-0.3330096007444654,-1.1606962303699266,0.0
2026-04-15T20:03:23.635846,0.0,0.0,0.0,-0.30233782080328275,-1.1824799613487604,0.0
2026-04-15T20:03:23.644179,0.0,0.0,0.0,-0.27085348918002333,-1.2033880007187059,0.0
2026-04-15T20:03:23.652512,0.0,0.0,0.0,-0.2385721995698472,-1.223391813177293,0.0
2026-04-15T20:03:23.660845,0.0,0.0,0.0,-0.20551029059671913,-1.2424621531437354,0.0
2026-04-15T20:03:23.669178,0.0,0.0,0.0,-0.17168496744378253,-1.2605690522366229,0.0
2026-04-15T20:03:23.677511,0.0,0.0,0.0,-0.13711442933540513,-1.277681816279555,0.0
2026-04-15T20:03:23.685844,0.0,0.0,0.0,-0.1018180025910107,-1.293769032713925,0.0
2026-04-15T20:03:23.694177,0.0,0.0,0.0,-0.06581627887293809,-1.3087985893624376,0.0
2026-04-15T20:03:23.702510,0.0,0.0,0.0,-0.029131258135187264,-1.3227377055452028,0.0
2026-04-15T20:03:23.710843,0.0,0.0,0.0,0.008213504353791562,-1.3355529765996705,0.0
2026-04-15T20:03:23.719176,0.0,0.0,0.0,0.046192747693680175,-1.3472104328930525,0.0
2026-04-15T20:03:23.727509,0.0,0.0,0.0,0.08477935269127326,-1.3576756144376718,0.0
2026-04-15T20:03:23.735842,0.0,0.0,0.0,0.12394418799722955,-1.366913662221875,0.0
2026-04-15T20:03:23.744175,0.0,0.0,0.0,0.16365595639011618,-1.3748894273473393,0.0
2026-04-15T20:03:23.752508,0.0,0.0,0.0,0.2038810427815495,-1.3815675990131173,0.0
2026-04-15T20:03:23.760841,0.0,0.0,0.0,0.24458336575406264,-1.3869128523026066,0.0
2026-04-15T20:03:23.769174,0.0,0.0,0.0,0.28572423469107433,-1.3908900166067697,0.0
2026-04-15T20:03:23.777507,0.0,0.0,0.0,0.3272622148111679,-1.3934642653503337,0.0
2026-04-15T20:03:23.785840,0.0,0.0,0.0,0.36915300267067225,-1.394601327472695,0.0
2026-04-15T20:03:23.794173,0.0,0.0,0.0,0.41134931494171323,-1.3942677208476575,0.0
2026-04-15T20:03:23.802506,0.0,0.0,0.0,0.4538007934984559,-1.3924310075027384,0.0
2026-04-15T20:03:23.810839,0.0,0.0,0.0,0.4964539300417288,-1.3890600701175604,0.0
2026-04-15T20:03:23.819172,0.0,0.0,0.0,0.5392520136497962,-1.3841254088415775,0.0
2026-04-15T20:03:23.827505,0.0,0.0,0.0,0.5821351047477754,-1.37759945697584,0.0
2026-04-15T20:03:23.835838,0.0,0.0,0.0,0.6250400390262891,-1.3694569135161474,0.0
2026-04-15T20:03:23.844171,0.0,0.0,0.0,0.6679004647972533,-1.3596750899631356,0.0
2026-04-15T20:03:23.852504,0.0,0.0,0.0,0.7106469171372686,-1.3482342681793495,0.0
2026-04-15T20:03:23.860837,0.0,0.0,0.0,0.7532069319239433,-1.335118065428478,0.0
2026-04-15T20:03:23.869170,0.0,0.0,0.0,0.7955052025064403,-1.3203138020857008,0.0
2026-04-15T20:03:23.877503,0.0,0.0,0.0,0.8374637812602349,-1.3038128668821036,0.0
2026-04-15T20:03:23.885836,0.0,0.0,0.0,0.8790023276529068,-1.2856110739651965,0.0
2026-04-15T20:03:23.894169,0.0,0.0,0.0,0.9200384036930145,-1.2657090055491635,0.0
2026-04-15T20:03:23.902502,0.0,0.0,0.0,0.9604878167537267,-1.244112333521714,0.0
2026-04-15T20:03:23.910835,0.0,0.0,0.0,1.000265008769469,-1.2208321130988466,0.0
2026-04-15T20:03:23.919168,0.0,0.0,0.0,1.0392834897170036,-1.195885041503008,0.0
