altitude_m,mach,throttle,effective_throttle,thrust_n,fuel_flow_kg_s,tsfc_kg_per_n_s,source_model,clamped
300,0,0.5,0.5,97.151484315,0.00387308161374,3.98664172869e-05,analytic_lapse_tsfc,false
300,0,0.75,0.75,145.727226472,0.00516410881833,3.54368153661e-05,analytic_lapse_tsfc,false
300,0,1,1,194.30296863,0.00645513602291,3.32220144058e-05,analytic_lapse_tsfc,false
300,0.12,0.18,0.18,33.5056039106,0.00216559444038,6.46337981599e-05,analytic_lapse_tsfc,false
300,0.12,0.25,0.25,46.5355609869,0.00251813307021,5.41120170641e-05,analytic_lapse_tsfc,false
300,0.12,0.5,0.5,93.0711219738,0.00377719960531,4.05840127981e-05,analytic_lapse_tsfc,false
300,0.12,0.75,0.75,139.606682961,0.00503626614042,3.60746780427e-05,analytic_lapse_tsfc,false
300,0.12,1,1,186.142243948,0.00629533267552,3.38200106651e-05,analytic_lapse_tsfc,false
300,0.3,0.18,0.18,31.3022082463,0.00207684060628,6.63480541032e-05,analytic_lapse_tsfc,false
300,0.3,0.25,0.25,43.475289231,0.00241493093753,5.55472080864e-05,analytic_lapse_tsfc,false
300,0.3,0.5,0.5,86.9505784619,0.00362239640629,4.16604060648e-05,analytic_lapse_tsfc,false
300,0.3,0.75,0.75,130.425867693,0.00482986187506,3.70314720576e-05,analytic_lapse_tsfc,false
300,0.3,1,1,173.901156924,0.00603732734382,3.4717005054e-05,analytic_lapse_tsfc,false
4500,0,0.18,0.18,22.8276517001,0.00137849231007,6.03869521133e-05,analytic_lapse_tsfc,false
4500,0,0.25,0.25,31.7050718057,0.00160289803497,5.05565180484e-05,analytic_lapse_tsfc,false
4500,0,0.5,0.5,63.4101436114,0.00240434705246,3.79173885363e-05,analytic_lapse_tsfc,false
4500,0,0.75,0.75,95.1152154171,0.00320579606994,3.37043453656e-05,analytic_lapse_tsfc,false
4500,0,1,1,126.820287223,0.00400724508743,3.15978237802e-05,analytic_lapse_tsfc,false
4500,0.12,0.18,0.18,21.8688903287,0.00134436635445,6.14739172514e-05,analytic_lapse_tsfc,false
4500,0.12,0.25,0.25,30.3734587899,0.00156321669122,5.14665353733e-05,analytic_lapse_tsfc,false
4500,0.12,0.5,0.5,60.7469175797,0.00234482503682,3.85999015299e-05,analytic_lapse_tsfc,false
4500,0.12,0.75,0.75,91.1203763696,0.00312643338243,3.43110235822e-05,analytic_lapse_tsfc,false
4500,0.12,1,1,121.493835159,0.00390804172804,3.21665846083e-05,analytic_lapse_tsfc,false
4500,0.3,0.18,0.18,20.4307482716,0.0012892693953,6.31043649584e-05,analytic_lapse_tsfc,false
4500,0.3,0.25,0.25,28.3760392661,0.00149915045966,5.28315613606e-05,analytic_lapse_tsfc,false
4500,0.3,0.5,0.5,56.7520785322,0.00224872568949,3.96236710204e-05,analytic_lapse_tsfc,false
4500,0.3,0.75,0.75,85.1281177983,0.00299830091931,3.5221040907e-05,analytic_lapse_tsfc,false
4500,0.3,1,1,113.504157064,0.00374787614914,3.30197258504e-05,analytic_lapse_tsfc,false
