time,rocket.force_τx,rocket.force_τy,rocket.force_τz,rocket.force_x,rocket.force_y,rocket.force_z
2026-08-21T00:30:43.494043,0.0,-0.08518824563836917,0.0,-79.85232208702809,0.0,190.53441999431666
2026-08-21T00:30:43.502376,0.0,-0.09006284648951737,0.0,-78.8354589478669,0.0,187.75241630138262
2026-08-21T00:30:43.510709,0.0,-0.09498893086965557,0.0,-77.8193065552794,0.0,184.96999855149213
2026-08-21T00:30:43.519042,0.0,-0.0999568869071693,0.0,-76.80391672918518,0.0,182.1871595993201
2026-08-21T00:30:43.527375,0.0,-0.10495685849425243,0.0,-75.78933861600699,0.0,179.403893010042
2026-08-21T00:30:43.535708,0.0,-0.10997875386645249,0.0,-74.7756184866391,0.0,176.62019313128118
2026-08-21T00:30:43.544041,0.0,-0.11501225534869393,0.0,-73.76279953900368,0.0,173.83605516330996
2026-08-21T00:30:43.552374,0.0,-0.12004683026780527,0.0,-72.75092170564518,0.0,171.05147522737008
2026-08-21T00:30:43.560707,0.0,-0.1250717430292623,0.0,-71.74002146682511,0.0,168.26645043198158
2026-08-21T00:30:43.569040,0.0,-0.1300760683527019,0.0,-70.7301316695914,0.0,165.48097893710903
2026-08-21T00:30:43.577373,0.0,-0.13504870565732283,0.0,-69.72128135331035,0.0,162.695060016055
2026-08-21T00:30:43.585706,0.0,-0.13997839458541061,0.0,-68.71349558215408,0.0,159.90869411495342
2026-08-21T00:30:43.594039,0.0,-0.14485373164781812,0.0,-67.70679528504749,0.0,157.12188290973577
2026-08-21T00:30:43.602372,0.0,-0.14966318797189138,0.0,-66.70119710358207,0.0,154.33462936044694
2026-08-21T00:30:43.610705,0.0,-0.15439512812774958,0.0,-65.69671324840846,0.0,151.54693776278674
2026-08-21T00:30:43.619038,0.0,-0.15903783000472133,0.0,-64.69335136462186,0.0,148.75881379675877
2026-08-21T00:30:43.627371,0.0,-0.16357950570514365,0.0,-63.69111440665215,0.0,145.97026457230834
2026-08-21T00:30:43.635704,0.0,-0.16800832341777555,0.0,-62.69000052317118,0.0,143.18129867183382
2026-08-21T00:30:43.644037,0.0,-0.17231243022890735,0.0,-61.690002952520636,0.0,140.39192618945998
2026-08-21T00:30:43.652370,0.0,-0.17647997582340172,0.0,-60.6911099291612,0.0,137.60215876696265
2026-08-21T00:30:43.660703,0.0,-0.18049913702373835,0.0,-59.69330460163052,0.0,134.81200962623763
2026-08-21T00:30:43.669036,0.0,-0.18435814310952464,0.0,-58.69656496248794,0.0,132.0214935982103
2026-08-21T00:30:43.677369,0.0,-0.18804530185510768,0.0,-57.70086379070777,0.0,129.23062714808395
2026-08-21T00:30:43.685702,0.0,-0.1915490262179214,0.0,-56.706168606966926,0.0,126.43942839682828
2026-08-21T00:30:43.694035,0.0,-0.1948578616048924,0.0,-55.71244164225219,0.0,123.64791713881345
2026-08-21T00:30:43.702368,0.0,-0.197960513639962,0.0,-54.71963982018976,0.0,120.85611485549725
2026-08-21T00:30:43.710701,0.0,-0.2008458763502072,0.0,-53.727714753477024,0.0,118.06404472507565
2026-08-21T00:30:43.719034,0.0,-0.20350306068442936,0.0,-52.73661275476346,0.0,115.27173162801198
2026-08-21T00:30:43.727367,0.0,-0.20592142327256568,0.0,-51.746274862305164,0.0,112.4792021483623
2026-08-21T00:30:43.735700,0.0,-0.2081421041557292,0.0,-50.75644169337859,0.0,109.68655735828341
2026-08-21T00:30:43.744033,0.0,-0.21010778139267766,0.0,-49.767219773825126,0.0,106.89376099499671
2026-08-21T00:30:43.752366,0.0,-0.21180320014435505,0.0,-48.77855553771908,0.0,104.10083683798408
2026-08-21T00:30:43.760699,0.0,-0.21321867343898343,0.0,-47.79037077449558,0.0,101.30781767924395
2026-08-21T00:30:43.769032,0.0,-0.21434490730690003,0.0,-46.80258229676951,0.0,98.51473797713393
2026-08-21T00:30:43.777365,0.0,-0.21517303041004937,0.0,-45.81510205408044,0.0,95.7216338330216
2026-08-21T00:30:43.785698,0.0,-0.2156946232242934,0.0,-44.82783726291294,0.0,92.92854296319955
2026-08-21T00:30:43.794031,0.0,-0.21590174661026107,0.0,-43.84069055308865,0.0,90.13550466595568
2026-08-21T00:30:43.802364,0.0,-0.21578696965154825,0.0,-42.85356013049109,0.0,87.34255978375008
2026-08-21T00:30:43.810697,0.0,-0.21534339663652985,0.0,-41.866339956035716,0.0,84.54975066045328
2026-08-21T00:30:43.819030,0.0,-0.2145646930623895,0.0,-40.87891994073514,0.0,81.75712109361217
2026-08-21T00:30:43.827363,0.0,-0.21344511053949405,0.0,-39.89118615665582,0.0,78.96471628171321
2026-08-21T00:30:43.835696,0.0,-0.2119795104761999,0.0,-38.90302106350246,0.0,76.17258276642347
2026-08-21T00:30:43.844029,0.0,-0.2101633864268977,0.0,-37.91430375050572,0.0,73.3807683697987
2026-08-21T00:30:43.852362,0.0,-0.2079928849883822,0.0,-36.92491019322898,0.0,70.58932212645594
2026-08-21T00:30:43.860695,0.0,-0.20546482513381098,0.0,-35.93471352485008,0.0,67.79829421071986
2026-08-21T00:30:43.869028,0.0,-0.2025767158781328,0.0,-34.94358432141008,0.0,65.00773585876296
2026-08-21T00:30:43.877361,0.0,-0.19932677217263206,0.0,-33.9513909004664,0.0,62.21769928577039
2026-08-21T00:30:43.885694,0.0,-0.19571392893426173,0.0,-32.9579996325208,0.0,59.42823759817537
2026-08-21T00:30:43.894027,0.0,-0.19173785311937108,0.0,-31.963275264540236,0.0,56.63940470102104
2026-08-21T00:30:43.902360,0.0,-0.18739895376123689,0.0,-30.967081254825015,0.0,53.85125520052439
2026-08-21T00:30:43.910693,0.0,-0.18269838989550055,0.0,-30.603989847252453,0.0,52.71678385858516
2026-08-21T00:30:43.919026,0.0,-0.17764599788688734,0.0,-30.66518667753443,0.0,52.68376409577437
2026-08-21T00:30:43.927359,0.0,-0.17224481980621076,0.0,-30.728145117408562,0.0,52.649839061899755
2026-08-21T00:30:43.935692,0.0,-0.16649156550782737,0.0,-30.7928346649462,0.0,52.61501181807656
2026-08-21T00:30:43.944025,0.0,-0.16038349630337506,0.0,-30.859221336423722,0.0,52.57928689762661
2026-08-21T00:30:43.952358,0.0,-0.15391830132709827,0.0,-30.92726787053114,0.0,52.542670178792704
2026-08-21T00:30:43.960691,0.0,-0.14709409064007645,0.0,-30.996933724394523,0.0,52.50516890622975
2026-08-21T00:30:43.969024,0.0,-0.1399093879412156,0.0,-31.068175073330806,0.0,52.466791712202884
2026-08-21T00:30:43.977357,0.0,-0.13236312290737542,0.0,-31.14094481424482,0.0,52.4275486374618
2026-08-21T00:30:43.985690,0.0,-0.1244546231850767,0.0,-31.215192572570526,0.0,52.38745115175642
2026-08-21T00:30:43.994023,0.0,-0.11618360605302125,0.0,-31.290864712662778,0.0,52.3465121739519
2026-08-21T00:30:44.002356,0.0,-0.10755016977479515,0.0,-31.367904351537625,0.0,52.30474609169581
2026-08-21T00:30:44.010689,0.0,-0.09855478465775705,0.0,-31.446251375863852,0.0,52.26216878058379
2026-08-21T00:30:44.019022,0.0,-0.08919828383320919,0.0,-31.525842462104166,0.0,52.21879762276489
2026-08-21T00:30:44.027355,0.0,-0.07948185377130372,0.0,-31.60661109970227,0.0,52.17465152492264
2026-08-21T00:30:44.035688,0.0,-0.06940702454267346,0.0,-31.688487617211827,0.0,52.12975093556313
2026-08-21T00:30:44.044021,0.0,-0.05897565983623663,0.0,-31.77139921126352,0.0,52.08411786153566
2026-08-21T00:30:44.052354,0.0,-0.048189946742642355,0.0,-31.85526997826054,0.0,52.03777588370908
2026-08-21T00:30:44.060687,0.0,-0.03705238530990024,0.0,-31.94002094869644,0.0,51.99075017172106
2026-08-21T00:30:44.069020,0.0,-0.025565777877645884,0.0,-32.025570123983094,0.0,51.94306749771554
