time,rocket.aero_force_τx,rocket.aero_force_τy,rocket.aero_force_τz,rocket.aero_force_x,rocket.aero_force_y,rocket.aero_force_z
2026-08-21T00:30:43.810697,0.0,-0.21534339663652982,0.0,0.6455609534139182,0.0,0.9006292361402445
2026-08-21T00:30:43.819030,0.0,-0.2145646930623895,0.0,0.6564694838340651,0.0,0.9043157616890928
2026-08-21T00:30:43.827363,0.0,-0.21344511053949405,0.0,0.6672619982281887,0.0,0.9070101380598411
2026-08-21T00:30:43.835696,0.0,-0.2119795104761999,0.0,0.6779345665869648,0.0,0.9086967242874574
2026-08-21T00:30:43.844029,0.0,-0.21016338642689766,0.0,0.6884833403949314,0.0,0.9093619104468207
2026-08-21T00:30:43.852362,0.0,-0.2079928849883822,0.0,0.698904545217075,0.0,0.9089941809718515
2026-08-21T00:30:43.860695,0.0,-0.20546482513381098,0.0,0.7091944731299399,0.0,0.9075841725896926
2026-08-21T00:30:43.869028,0.0,-0.2025767158781328,0.0,0.7193494750094562,0.0,0.9051247265293575
2026-08-21T00:30:43.877361,0.0,-0.19932677217263203,0.0,0.7293659526893703,0.0,0.901610934677737
2026-08-21T00:30:43.885694,0.0,-0.1957139289342617,0.0,0.7392403510056742,0.0,0.897040179384851
2026-08-21T00:30:43.894027,0.0,-0.19173785311937108,0.0,0.7489691497441617,0.0,0.8914121666333664
2026-08-21T00:30:43.902360,0.0,-0.18739895376123689,0.0,0.7585488555097617,0.0,0.8847289523221388
2026-08-21T00:30:43.910693,0.0,-0.18269838989550055,0.0,0.7679759935380225,0.0,0.8769949614285172
2026-08-21T00:30:43.919026,0.0,-0.17764599788688734,0.0,0.7774404492553552,0.0,0.8682952401630306
2026-08-21T00:30:43.927359,0.0,-0.17224481980621076,0.0,0.7870728472924005,0.0,0.85867939668581
2026-08-21T00:30:43.935692,0.0,-0.16649156550782737,0.0,0.7968764992489142,0.0,0.8481423354295005
2026-08-21T00:30:43.944025,0.0,-0.16038349630337506,0.0,0.8068545775184068,0.0,0.8366805732433982
2026-08-21T00:30:43.952358,0.0,-0.15391830132709827,0.0,0.8170101822171004,0.0,0.8242919897274683
2026-08-21T00:30:43.960691,0.0,-0.14709409064007645,0.0,0.8273463447417253,0.0,0.8109758276355236
2026-08-21T00:30:43.969024,0.0,-0.1399093879412156,0.0,0.8378660310887377,0.0,0.7967326923955415
2026-08-21T00:30:43.977357,0.0,-0.13236312290737542,0.0,0.848572144922949,0.0,0.7815645507814054
2026-08-21T00:30:43.985690,0.0,-0.12445462318507669,0.0,0.8594675303839604,0.0,0.7654747287729151
2026-08-21T00:30:43.994023,0.0,-0.11618360605302124,0.0,0.8705549746195653,0.0,0.7484679086319357
2026-08-21T00:30:44.002356,0.0,-0.10755016977479513,0.0,0.881837210035958,0.0,0.7305501252265201
2026-08-21T00:30:44.010689,0.0,-0.09855478465775704,0.0,0.8933169162553212,0.0,0.711728761625343
2026-08-21T00:30:44.019022,0.0,-0.0891982838332092,0.0,0.9049967217720037,0.0,0.6920125439847259
2026-08-21T00:30:44.027355,0.0,-0.07948185377130372,0.0,0.9168792052991378,0.0,0.6714115357476044
2026-08-21T00:30:44.035688,0.0,-0.06940702454267346,0.0,0.9289668967981386,0.0,0.6499371311715524
2026-08-21T00:30:44.044021,0.0,-0.05897565983623663,0.0,0.9412622781841897,0.0,0.6276020481964312
2026-08-21T00:30:44.052354,0.0,-0.04818994674264236,0.0,0.9537677837012932,0.0,0.6044203206655668
2026-08-21T00:30:44.060687,0.0,-0.03705238530990023,0.0,0.9664857999611071,0.0,0.5804072899061333
2026-08-21T00:30:44.069020,0.0,-0.025565777877645884,0.0,0.9794186656402651,0.0,0.5555795956770706
