time,drone.rate_pid_state_e.r,drone.rate_pid_state_e.p,drone.rate_pid_state_e.y,drone.rate_pid_state_i.r,drone.rate_pid_state_i.p,drone.rate_pid_state_i.y,drone.rate_pid_state_d.r,drone.rate_pid_state_d.p,drone.rate_pid_state_d.y
2026-08-21T00:30:40.876133,0.011497600869673576,0.019001503557537498,-0.004374396204334752,-0.00005920253355685267,0.0004368670712956496,-0.00041046735442632897,0.7780997493118245,0.890432137929943,-0.22139714292687787
2026-08-21T00:30:40.886132,0.0061143327498045606,0.019222985237478896,-0.002490154877634017,0.00006711286116116045,0.000678197017582453,-0.000446476579060692,0.08999896868295965,0.39093361162408424,0.3789891841308049
2026-08-21T00:30:40.896131,-0.008113339370225571,0.020330418355577234,0.0009387061554715552,6.388250997225588e-6,0.0009461904029177734,-0.00044640049483009406,-0.49907886797984363,0.09854957891287586,0.21927685175591394
2026-08-21T00:30:40.906130,-0.010300225458398758,-0.006103066726135538,0.0023109731305001793,-0.00008191622622848125,0.0009722892398374467,-0.00042915507107761305,-0.39591379010750777,-1.0907561192975324,0.19966220185225725
2026-08-21T00:30:40.916129,-0.009999760625027053,0.01892413109430861,0.0019254284585438464,-0.0001806396185586318,0.0010752203628965687,-0.0004066294273824418,-0.22069706513611634,0.47414041468046725,-0.10359557673025654
2026-08-21T00:30:40.926128,0.011877269602099606,0.017350044238515234,0.0024143902653068804,-0.00018334730341770951,0.0012095701451139468,-0.00038463177962971904,0.9402601175776075,0.30979760699003983,0.07868466676333379
2026-08-21T00:30:40.936127,0.011402022017673569,0.009418036287174192,0.0041271949569498725,-0.000022823094660551405,0.0013551553965292613,-0.00034973513894700684,0.40035158000489546,-0.22992764685927114,0.19044094028442532
2026-08-21T00:30:40.946126,-0.006650240963442307,-0.0032114366192216364,0.003935180882142407,-0.000022451126150432107,0.0013678856495060916,-0.00030635882609799736,-0.5740541126100465,-0.6853078920597986,-0.15208617972192792
2026-08-21T00:30:40.956125,-0.011911685520906714,0.00911010559178017,0.0024545438070041987,-0.00020067159830104285,0.0014183050296921326,-0.0002774676456048762,-0.36399163229688514,0.14402677085185406,-0.10434255845762248
2026-08-21T00:30:40.966124,-0.007079540269592163,0.015669212023733895,0.003048980308255138,-0.00024280179972766772,0.0015972352013435664,-0.00025145743088193144,-0.10652290895942768,0.2547873958526793,0.15573471429649594
2026-08-21T00:30:40.976123,-0.005372879059228928,0.011700644281084194,0.005910153939465582,-0.00029965458877365337,0.0017280102574834698,-0.00020249738639571764,0.008844267072824374,-0.030331060658185263,0.27624090719776645
2026-08-21T00:30:40.986122,0.009427674060416679,0.018932571571082583,0.00657448919615263,-0.0002743744894352219,0.0018777733708632922,-0.0001372424000503532,0.6922048241732883,0.3348417264660538,-0.002247691811572798
2026-08-21T00:30:40.996121,-0.004571702386704328,0.0007373649243673994,0.005082891021863877,-0.0002459631803777076,0.0019365192181329584,-0.00007929665636352673,-0.28818761129534987,-0.5757909554569852,-0.22600200845750862
2026-08-21T00:30:41.006120,0.0041695655305814105,0.0033957194116372123,0.004267815908279048,-0.00033088509995336785,0.0019900113605079155,-0.000035350901789010706,0.4557510156032437,-0.27851986660842243,-0.037878966694509984
2026-08-21T00:30:41.016119,0.012350269569698537,0.012918820437149488,0.002507772207385312,-0.00020701463996002396,0.0020789851921286457,-3.5651290465923163e-6,0.5456350423907537,0.27383377015036026,-0.19467573393499205
2026-08-21T00:30:41.026118,0.008454260707579144,0.00024084453984234405,0.0005960945659113351,-0.00013128460197676234,0.0020943808747058887,4.805636397833154e-6,0.19516699091185716,-0.3245481660821297,0.031193827355335157
2026-08-21T00:30:41.036117,-0.001211152861517007,0.0318305430276213,0.0006652111672244992,-0.00011972452157173295,0.0023255251408441954,0.000014308303047935686,-0.28417331659922324,1.1484413803197875,-0.13472889192240015
2026-08-21T00:30:41.046116,0.004063966664280886,0.00488470021627594,0.0006048199156762455,-0.00009004851840820216,0.002504803557805431,0.000017915101400863184,0.051325006931810344,-0.6191527377098734,0.08393475291612336
2026-08-21T00:30:41.049449,0.000555193423355793,-0.002964558016866979,0.000368513880293593,-0.00008819787366368286,0.002494921697749208,0.000019143481001841828,-0.13984801750918135,-0.9197121214579704,-0.07089181061479576
