time,drone.magnetometer_x,drone.magnetometer_y,drone.magnetometer_z
2026-08-21T00:30:40.695630,0.0,1.0,0.0
2026-08-21T00:30:40.726148,-0.005282805446193965,1.0103463583828167,-0.006437963914417662
2026-08-21T00:30:40.736147,-0.007379127402101944,0.9941664796604888,0.014683364167773525
2026-08-21T00:30:40.746146,0.009682061083701022,0.9855673320754507,0.0030000692318031368
2026-08-21T00:30:40.756145,-0.014880887571560475,0.997492390822728,-0.011722107979504329
2026-08-21T00:30:40.766144,-0.0049785712761034285,1.0157871613487564,0.0016726296737118685
2026-08-21T00:30:40.776143,0.017899187272909487,1.0047274339139922,0.007698124980261958
2026-08-21T00:30:40.786142,-0.021874906335529805,0.9840264513706932,-0.003944012679948782
2026-08-21T00:30:40.796141,-0.01476224752165607,1.004697808571734,-0.0008168011940476045
2026-08-21T00:30:40.806140,0.010740532111297253,0.9628209721820774,0.0106925181384925
2026-08-21T00:30:40.816139,0.020321552446095813,1.006283054643361,0.009868821483744239
2026-08-21T00:30:40.826138,-0.020823659404378622,0.9984067455618562,-0.0119955744785539
2026-08-21T00:30:40.836137,0.009608329649284797,1.0093713686444474,-0.006695415419965262
2026-08-21T00:30:40.846136,0.0007051630375906008,1.0090762055774647,-0.003767957497737212
2026-08-21T00:30:40.856135,0.01719565494102801,0.9966528214302418,0.023089930955669358
2026-08-21T00:30:40.866134,0.0007894738205373473,0.9989770861679494,-0.0001427348176656483
2026-08-21T00:30:40.876133,0.004062950227415639,1.0048013907103988,-0.008984390062919217
2026-08-21T00:30:40.886132,-0.005386873771396409,1.006117269950759,-0.029718775804303457
2026-08-21T00:30:40.896131,-0.005602683572591348,0.9982392137742067,0.011681286731542707
2026-08-21T00:30:40.906130,0.01763289020175516,1.0015576945245845,-0.0007406129114034112
2026-08-21T00:30:40.916129,0.019837447111545486,1.0062119518853332,0.013191349321861749
2026-08-21T00:30:40.926128,0.004248699753896501,0.9926215105502495,0.012384055121907114
2026-08-21T00:30:40.936127,-0.00756354793630065,1.0185059978668418,-0.012724980087061835
2026-08-21T00:30:40.946126,0.010681307653251934,1.0131784549620775,-0.012572682784991443
2026-08-21T00:30:40.956125,-0.004748344763313174,1.0021838219412607,0.004262045448123037
2026-08-21T00:30:40.966124,-0.007599882313098348,0.9977771682686679,-0.009447487335840409
2026-08-21T00:30:40.976123,-0.00594001370329575,1.008367373028242,-0.01177527248078949
2026-08-21T00:30:40.986122,-0.00201183747737945,0.9933272832748504,-0.004077494645388654
2026-08-21T00:30:40.996121,0.009523724670707502,0.9996200169170977,0.006561885320312074
2026-08-21T00:30:41.006120,0.003146708524270931,1.001334670577727,0.016559707059451634
2026-08-21T00:30:41.016119,0.002803939381923661,0.993544884406286,-0.005156484921307886
2026-08-21T00:30:41.026118,0.008977168995536891,1.0010305551852776,0.008166227170162101
2026-08-21T00:30:41.036117,0.013492225733506709,1.000335006917054,-0.0002341018448798497
2026-08-21T00:30:41.046116,0.013410005771797124,0.9992085666498985,0.00659784267060853
2026-08-21T00:30:41.049449,0.013410005771797124,0.9992085666498985,0.00659784267060853
