time,drone.accel_lpf_delay_0,drone.accel_lpf_delay_1,drone.accel_lpf_delay_2,drone.accel_lpf_delay_3,drone.accel_lpf_delay_4,drone.accel_lpf_delay_5,drone.accel_lpf_delay_6,drone.accel_lpf_delay_7,drone.accel_lpf_delay_8,drone.accel_lpf_delay_9,drone.accel_lpf_delay_10,drone.accel_lpf_delay_11
2026-08-21T00:30:40.695630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-21T00:30:40.726148,0.03764326912054903,-0.03689211030702374,0.01663494055675655,-0.012966672411479111,0.01716265891559112,-0.010303872505270237,0.007895543594338528,-0.00711084973353006,0.0038480351662961623,0.006541182811448341,-0.006264989719856823,0.0031156402551899285
2026-08-21T00:30:40.736147,-0.0012489160502854137,-0.006677504352786519,-0.00006060044215736027,0.030983989968219685,-0.03920233549287485,0.04107429749274352,0.016687529484934526,-0.019166833052154185,0.011262079887499991,0.01655412224864774,-0.01864334387371861,0.01094294338190725
2026-08-21T00:30:40.746146,-0.03421048451239794,-0.03370303447796856,0.058677430765715105,-0.0186375403438919,-0.02101171708394542,0.053790814153031344,0.002930478083286116,-0.015056409760087422,0.029504872429366526,0.005127460187404364,-0.01575897659367037,0.02632287635474532
2026-08-21T00:30:40.756145,-0.0013715904931972814,-0.004921829587122953,0.0967072457352349,-0.07657515384058824,-0.00036781073649961595,0.11929690815470713,-0.010096105362018177,0.000674447309195293,0.05892920274996088,-0.007972652244639628,-0.001441927460458436,0.05456773850584933
2026-08-21T00:30:40.766144,0.007469312021752827,-0.025688685784348807,0.16059077975439928,-0.02266188848795169,0.027921993636839428,0.1588810563146467,-0.016355766696765046,0.00882263237299412,0.10387745077992454,-0.016829197420541318,0.007699980029472958,0.09819584202385179
2026-08-21T00:30:40.776143,0.013914544809847686,-0.041485477923581676,0.19321621654368948,-0.013132926014194485,0.09815551787849565,0.26336422051616354,-0.011276660563054288,0.008563062350161459,0.15688584981623488,-0.011465453646118817,0.008006632291977588,0.14991015916104514
2026-08-21T00:30:40.786142,-0.027900983603198995,-0.004179173470350059,0.3161213206175163,-0.03754775046175051,0.0353496559848145,0.2699910350198189,-0.013356017147798153,0.011021884455741043,0.21522150428998596,-0.0130628099466421,0.010830230915350169,0.20820003664488174
2026-08-21T00:30:40.796141,-0.061721104048032036,-0.032245849719222924,0.3722750636665198,0.025513344708990388,-0.01955869605278328,0.2839497332846857,-0.01541754167605181,0.008556844514906549,0.273935921218297,-0.014855188069354442,0.009722567675274105,0.26897302740043116
2026-08-21T00:30:40.806140,-0.005240216698850957,0.023111306535642168,0.39101776170989044,-0.0063410694431817564,-0.03824225896623267,0.3423863891922538,-0.022934079157790454,-0.0054778382334747695,0.3307017130395252,-0.023547402892264823,-0.0034776005222005276,0.3242040410361753
2026-08-21T00:30:40.816139,0.015448845921422533,0.03344012613717646,0.44850603840490666,0.013740264822592881,0.0684892815607895,0.4405891567531146,-0.014199633756722972,-0.006535983397061387,0.3794215846698898,-0.014772067236268319,-0.007337241794906771,0.37492521180100674
2026-08-21T00:30:40.826138,-0.012326094704066487,0.0022323033880313776,0.4869154066371253,-0.01912923832092146,0.03110474736609102,0.4563163144189885,-0.010328648613920143,-0.004861599353662972,0.4207285306208422,-0.009661189102878495,-0.004489061104751904,0.4157412348725324
2026-08-21T00:30:40.836137,0.06080001507885746,-0.026503604159244062,0.5208201833300761,-0.04486628550929554,-0.03497747613383777,0.5444601235030616,-0.01545911019858483,-0.004074954673588286,0.4639463322497368,-0.014941735005146322,-0.002646067808824101,0.4583721162250187
2026-08-21T00:30:40.846136,-0.02278552784481148,0.002877057956467256,0.6109238719046248,0.013157762095733501,0.002990673102766805,0.5434871377306036,-0.008583427696472938,-0.007912732657681342,0.5123252126946503,-0.009109382788806082,-0.008480823739856414,0.5077458293607813
2026-08-21T00:30:40.856135,0.03013539751020915,0.019867045216323438,0.5632511498106696,-0.006937060448514462,0.007122135765959859,0.6107778473718946,-0.010643144841911579,-0.0028079036011455748,0.5599972237662447,-0.010147137496552414,-0.003558520314046583,0.5541647642348626
2026-08-21T00:30:40.866134,-0.06876258359552066,-0.032378184240789885,0.6092642110633995,0.024826017894957964,0.010218774867969937,0.6409547372711095,-0.012990790019089203,0.010962959212203988,0.5983871063314108,-0.011948174581608455,0.009254284579258342,0.5952790986452228
2026-08-21T00:30:40.876133,-0.04692989186322489,-0.0017976567519316603,0.7435210031810995,0.03570460525880431,0.05127628276954988,0.6472693188828036,-0.029181831937238407,0.017324868820863464,0.6248398004414362,-0.02921680366981845,0.017010315036894284,0.6214087818902105
2026-08-21T00:30:40.886132,-0.04202873278289407,0.010756229223078569,0.7067948441215233,0.046306775725685395,-0.04052888786756752,0.6391627950478773,-0.019580229297558784,0.010655090329389494,0.6680015841240976,-0.02140007924189037,0.012721009648009334,0.6640516305316105
2026-08-21T00:30:40.896131,-0.051663901477113056,0.006246432677787207,0.7325097557149227,-0.037110465131253045,0.00788760391114643,0.7257033349386036,-0.019372488233486102,0.003736734618593448,0.7026310806403518,-0.01800567487234153,0.0034369908496414874,0.6992168859745357
2026-08-21T00:30:40.906130,-0.0023874074286367106,0.03762895181041787,0.7849331156449616,-0.040837943942545384,0.026979122234219433,0.8203739225803799,-0.029537072729368338,-0.0009072377848410334,0.7427814375711442,-0.02872882566652912,-0.0010197631057190144,0.7380172361830298
2026-08-21T00:30:40.916129,-0.06547140226428286,0.0362612944971087,0.7640437497892912,0.011951583986141306,0.033156272695477176,0.7804884651345392,-0.02803909625921105,0.009981435690722648,0.7730838407134548,-0.028827074180272864,0.0072400329826920965,0.7705786965713347
2026-08-21T00:30:40.926128,-0.031792472806262434,-0.0013359926844923068,0.8139862854986631,0.019425556958211146,0.009297702106336962,0.8420403290045856,-0.022176012223037462,0.011435433944185048,0.7915058756165929,-0.023077220032685874,0.011919307115221678,0.7892348769010522
2026-08-21T00:30:40.936127,-0.05490559556253061,-0.05508820998021684,0.8838860709315235,-0.0516105115543795,-0.00389648971768359,0.8721453878134925,-0.02093425150787745,0.004667043213424906,0.8205124404868158,-0.020047977062572993,0.00506897855757251,0.8163256225733885
2026-08-21T00:30:40.946126,-0.006315291398126588,-0.07725841585303796,0.8707640160175555,-0.0028715135728193016,0.03327590705836832,0.8339809874841259,-0.025048454351097288,-0.007582016779134747,0.8487858233023836,-0.024868181137177515,-0.00635349846407767,0.8468364590993073
2026-08-21T00:30:40.956125,-0.04609116808178079,0.0008339298980425771,0.8653529211071912,0.002058106792839902,-0.02855820511302076,0.8901311037859215,-0.026096875650077418,-0.011940206566128084,0.8688282812571607,-0.025086443403694324,-0.01161448427701354,0.8666613181519088
2026-08-21T00:30:40.966124,-0.058865562876846855,0.043319227544684986,0.9196060341886844,-0.02865423855105142,-0.03649915575632606,0.9403140945120841,-0.028763062484884794,-0.0015999555443540828,0.8904277049342243,-0.02897754723072412,-0.002579767661827887,0.8883181647115244
2026-08-21T00:30:40.976123,-0.03027697452233249,0.003969023709635557,0.957046797213883,-0.05738038468167434,0.025775776169245097,0.9493965860628343,-0.038868093268717895,0.0023309388130941236,0.906082274000963,-0.037622196965044784,0.0018085111069302462,0.9044607338611392
2026-08-21T00:30:40.986122,-0.008000819063111956,0.020120178490899143,0.9588840998082715,-0.014880231846544478,0.04242651566328797,0.9627629005904114,-0.03777746848917122,-0.003186381039982777,0.9207750086590709,-0.03899395038156637,-0.003666753477108027,0.9196871649764162
2026-08-21T00:30:40.996121,-0.014131548885964174,-0.000353365692970941,0.9531873312310486,-0.07354266918363699,0.05732208894497004,0.9228294112071681,-0.03635243765418571,0.0019491717648417982,0.9325754442897205,-0.03575579890229093,0.0007042625841602709,0.9313182459181865
2026-08-21T00:30:41.006120,0.013392179145060908,-0.04374439871954867,0.983219415315706,-0.036160485009145496,0.0026879976626336204,0.885925721796101,-0.035114690277778166,0.0016139034364452951,0.9424235205965925,-0.03495076746036209,0.002793584784625979,0.9410899012183392
2026-08-21T00:30:41.016119,0.0014303855763167367,-0.025485726052478633,1.0194452982051496,0.018323599565483822,0.03461068696263348,0.9768968626697421,-0.02455379235222348,-0.002077656825728573,0.9541797148823641,-0.02625115223059568,-0.002437829302710243,0.953076327844017
2026-08-21T00:30:41.026118,-0.026886407446941582,0.07611264029741069,1.0134201532570548,0.012115511508943078,0.0005566699568325833,1.009691385369828,-0.023712406199421533,0.0006470834132737915,0.9658448117680785,-0.023514544948352457,0.0006968141138127324,0.9641263755802513
