time,drone.gyro_lpf_delay_0,drone.gyro_lpf_delay_1,drone.gyro_lpf_delay_2,drone.gyro_lpf_delay_3,drone.gyro_lpf_delay_4,drone.gyro_lpf_delay_5,drone.gyro_lpf_delay_6,drone.gyro_lpf_delay_7,drone.gyro_lpf_delay_8,drone.gyro_lpf_delay_9,drone.gyro_lpf_delay_10,drone.gyro_lpf_delay_11
2026-08-21T00:30:40.816139,0.017138894830595233,0.031866535453487485,0.0041625047601464415,-0.04820382143682824,0.017917580309982816,-0.025719440958932544,0.0010065094002877136,0.01891045144895728,0.0230376697841047,-0.002485160644875771,0.01662732793943429,0.023653601093979928
2026-08-21T00:30:40.826138,0.005928630239967701,-0.03955697607513555,-0.0013621521380378532,-0.018138326555300864,0.010127777803515117,-0.008869634225286081,-0.010646510427057786,0.012232860988062245,0.0017185147843885033,-0.009342794957182321,0.011969358123943504,-0.000024031429890528002
2026-08-21T00:30:40.836137,0.022589265145556488,-0.01641813996860223,0.015583939167312834,0.037646759805105706,0.01755892161744506,-0.015917595879977767,0.013533242306567543,0.0031222761808723685,0.0025046533037039313,0.008587114746863628,0.000654333796466784,0.0018527925276585042
2026-08-21T00:30:40.846136,0.018774736784790955,-0.006847606647604439,-0.039649457813499246,0.002297133893094893,-0.02815252130159376,0.02065926927239817,0.005495380424659349,0.01652941821040601,-0.0018132470614655595,0.00634276962883829,0.020418270556976946,-0.001570411708371594
2026-08-21T00:30:40.856135,-0.021288306254570937,0.00496853405261086,0.03123536293502551,0.016880657661926084,-0.033063139594705505,-0.04173210514900479,0.009630013466546964,-0.0004263296917448808,0.00569351258244197,0.006819765540864395,0.0007219702502192055,0.008176982313326373
2026-08-21T00:30:40.866134,0.02024186726510936,-0.04637906348965864,0.039835758932361805,-0.006964118136059624,-0.0623207289332185,-0.005306342039341615,0.0012318302154155506,-0.007195431199297756,0.0004544684185414402,0.0022964307458063007,-0.005027090510859598,-0.002913810866193655
2026-08-21T00:30:40.876133,-0.009411277744477756,-0.034611906668003026,-0.03612982506523663,-0.0010936660942730378,-0.041585224332295,-0.06420738751201645,-0.017485528274856017,-0.026558416952889137,0.008096829636050512,-0.017482128488140673,-0.02360864782577316,0.013859029574174632
2026-08-21T00:30:40.886132,0.00028655300287408025,-0.06453221311351393,-0.05345780376298515,0.01984660988280217,0.011855931264531619,-0.027491195549470302,0.0011595294674956857,-0.027568625692872856,-0.02496236772622227,-0.0011073865505406488,-0.024580012574746832,-0.023616901841324485
2026-08-21T00:30:40.896131,-0.030579538628522217,-0.02692874199271896,-0.020139475545706633,0.05999173297706683,0.0310248365429952,-0.032644346521090134,0.007758860809253983,-0.01017026106168382,-0.006521598384337289,0.00689127263463228,-0.013195373428830853,-0.006794776860496673
2026-08-21T00:30:40.906130,-0.047746752219126345,-0.03616368181127322,0.017769282616768526,0.02089540934405731,0.010524760220986109,0.020144031671274557,0.012357033798757452,0.0027273252238768945,-0.007328887289797555,0.01206169225639887,0.0057370968342068725,-0.011074205603860875
2026-08-21T00:30:40.916129,-0.06007817681439197,-0.05994992217101035,0.028872965526455945,0.023224438912697713,0.017611460838117845,-0.06426729748604605,0.013446155650267745,-0.010296162865662607,-0.004062848904260669,0.013705167000835947,-0.012800554442467091,-0.00013291401421115833
2026-08-21T00:30:40.926128,-0.043911263175994,0.004516201466939493,-0.057388185987250796,0.0019932471212888124,-0.03930107172417456,0.004777930361483041,-0.018731320158500694,-0.017137339991365887,-0.011134162105757059,-0.0161203816104621,-0.016516836277535966,-0.010418790005225968
2026-08-21T00:30:40.936127,0.06366496597362185,-0.02527910544876234,-0.0031565269944862774,0.01698429503214213,-0.04128765106925464,0.01776043198407747,-0.00696007528520463,-0.0035597681466621373,-0.014319040666364462,-0.009490738366997192,-0.003683889550817346,-0.015522329904470092
2026-08-21T00:30:40.946126,0.021285029465843555,-0.038200997158258886,0.03001699986674512,0.04384505999682204,-0.006948031706671811,-0.0440680654807302,0.019824198763700604,0.003712472822633315,0.006638647233579973,0.015526086226904368,0.0045696404372494465,0.00698765439697888
2026-08-21T00:30:40.956125,-0.019320061485458007,-0.03595061772970578,-0.0027939932701039143,0.02018921115105715,-0.041822891247023604,-0.05849593804274062,0.004037894060958154,-0.01320613731016759,0.0022035244756708956,0.005747269967670575,-0.009608818925170102,0.004942185615873593
2026-08-21T00:30:40.966124,0.02081295335677201,-0.03285633669710551,-0.06509090960594811,0.028070233582811396,-0.029250907343847686,-0.04775230574860766,0.005634697159271873,-0.011148412211505958,-0.017882301154986957,0.006050713702261729,-0.010266817080629787,-0.014474357144361407
2026-08-21T00:30:40.976123,-0.034734607710830714,-0.006152654452248207,-0.0387810757264327,-0.014498262457747683,-0.0077636489859485,0.03778206975738036,0.006878197214401251,-0.008291149671341931,-0.016126394481805778,0.008347375233464986,-0.009115205791969477,-0.019053332962205065
2026-08-21T00:30:40.986122,-0.001985756435509376,-0.021913121144787565,0.02397661112666112,-0.02315973680800022,0.02284232270130637,0.011423916530684962,-0.006112967800681808,-0.010105239818714308,-0.004333292346136901,-0.007796830760341862,-0.013279135107949137,-0.005612459453626641
2026-08-21T00:30:40.996121,-0.0004563463428109366,0.005863753452048995,-0.03619718558442933,0.003965396121764227,-0.01490476794976261,0.06770293929438564,0.01839228553678455,-0.0032719488031176334,0.006226794989982465,0.015241353087559556,-0.00101309148693342,0.005667043537543542
2026-08-21T00:30:41.006120,0.017991145541690037,-0.011385414279032223,0.033977507437280424,0.031009373416506253,0.009073897414046284,-0.0070078462906270275,-0.010034407241488052,0.0006844973374296024,0.0037353500674196832,-0.01021904496777575,0.00006677241051869287,0.0024243204987487196
2026-08-21T00:30:41.016119,0.0005288945878614295,-0.01542614232271856,0.04420700434530746,-0.020193879420055703,0.009256647705070212,0.03597965563840423,-0.007679053121207256,-0.00022898803105187316,0.019326709283617766,-0.008548442502695609,-0.002886300750355999,0.014518872613865481
2026-08-21T00:30:41.026118,0.029670961187099495,0.024134535006684926,0.025659351474779744,0.009526039301701341,-0.035109203395664805,0.014117406322534266,-0.0050825169718156215,-0.011497819373782761,-0.01011576304268575,-0.007247501541562424,-0.006676812731775703,-0.00989404995500611
2026-08-21T00:30:41.036117,0.027623936369013155,0.004146060885755874,-0.022194938745761207,-0.02963733823459975,0.02014019621166565,-0.04710734673226185,0.0010848480888477558,-0.026639584228851855,0.009674352154953634,0.0027271147578401753,-0.029964879140943357,0.011701158749262206
2026-08-21T00:30:41.046116,0.012450991421553006,-0.0732695312178857,-0.021773681075380098,0.05836891790299936,0.012068360500958202,0.01375900000259248,0.0014318437372601196,0.007607301833450868,0.004169830212817809,-0.0007613243129248918,0.006330561538721664,0.001277057190258936
2026-08-21T00:30:41.049449,-0.006217656517575776,-0.05792066070210856,-0.04581244971307655,-0.02678662153329249,-0.044088856661993706,-0.03507339246180398,0.0041088638141472626,-0.015285343570721492,0.004360616519174965,0.004933183507257845,-0.005181723948054577,0.0060604242185835055
