time,math.math_state_0,math.math_state_1,math.math_state_2,math.math_state_3
2026-05-06T20:26:46.083223,0.5,1.0,-0.3,2.0
2026-05-06T20:26:46.084623,0.08605127545045267,0.0772455956633125,0.11371415103579763,0.08358594348938266
2026-05-06T20:26:46.092956,0.11091142359995564,0.11141111161009573,0.10932972077064826,0.11105151145653276
2026-05-06T20:26:46.101289,0.10949077540288289,0.10946207449044323,0.10958158758862359,0.10948272965082032
2026-05-06T20:26:46.109622,0.10957234335255374,0.1095739907744728,0.10956713064341644,0.10957280517767112
2026-05-06T20:26:46.117955,0.10956766128022306,0.10956756671519995,0.1095679604988315,0.10956763477062509
2026-05-06T20:26:46.126288,0.10956793003938015,0.10956793546757305,0.10956791286372244,0.10956793156107612
2026-05-06T20:26:46.134621,0.10956791461214695,0.1095679143005594,0.10956791559805895,0.10956791452479894
2026-05-06T20:26:46.142954,0.1095679154976964,0.10956791551558208,0.10956791544110338,0.10956791550271032
2026-05-06T20:26:46.151287,0.10956791544686435,0.10956791544583769,0.10956791545011287,0.10956791544657656
2026-05-06T20:26:46.159620,0.10956791544978225,0.10956791544984115,0.10956791544959575,0.10956791544979876
2026-05-06T20:26:46.167953,0.1095679154496147,0.10956791544961135,0.10956791544962537,0.10956791544961376
2026-05-06T20:26:46.176286,0.10956791544962435,0.10956791544962452,0.10956791544962372,0.1095679154496244
2026-05-06T20:26:46.184619,0.10956791544962374,0.10956791544962377,0.10956791544962383,0.10956791544962374
2026-05-06T20:26:46.192952,0.10956791544962383,0.1095679154496238,0.1095679154496238,0.10956791544962383
2026-05-06T20:26:46.201285,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.209618,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.217951,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.226284,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.234617,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.242950,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.251283,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.259616,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.267949,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.276282,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.284615,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.292948,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.301281,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.309614,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.317947,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.326280,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.334613,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.342946,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.351279,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.359612,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.367945,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.376278,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.384611,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.392944,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.401277,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.409610,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.417943,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.426276,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.434609,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.442942,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.451275,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.459608,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.467941,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.476274,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.484607,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
2026-05-06T20:26:46.492940,0.1095679154496238,0.1095679154496238,0.1095679154496238,0.1095679154496238
