YYMMDDHHMMSS.SSS,XFVX(FPS) INNER (DEG),X,VY (FPS) MIDDLE (DEG),Y,VZ (FPS) OUTER (DEG),Z,RANGE (FT),
690720201452.098125,25.5981445,   25.5981445,     .4833984,     .4833984,    1.6259766,    1.6259766,,1
690720201453.215125,24.7302246,   24.7302246,     .7250977,     .7250977,    1.5380859,    1.5380859,978.65,1
690720201453.977125,24.2248535,   24.2248535,     .9777832,     .9777832,    1.4611816,    1.4611816,,1
690720201455.215125,23.1811523,   23.1811523,     .9997559,     .9997559,    1.5710449,    1.5710449,930.10,1
690720201453.977125,24.2248535,   24.2248535,     .9777832,     .9777832,    1.4611816,    1.4611816,,1
690720201457.215125,21.8078613,   21.8078613,    1.2084961,    1.2084961,    1.3952637,    1.3952637,590.21,1
690720201457.824125,21.4892578,   21.4892578,    1.0217285,    1.0217285,    1.4282227,    1.4282227,,1
690720201459.215125,21.0278320,   21.027832 ,     .8789063,     .8789063,    1.3183594,    1.3183594,801.70,1
690720201459.977125,20.8630371,   20.8630371,     .5712891,     .5712891,    1.1975098,    1.1975098,,1
690720201501.215125,20.2038574,   20.2038574,     .1208496,     .1208496,    1.1865234,    1.1865234,758.54,1
690720201501.977125,19.8083496,   19.8083496,     .2197266,     .2197266,    1.1206055,    1.1206055,,1
690720201503.215125,19.3139648,   19.3139648,     .2197266,     .2197266,     .9228516,     .9228516,705.67,1
690720201503.977125,18.9624023,   18.9624023,.0878906,     .0878906,    1.0986328,    1.0986328,,1
690720201505.215125,18.6987306,   18.6987306,.0549316,     .0549316,    1.3293457,    1.3293457,662.51,1
690720201505.977125,18.5668945,   18.5668945,359.9121094,-     .0878906,    1.3952637,    1.3952637,,1
690720201507.215125,18.1054687,   18.1054687,359.6484375,-     .3515625,    1.6918945,    1.6918945,625.82,1
690720201507.977125,17.9626465,   17.9626465,359.8022461,-     .1977539,    1.8237305,    1.8237305,,1
690720201509.215125,17.6110849,   17.6110849,359.3791504,-     .6208496,    1.9555664,    1.9555664,581.58,1
690720201509.906125,17.3144531,   17.3144531,359.8461914,-     .1538086,    2.0654297,    2.0654297,,1
690720201511.215125,17.1606445,   17.1606445,     .3515625,     .3515625,    2.3291016,    2.3291016,551.37,1
690720201511.945125,17.0507812,   17.0507812,     .5603027,     .5603027,    2.3840332,    2.3840332,,1
690720201513.215125,16.6223145,   16.6223145,     .7250977,     .7250977,    2.5598145,    2.5598145,512.53,1
690720201514.016125,16.5344238,   16.5344238,     .9667969,     .9667969,    2.6916504,    2.6916504,,1
690720201515.215125,15.4687500,   15.46875  ,     .9997559,     .9997559,2.8125000,    2.8125   ,486.63,1
690720201515.984125,12.0739746,   12.0739746,     .6811523,     .6811523,    2.9333496,    2.9333496,,1
690720201517.215125,9.3383789,    9.3383789,.7031250,     .703125 ,    3.2080078,    3.2080078,461.81,1
690720201518.004125,6.3061523,    6.3061523,     .4394531,     .4394531,    3.3398438,    3.3398438,,1
690720201519.215125,4.9769066,    4.9769066,     .1647949,     .1647949,3.5156250,    3.515625 ,448.86,1
690720201519.937125,5.1106289,    5.1106289,     .2087402,     .2087402,    3.6804199,    3.6804199,,1
690720201521.215125,5.1086426,    5.1086426,     .1647949,     .1647949,    3.8671875,    3.8671875,429.44,1
690720201521.937125,5.5590820,    5.559082 ,     .0219727,     .0219727,    3.9990234,    3.9990234,,1
690720201523.215125,5.9436035,    5.9436035,     .4504395,     .4504395,4.2187500,    4.21875  ,405.70,1
690720201524.277125,5.4931641,    5.4931641,     .3955078,     .3955078,    4.4165039,    4.4165039,,1
690720201525.215125,5.7238770,    5.723877 ,     .3295898,     .3295898,    4.5483398,    4.5483398,389.52,1
690720201526.437125,5.7348633,    5.7348633,     .4294668,     .4294668,    4.7460938,    4.7460938,,1
690720201527.215125,5.5371094,    5.5371094,     .3845215,     .3845215,    4.8669434,    4.8669434,367.94,1
690720201528.445125,5.9545898,    5.9545898,     .2956445,     .2956445,5.0207520,    5.020752 ,,1
690720201529.215125,6.0424805,    6.0424805,     .3405762,     .3405762,    5.1196289,    5.1196289,364.70,1
690720201530.437125,5.7897949,    5.7897949,     .2856445,     .2856445,    5.2075195,    5.2075195,,1
690720201531.215125,6.1083984,    6.1083984,     .2087402,     .2087402,    5.1745605,    5.1745605,343.12,1
690720201532.437125,6.3391113,    6.3391113,     .1867676,     .1867676,    5.0537109,    5.0537109,,1
690720201533.215125,6.1523438,    6.1523438,     .1098633,     .1098633,    5.0097656,    5.0097656,335.57,1
690720201534.437125,6.4819336,    6.4819336,359.8791504,-     .1208496,    4.9108887,    4.9108887,,1
690720201535.215125,6.8334961,    6.8334961,359.7912598,-     .2087402,4.8229980,    4.822998 ,332.33,1
690720201536.437125,6.8334961,    6.8334961,359.5275879,-     .4724121,    4.6911621,    4.6911621,,1
690720201537.215125,7.0642090,    7.064209 ,359.2639160,-     .736084 ,    4.6362305,    4.6362305,321.54,1
690720201538.437125,7.8222656,    7.8222656,358.8903809,-    1.1096191,    4.5043945,    4.5043945,,1
690720201539.215125,7.6464844,    7.6464844,358.6816406,-    1.3183594,    4.3835449,    4.3835449,321.54,1
690720201540.496125,7.2619629,    7.2619629,358.5278320,-    1.472168 ,    4.2626953,    4.2626953,,1
690720201541.215125,7.2839355,    7.2839355,358.3520508,-    1.6479492,    4.1967773,    4.1967773,316.15,1
690720201542.445125,6.9104004,    6.9104004,358.4399414,-    1.5600586,    4.0100098,    4.0100098,,1
690720201543.215125,8.3935547,    8.3935547,358.6047363,-    1.3952637,    3.9660645,    3.9660645,312.91,1
690720201544.477125,11.0632324,   11.0632324,358.7585449,-    1.2414551,    3.9660645,    3.9660645,,1
690720201545.215125,11.3488770,   11.348877 ,358.8244629,-    1.1755371,    3.8891602,    3.8891602,302.12,1
690720201546.477125,11.7333984,   11.7333984,359.0112305,-     .9887695,    3.7573242,    3.7573242,,1
690720201547.215125,12.3266602,   12.3266602,359.0332031,-     .9667969,    3.7243652,    3.7243652,290.25,1
690720201548.477125,13.6669922,   13.6669922,359.2419434,-     .7580566,    3.6254883,    3.6254883,,1
690720201549.215125,14.8425293,   14.8425293,359.4726562,-     .5273438,    3.5705566,    3.5705566,290.25,1
690720201550.437125,14.9304199,   14.9304199,359.5605469,-     .4394531,3.4826660,    3.482666 ,,1
690720201551.215125,15.1611328,   15.1611328,359.6813965,-     .3186035,    3.4387207,    3.4387207,282.70,1
690720201552.445125,15.3588867,   15.3588867,359.9780273,-     .0219727,    3.2958984,    3.2958984,,1
690720201553.215125,15.3688730,   15.368873 ,.0659180,     .065918 ,    3.2080078,    3.2080078,268.67,1
690720201554.426125,15.7104492,   15.7104492,     .2526855,     .2526855,    3.1091309,    3.1091309,,1
690720201555.215125,15.7983398,   15.7983398,     .3515625,     .3515625,    2.9882813,    2.9882813,267.59,1
690720201556.437125,15.6225586,   15.6225586,     .3735352,     .3735352,2.8125000,    2.8125   ,,1
690720201557.215125,15.6005859,   15.6005859,     .3625488,     .3625488,2.7136230,    2.713623 ,260.04,1
690720201558.437125,15.6555176,   15.6555176,     .4394531,     .4394531,    2.5488281,    2.5488281,,1
690720201559.215125,15.5236816,   15.5236816,     .5273438,     .5273438,    2.4060059,    2.4060059,255.72,1
690720201559.438125,15.4138184,   15.4138184,     .5822754,     .5822754,    2.2192383,    2.2192383,,1
690720201601.215125,15.4907227,   15.4907227,     .6591797,     .6591797,2.1093750,    2.109375 ,256.80,1
690720201602.437125,15.4907227,   15.4907227,     .8129883,     .8129883,    1.9006348,    1.9006348,,1
690720201603.215125,15.4687500,   15.46875  ,     .8789063,     .8789063,    1.7468262,    1.7468262,254.64,1
690720201604.437125,15.6774902,   15.6774902,1.0107422,    1.0107422,    1.5380859,    1.5380859,,1
690720201605.215125,15.7653809,   15.7653809,1.1425781,    1.1425781,    1.3952637,    1.3952637,246.01,1
690720201606.496125,15.7653809,   15.7653809,1.3623047,    1.3623047,    1.1865234,    1.1865234,,1
690720201607.215125,15.4797363,   15.4797363,1.4062500,    1.40625  ,    1.1755371,    1.1755371,244.93,1
690720201608.496125,10.5468750,   10.546875 ,1.2414551,    1.2414551,    1.2524414,    1.2524414,,1
690720201609.215125,9.3493652,    9.3493652,1.2414551,    1.2414551,    1.2963867,    1.2963867,241.70,1
690720201626.195125,5.6689453,    5.6689453,1.0546875,    1.0546875,    2.2412109,    2.2412109,,1
690720201627.215125,5.5480957,    5.5480957,     .9558105,     .9558105,    2.2521973,    2.2521973,169.40,1
690720201628.484125,0.9777832,     .9777832,     .5932617,     .5932617,    2.3291016,    2.3291016,,1
690720201629.215125,0.9008789,     .9008789,.6042480,     .604248 ,    2.3620605,    2.3620605,167.25,1
690720201630.477125,359.2749023,-     .7250977,     .5932617,     .5932617,    2.4499512,    2.4499512,,1
690720201631.215125,359.2309570,-     .769043 ,     .8459473,     .8459473,    2.4829102,    2.4829102,152.14,1
690720201632.516125,359.7583008,-     .2416992,2.1203613,    2.1203613,    2.6916504,    2.6916504,,1
690720201633.215125,359.4726562,-     .5273438,2.9003906,    2.9003906,    2.7905273,    2.7905273,143.52,1
690720201634.477125,358.6047363,-    1.3952637,2.9333496,    2.9333496,    2.9223633,    2.9223633,,1
690720201635.215125,359.7583008,-     .2416992,3.1311035,    3.1311035,    2.9333496,    2.9333496,130.56,1
690720201636.477125,0.0329590,     .032959 ,3.1970215,    3.1970215,    3.0541992,    3.0541992,,1
690720201637.215125,359.7143555,-     .2856445,2.9882813,    2.9882813,    3.1091309,    3.1091309,115.45,1
690720201638.445125,359.5605469,-     .4394531,1.9665527,    1.9665527,    3.1420898,    3.1420898,,1
690720201639.215125,0.0219727,     .0219727,     .8898926,     .8898926,    3.1530762,    3.1530762,124.09,1
690720201640.445125,359.7912598,-     .2087402,.6042480,     .604248 ,    3.2739258,    3.2739258,,1
690720201641.215125,0.4614258,     .4614258,     .4943848,     .4943848,    3.3178711,    3.3178711,117.61,1
690720201642.484125,3.9990234,    3.9990234,.8020020,     .802002 ,    3.4606934,    3.4606934,,1
690720201643.215125,3.3178711,    3.3178711,.7690430,     .769043 ,    3.5705566,    3.5705566,111.14,1
690720201644.477125,2.6477051,    2.6477051,     .5163574,     .5163574,    3.7133789,    3.7133789,,1
690720201645.215125,2.6696777,    2.6696777,     .3845215,     .3845215,    3.8122559,    3.8122559,98.19,1
690720201646.484125,3.0322266,    3.0322266,     .1538086,     .1538086,    3.9770508,    3.9770508,,1
690720201647.215125,2.9663086,    2.9663086,359.5485605,-     .4514395,    4.0530551,    4.0530551,84.16,1
690720201648.484125,3.4487070,    3.448707 ,358.2861328,-    1.7138672,    4.1748047,    4.1748047,,1
690720201649.215125,2.9223633,    2.9223633,356.7810059,-    3.2189941,    4.1748047,    4.1748047,80.93,1
690720201650.477125,3.0871582,    3.0871582,356.7810059,-    3.2189941,    4.3835449,    4.3835449,,1
690720201651.215125,5.3173828,    5.3173828,356.8798828,-    3.1201172,    4.6582031,    4.6582031,78.77,1
690720201652.445125,5.0756836,    5.0756836,356.7919922,-    3.2080078,    4.8339844,    4.8339844,,1
690720201653.215125,4.7680664,    4.7680664,356.8359375,-    3.1640625,4.9548340,    4.954834 ,78.77,1
690720201654.316125,4.6142578,    4.6142578,356.7150979,-    3.2849021,    5.1525879,    5.1525879,,1
690720201655.215125,4.4934082,    4.4934082,356.4843750,-    3.515625 ,    5.2954102,    5.2954102,76.61,1
690720201656.387125,4.1748047,    4.1748047,356.3635254,-    3.6364746,    5.4162598,    5.4162598,75.55,1
690720201657.215125,4.5373535,    4.5373535,356.4074707,-    3.5925293,5.5920410,    5.592041 ,77.69,1
690720201707.215125,6.0534668,    6.0534668,2.0983887,    2.0983887,    8.0310059,    8.0310059,55.03,1
690720201707.848125,6.0314941,    6.0314941,2.2631836,    2.2631836,    8.1848145,    8.1848145,,1
690720201709.215125,4.1528320,    4.152832 ,1.8017578,    1.8017578,    8.6132813,    8.6132813,57.19,1
690720201709.996125,1.4831543,    1.4831543,1.5490723,    1.5490723,    8.8330078,    8.8330078,,1
690720201711.215125,354.9902344,-    5.0097656,     .3405762,     .3405762,    9.2504883,    9.2504883,56.11,1
690720201712.176125,355.5944824,-    4.4055176,     .5493164,     .5493164,    9.6130371,    9.6130371,,1
690720201713.215125,355.7592773,-    4.2407227,1.5490723,    1.5490723,    9.9865723,    9.9865723,45.32,1
690720201714.437125,356.1437988,-    3.8562012,2.6257324,    2.6257324,   10.3710937,   10.3710937,,1
690720201715.215125,356.8469238,-    3.1530762,2.9003906,    2.9003906,   10.6567383,   10.6567383,42.08,1
690720201716.477125,357.4291992,-    2.5708008,3.3068848,    3.3068848,   11.0632324,   11.0632324,,1
690720201717.215125,357.4951172,-    2.5048828,3.5375977,    3.5375977,   11.2719721,   11.2719721,34.53,1
690720201718.484125,358.2971191,-    1.7028809,3.7243652,    3.7243652,   11.6125488,   11.6125488,,1
690720201719.215125,358.8354492,-    1.1645508,2.9663086,    2.9663086,   11.8103027,   11.8103027,34.53,1
690720201720.324125,358.7915039,-    1.2084961,1.1535645,    1.1535645,   12.0849609,   12.0849609,,1
690720201721.215125,358.6926270,-    1.307373 ,1.1315918,    1.1315918,   12.3706055,   12.3706055,28.05,1
690720201722.324125,1.1535645,    1.1535645,1.4721680,    1.472168 ,   12.7770996,   12.7770996,,1
690720201723.215125,1.7138672,    1.7138672,     .7141113,     .7141113,   13.1066895,   13.1066895,28.05,1
690720201724.395125,2.1093750,    2.109375 ,     .1428223,     .1428223,   13.4912109,   13.4912109,,1
690720201725.215125,2.6586914,    2.6586914,358.8024902,-    1.1975098,   13.7988281,   13.7988281,22.66,1
690720201726.324125,3.1420898,    3.1420898,357.2863770,-    2.713623 ,14.1613770,   14.161377 ,,1
690720201727.215125,3.0651855,    3.0651855,357.3413086,-    2.6586914,   14.2163086,   14.2163086,22.66,1
690720201728.316125,2.9333496,    2.9333496,357.0886230,-    2.911377 ,   14.2712402,   14.2712402,,1
690720201729.215125,3.5815430,    3.581543 ,355.5285645,-    4.4714355,   14.3481445,   14.3481445,11.87,1
690720201730.336125,4.6472168,    4.6472168,355.9240723,-    4.0759277,   14.5019531,   14.5019531,,1
690720201731.215125,4.8999023,    4.8999023,356.0339355,-    3.9660645,   14.5788574,   14.5788574,24.82,1
690720201732.324125,5.3833008,    5.3833008,356.1437988,-    3.8562012,   14.7216797,   14.7216797,,1
690720201733.215125,5.5151367,    5.5151367,356.2866211,-    3.7133789,   14.8205566,   14.8205566,29.13,1
690720201734.316125,5.2075195,    5.2075195,356.4514600,-    3.54854  ,   14.8205566,   14.8205566,,1
690720201735.215125,4.7680664,    4.7680664,356.5502930,-    3.449707 ,   14.8095703,   14.8095703,21.58,1
690720201736.324125,4.3615723,    4.3615723,358.1323242,-    1.8676758,   14.9084473,   14.9084473,,1
690720201737.215125,3.5046387,    3.5046387,359.9230957,-     .0769043,   15.0952148,   15.0952148,18.34,1
690720201738.348125,1.5710449,    1.5710449,     .4504395,     .4504395,   15.6225586,   15.6225586,,1
690720201739.215125,0.3515625,     .3515625,2.6037598,    2.6037598,   15.6555176,   15.6555176,10.79,1
690720201740.387125,4.5483399,    4.5483399,     .5053711,     .5053711,   14.0185547,   14.0185547,0.52,1
