timestamp_utc,time_s,range_m,inner_deg,middle_deg,outer_deg
1969-07-20T20:15:07.977125Z,314.813000,,17.9626465,-0.1977539,1.8237305
1969-07-20T20:15:09.215125Z,316.051000,177.265584,17.6110849,-0.6208496,1.9555664
1969-07-20T20:15:09.906125Z,316.742000,,17.3144531,-0.1538086,2.0654297
1969-07-20T20:15:11.215125Z,318.051000,168.057576,17.1606445,0.3515625,2.3291016
1969-07-20T20:15:11.945125Z,318.781000,,17.0507812,0.5603027,2.3840332
1969-07-20T20:15:13.215125Z,320.051000,156.219144,16.6223145,0.7250977,2.5598145
1969-07-20T20:15:14.016125Z,320.852000,,16.5344238,0.9667969,2.6916504
1969-07-20T20:15:15.215125Z,322.051000,148.324824,15.4687500,0.9997559,2.8125000
1969-07-20T20:15:15.984125Z,322.820000,,12.0739746,0.6811523,2.9333496
1969-07-20T20:15:17.215125Z,324.051000,140.759688,9.3383789,0.7031250,3.2080078
1969-07-20T20:15:18.004125Z,324.840000,,6.3061523,0.4394531,3.3398438
1969-07-20T20:15:19.215125Z,326.051000,136.812528,4.9769066,0.1647949,3.5156250
1969-07-20T20:15:19.937125Z,326.773000,,5.1106289,0.2087402,3.6804199
1969-07-20T20:15:21.215125Z,328.051000,130.893312,5.1086426,0.1647949,3.8671875
1969-07-20T20:15:21.937125Z,328.773000,,5.5590820,0.0219727,3.9990234
1969-07-20T20:15:23.215125Z,330.051000,123.657360,5.9436035,0.4504395,4.2187500
1969-07-20T20:15:24.277125Z,331.113000,,5.4931641,0.3955078,4.4165039
1969-07-20T20:15:25.215125Z,332.051000,118.725696,5.7238770,0.3295898,4.5483398
1969-07-20T20:15:26.437125Z,333.273000,,5.7348633,0.4294668,4.7460938
1969-07-20T20:15:27.215125Z,334.051000,112.148112,5.5371094,0.3845215,4.8669434
1969-07-20T20:15:28.445125Z,335.281000,,5.9545898,0.2956445,5.0207520
1969-07-20T20:15:29.215125Z,336.051000,111.160560,6.0424805,0.3405762,5.1196289
1969-07-20T20:15:30.437125Z,337.273000,,5.7897949,0.2856445,5.2075195
1969-07-20T20:15:31.215125Z,338.051000,104.582976,6.1083984,0.2087402,5.1745605
1969-07-20T20:15:32.437125Z,339.273000,,6.3391113,0.1867676,5.0537109
1969-07-20T20:15:33.215125Z,340.051000,102.281736,6.1523438,0.1098633,5.0097656
1969-07-20T20:15:34.437125Z,341.273000,,6.4819336,-0.1208496,4.9108887
1969-07-20T20:15:35.215125Z,342.051000,101.294184,6.8334961,-0.2087402,4.8229980
1969-07-20T20:15:36.437125Z,343.273000,,6.8334961,-0.4724121,4.6911621
1969-07-20T20:15:37.215125Z,344.051000,98.005392,7.0642090,-0.7360840,4.6362305
1969-07-20T20:15:38.437125Z,345.273000,,7.8222656,-1.1096191,4.5043945
1969-07-20T20:15:39.215125Z,346.051000,98.005392,7.6464844,-1.3183594,4.3835449
1969-07-20T20:15:40.496125Z,347.332000,,7.2619629,-1.4721680,4.2626953
1969-07-20T20:15:41.215125Z,348.051000,96.362520,7.2839355,-1.6479492,4.1967773
1969-07-20T20:15:42.445125Z,349.281000,,6.9104004,-1.5600586,4.0100098
1969-07-20T20:15:43.215125Z,350.051000,95.374968,8.3935547,-1.3952637,3.9660645
1969-07-20T20:15:44.477125Z,351.313000,,11.0632324,-1.2414551,3.9660645
1969-07-20T20:15:45.215125Z,352.051000,92.086176,11.3488770,-1.1755371,3.8891602
1969-07-20T20:15:46.477125Z,353.313000,,11.7333984,-0.9887695,3.7573242
