time,rw_1.rw_speed
2026-05-06T20:26:39.850340,0.0
2026-05-06T20:26:39.858239,0.28828828828828823
2026-05-06T20:26:39.866572,0.5765765765765765
2026-05-06T20:26:39.874905,0.8648648648648647
2026-05-06T20:26:39.883238,1.153153153153153
2026-05-06T20:26:39.891571,1.4414414414414414
2026-05-06T20:26:39.899904,1.7297297297297296
2026-05-06T20:26:39.908237,2.018018018018018
2026-05-06T20:26:39.916570,2.3063063063063063
2026-05-06T20:26:39.924903,2.5945945945945947
2026-05-06T20:26:39.933236,2.882882882882883
2026-05-06T20:26:39.941569,3.171171171171171
2026-05-06T20:26:39.949902,3.4594594594594597
2026-05-06T20:26:39.958235,3.747747747747748
2026-05-06T20:26:39.966568,4.036036036036037
2026-05-06T20:26:39.974901,4.324324324324325
2026-05-06T20:26:39.983234,4.612612612612613
2026-05-06T20:26:39.991567,4.900900900900901
2026-05-06T20:26:39.999900,5.1891891891891895
2026-05-06T20:26:40.008233,5.4774774774774775
2026-05-06T20:26:40.016566,5.765765765765766
2026-05-06T20:26:40.024899,6.054054054054054
2026-05-06T20:26:40.033232,6.342342342342342
2026-05-06T20:26:40.041565,6.630630630630631
2026-05-06T20:26:40.049898,6.918918918918919
2026-05-06T20:26:40.058231,7.207207207207207
2026-05-06T20:26:40.066564,7.495495495495496
2026-05-06T20:26:40.074897,7.783783783783784
2026-05-06T20:26:40.083230,8.072072072072073
2026-05-06T20:26:40.091563,8.360360360360362
2026-05-06T20:26:40.099896,8.64864864864865
2026-05-06T20:26:40.108229,8.936936936936936
2026-05-06T20:26:40.116562,9.225225225225225
2026-05-06T20:26:40.124895,9.513513513513514
2026-05-06T20:26:40.133228,9.801801801801801
2026-05-06T20:26:40.141561,10.09009009009009
2026-05-06T20:26:40.149894,10.378378378378379
2026-05-06T20:26:40.158227,10.666666666666668
2026-05-06T20:26:40.166560,10.954954954954955
2026-05-06T20:26:40.174893,11.243243243243244
2026-05-06T20:26:40.183226,11.531531531531533
2026-05-06T20:26:40.191559,11.81981981981982
2026-05-06T20:26:40.199892,12.108108108108109
2026-05-06T20:26:40.208225,12.396396396396398
2026-05-06T20:26:40.216558,12.684684684684685
2026-05-06T20:26:40.224891,12.972972972972974
2026-05-06T20:26:40.233224,13.261261261261263
2026-05-06T20:26:40.241557,13.54954954954955
2026-05-06T20:26:40.249890,13.837837837837839
2026-05-06T20:26:40.258223,14.126126126126128
2026-05-06T20:26:40.266556,14.414414414414415
2026-05-06T20:26:40.274889,14.702702702702704
2026-05-06T20:26:40.283222,14.990990990990992
2026-05-06T20:26:40.291555,15.279279279279281
2026-05-06T20:26:40.299888,15.567567567567568
2026-05-06T20:26:40.308221,15.855855855855857
2026-05-06T20:26:40.316554,16.144144144144146
2026-05-06T20:26:40.324887,16.432432432432435
2026-05-06T20:26:40.333220,16.720720720720724
2026-05-06T20:26:40.341553,17.00900900900901
2026-05-06T20:26:40.349886,17.2972972972973
2026-05-06T20:26:40.358219,17.585585585585584
2026-05-06T20:26:40.366552,17.87387387387387
2026-05-06T20:26:40.374885,18.162162162162158
2026-05-06T20:26:40.383218,18.450450450450443
2026-05-06T20:26:40.391551,18.73873873873873
2026-05-06T20:26:40.399884,19.027027027027017
2026-05-06T20:26:40.408217,19.315315315315303
2026-05-06T20:26:40.416550,19.603603603603588
2026-05-06T20:26:40.424883,19.891891891891877
2026-05-06T20:26:40.433216,20.180180180180162
2026-05-06T20:26:40.441549,20.468468468468448
2026-05-06T20:26:40.449882,20.756756756756733
2026-05-06T20:26:40.458215,21.045045045045022
2026-05-06T20:26:40.466548,21.333333333333307
2026-05-06T20:26:40.474881,21.621621621621593
2026-05-06T20:26:40.483214,21.90990990990988
2026-05-06T20:26:40.491547,22.198198198198167
2026-05-06T20:26:40.499880,22.486486486486452
2026-05-06T20:26:40.508213,22.77477477477474
2026-05-06T20:26:40.516546,23.063063063063026
2026-05-06T20:26:40.524879,23.351351351351312
2026-05-06T20:26:40.533212,23.6396396396396
2026-05-06T20:26:40.541545,23.927927927927886
2026-05-06T20:26:40.549878,24.21621621621617
2026-05-06T20:26:40.558211,24.50450450450446
2026-05-06T20:26:40.566544,24.792792792792746
2026-05-06T20:26:40.574877,25.08108108108103
2026-05-06T20:26:40.583210,25.36936936936932
2026-05-06T20:26:40.591543,25.657657657657605
2026-05-06T20:26:40.599876,25.94594594594589
2026-05-06T20:26:40.608209,26.23423423423418
2026-05-06T20:26:40.616542,26.522522522522465
2026-05-06T20:26:40.624875,26.81081081081075
2026-05-06T20:26:40.633208,27.099099099099035
2026-05-06T20:26:40.641541,27.387387387387324
2026-05-06T20:26:40.649874,27.67567567567561
2026-05-06T20:26:40.658207,27.963963963963895
2026-05-06T20:26:40.666540,28.252252252252184
2026-05-06T20:26:40.674873,28.54054054054047
2026-05-06T20:26:40.683206,28.828828828828755
