time,ore_sat.world_pos_q0,ore_sat.world_pos_q1,ore_sat.world_pos_q2,ore_sat.world_pos_q3,ore_sat.world_pos_x,ore_sat.world_pos_y,ore_sat.world_pos_z
2026-08-20T19:15:40.623506,0.2364041485968676,0.23912603670748048,0.21882136545825406,0.9159961938314745,-4298933.729689156,-3613657.09616004,3795166.7254073676
2026-08-20T19:15:40.631839,0.23909327044116582,0.24192877022471593,0.22108847344736174,0.9140157356829364,-4298892.623231084,-3613706.0243691383,3795166.6990770474
2026-08-20T19:15:40.640172,0.2417708139348655,0.2447229859556481,0.22334004873779467,0.9120179583232031,-4298851.5163909905,-3613754.952257102,3795166.672409159
2026-08-20T19:15:40.648505,0.2444367300970716,0.24750867273806326,0.22557608414185332,0.9100030616223889,-4298810.4091688795,-3613803.8798239264,3795166.6454037027
2026-08-20T19:15:40.656838,0.24709097083601844,0.250285820173281,0.2277965734736976,0.9079712448448708,-4298769.301564755,-3613852.807069607,3795166.6180606782
2026-08-20T19:15:40.665171,0.24973348894285438,0.25305441861932104,0.23000151154005566,0.9059227066405591,-4298728.19357862,-3613901.73399414,3795166.5903800856
2026-08-20T19:15:40.673504,0.25236423808540637,0.25581445918407264,0.2321908941309431,0.903857645036322,-4298687.085210479,-3613950.6605975204,3795166.5623619244
2026-08-20T19:15:40.681837,0.25498317280192634,0.2585659337184677,0.23436471801039488,0.9017762574275663,-4298645.976460335,-3613999.5868797447,3795166.534006195
2026-08-20T19:15:40.690170,0.25759024849481915,0.26130883480965783,0.2365229809072094,0.8996787405699682,-4298604.867328191,-3614048.512840808,3795166.5053128977
2026-08-20T19:15:40.698503,0.2601854214243541,0.26404315577419646,0.2386656815057069,0.8975652905713606,-4298563.7578140525,-3614097.438480706,3795166.476282032
2026-08-20T19:15:40.706836,0.26276864870235994,0.26676889065122583,0.24079281943650205,0.895436102883768,-4298522.647917922,-3614146.363799434,3795166.4469135986
2026-08-20T19:15:40.715169,0.26533988828590455,0.26948603419567,0.24290439526729185,0.8932913722955937,-4298481.537639802,-3614195.2887969883,3795166.417207597
2026-08-20T19:15:40.723502,0.26789909897095987,0.2721945818714345,0.24500041049365992,0.8911312929239558,-4298440.426979698,-3614244.2134733642,3795166.387164027
