time,css_4_>_sat.css_edge_0,css_4_>_sat.css_edge_1
2026-08-21T00:30:38.609510,9,1
2026-08-21T00:30:38.658997,9,1
2026-08-21T00:30:38.667330,9,1
2026-08-21T00:30:38.675663,9,1
2026-08-21T00:30:38.683996,9,1
2026-08-21T00:30:38.692329,9,1
2026-08-21T00:30:38.700662,9,1
2026-08-21T00:30:38.708995,9,1
2026-08-21T00:30:38.717328,9,1
2026-08-21T00:30:38.725661,9,1
2026-08-21T00:30:38.733994,9,1
2026-08-21T00:30:38.742327,9,1
2026-08-21T00:30:38.750660,9,1
2026-08-21T00:30:38.758993,9,1
2026-08-21T00:30:38.767326,9,1
2026-08-21T00:30:38.775659,9,1
2026-08-21T00:30:38.783992,9,1
2026-08-21T00:30:38.792325,9,1
2026-08-21T00:30:38.800658,9,1
2026-08-21T00:30:38.808991,9,1
2026-08-21T00:30:38.817324,9,1
2026-08-21T00:30:38.825657,9,1
2026-08-21T00:30:38.833990,9,1
2026-08-21T00:30:38.842323,9,1
2026-08-21T00:30:38.850656,9,1
2026-08-21T00:30:38.858989,9,1
2026-08-21T00:30:38.867322,9,1
2026-08-21T00:30:38.875655,9,1
2026-08-21T00:30:38.883988,9,1
2026-08-21T00:30:38.892321,9,1
2026-08-21T00:30:38.900654,9,1
2026-08-21T00:30:38.908987,9,1
2026-08-21T00:30:38.917320,9,1
2026-08-21T00:30:38.925653,9,1
2026-08-21T00:30:38.933986,9,1
2026-08-21T00:30:38.942319,9,1
2026-08-21T00:30:38.950652,9,1
2026-08-21T00:30:38.958985,9,1
2026-08-21T00:30:38.967318,9,1
2026-08-21T00:30:38.975651,9,1
2026-08-21T00:30:38.983984,9,1
2026-08-21T00:30:38.992317,9,1
2026-08-21T00:30:39.000650,9,1
2026-08-21T00:30:39.008983,9,1
2026-08-21T00:30:39.017316,9,1
2026-08-21T00:30:39.025649,9,1
2026-08-21T00:30:39.033982,9,1
2026-08-21T00:30:39.042315,9,1
2026-08-21T00:30:39.050648,9,1
2026-08-21T00:30:39.058981,9,1
2026-08-21T00:30:39.067314,9,1
2026-08-21T00:30:39.075647,9,1
2026-08-21T00:30:39.083980,9,1
2026-08-21T00:30:39.092313,9,1
2026-08-21T00:30:39.100646,9,1
2026-08-21T00:30:39.108979,9,1
2026-08-21T00:30:39.117312,9,1
2026-08-21T00:30:39.125645,9,1
2026-08-21T00:30:39.133978,9,1
2026-08-21T00:30:39.142311,9,1
2026-08-21T00:30:39.150644,9,1
2026-08-21T00:30:39.158977,9,1
2026-08-21T00:30:39.167310,9,1
2026-08-21T00:30:39.175643,9,1
2026-08-21T00:30:39.183976,9,1
2026-08-21T00:30:39.192309,9,1
2026-08-21T00:30:39.200642,9,1
2026-08-21T00:30:39.208975,9,1
2026-08-21T00:30:39.217308,9,1
2026-08-21T00:30:39.225641,9,1
2026-08-21T00:30:39.233974,9,1
2026-08-21T00:30:39.242307,9,1
2026-08-21T00:30:39.250640,9,1
2026-08-21T00:30:39.258973,9,1
2026-08-21T00:30:39.267306,9,1
2026-08-21T00:30:39.275639,9,1
2026-08-21T00:30:39.283972,9,1
2026-08-21T00:30:39.292305,9,1
2026-08-21T00:30:39.300638,9,1
2026-08-21T00:30:39.308971,9,1
2026-08-21T00:30:39.317304,9,1
2026-08-21T00:30:39.325637,9,1
2026-08-21T00:30:39.333970,9,1
2026-08-21T00:30:39.342303,9,1
2026-08-21T00:30:39.350636,9,1
2026-08-21T00:30:39.358969,9,1
2026-08-21T00:30:39.367302,9,1
2026-08-21T00:30:39.375635,9,1
2026-08-21T00:30:39.383968,9,1
2026-08-21T00:30:39.392301,9,1
2026-08-21T00:30:39.400634,9,1
2026-08-21T00:30:39.408967,9,1
2026-08-21T00:30:39.417300,9,1
2026-08-21T00:30:39.425633,9,1
2026-08-21T00:30:39.433966,9,1
2026-08-21T00:30:39.442299,9,1
2026-08-21T00:30:39.450632,9,1
2026-08-21T00:30:39.458965,9,1
2026-08-21T00:30:39.467298,9,1
2026-08-21T00:30:39.475631,9,1
2026-08-21T00:30:39.483964,9,1
