time,ore_sat.force_τx,ore_sat.force_τy,ore_sat.force_τz,ore_sat.force_x,ore_sat.force_y,ore_sat.force_z
2026-08-21T00:30:38.817324,-0.0020052130872747122,-0.001995451929127967,-0.0019993229036755654,15.561751475938454,13.063698705922777,-13.730634896521975
2026-08-21T00:30:38.825657,-0.0020057789773599045,-0.0019950018340673917,-0.001999204435781593,15.561602833279688,13.063875787751043,-13.73063486830561
2026-08-21T00:30:38.833990,-0.0020063752710609167,-0.0019945337946038655,-0.0019990730886734324,15.561454189238901,13.06405286841891,-13.730634838869948
2026-08-21T00:30:38.842323,-0.0020070020819520293,-0.001994048290623148,-0.0019989282272515753,15.561305543816097,13.064229947926355,-13.73063480821497
2026-08-21T00:30:38.850656,-0.0020076595119399476,-0.001993545807201609,-0.00199876922097223,15.56115689701127,13.064407026273354,-13.730634776340686
2026-08-21T00:30:38.858989,-0.002008347651318176,-0.001993026834430239,-0.0019985954439770306,15.561008248824454,13.064584103459902,-13.730634743247094
2026-08-21T00:30:38.867322,-0.0020090665788239396,-0.001992491867239248,-0.001998406275219862,15.56085959925566,13.064761179485988,-13.730634708934195
2026-08-21T00:30:38.875655,-0.002009816361697605,-0.001991941405223313,-0.001998201098590826,15.560710948304907,13.064938254351596,-13.730634673402005
2026-08-21T00:30:38.883988,-0.0020105970557445347,-0.0019913759524675073,-0.0019979793030373318,15.56056229597219,13.065115328056692,-13.730634636650496
2026-08-21T00:30:38.892321,-0.002011408705399338,-0.0019907960173739677,-0.001997740282682338,15.560413642257533,13.065292400601278,-13.730634598679682
2026-08-21T00:30:38.900654,-0.002012251343792449,-0.00199020211248932,-0.0019974834369397235,15.560264987160943,13.065469471985324,-13.730634559489552
2026-08-21T00:30:38.908987,-0.0020131249928189827,-0.001989594754332919,-0.0019972081706268133,15.560116330682446,13.065646542208833,-13.730634519080123
2026-08-21T00:30:38.917320,-0.002014029663209817,-0.001988974463225942,-0.0019969138940740595,15.559967672822037,13.065823611271778,-13.730634477451385
2026-08-21T00:30:38.925653,-0.002014965354604851,-0.001988341763121366,-0.001996600023231885,15.559819013579746,13.066000679174143,-13.730634434603344
2026-08-21T00:30:38.933986,-0.0020159320556283776,-0.001987697181434868,-0.001996265979774695,15.559670352955587,13.066177745915923,-13.730634390536002
2026-08-21T00:30:38.942319,-0.0020169297439665205,-0.001987041248876698,-0.001995911191202074,15.55952169094956,13.066354811497083,-13.73063434524935
2026-08-21T00:30:38.950652,-0.002017958386446687,-0.001986374499284536,-0.001995535090937163,15.55937302756168,13.06653187591762,-13.730634298743384
2026-08-21T00:30:38.958985,-0.0020190179391189815,-0.001985697469457394,-0.0019951371184222504,15.559224362791968,13.066708939177513,-13.730634251018111
2026-08-21T00:30:38.967318,-0.0020201083473395175,-0.0019850106989905796,-0.001994716719211562,15.559075696640438,13.066886001276762,-13.730634202073547
2026-08-21T00:30:38.975651,-0.0020212295458555936,-0.0019843147301117554,-0.0019942733450612786,15.558927029107089,13.067063062215325,-13.730634151909662
2026-08-21T00:30:38.983984,-0.0020223814588926697,-0.0019836101075181405,-0.0019938064540167945,15.558778360191964,13.067240121993217,-13.730634100526492
2026-08-21T00:30:38.992317,-0.002023564000243089,-0.0019828973782148682,-0.0019933155104972203,15.558629689895039,13.067417180610391,-13.730634047923989
2026-08-21T00:30:39.000650,-0.0020247770733565038,-0.0019821770913545315,-0.001992799985377148,15.558481018216353,13.067594238066855,-13.7306339941022
2026-08-21T00:30:39.008983,-0.002026020571431952,-0.0019814497980779684,-0.001992259356065702,15.558332345155899,13.067771294362572,-13.73063393906109
2026-08-21T00:30:39.017316,-0.0020272943775115223,-0.0019807160513562808,-0.0019916931065828776,15.55818367071371,13.067948349497554,-13.730633882800682
2026-08-21T00:30:39.025649,-0.002028598364575572,-0.0019799764058341445,-0.001991100727633191,15.558034994889784,13.068125403471758,-13.730633825320963
2026-08-21T00:30:39.033982,-0.0020299323956394404,-0.0019792314176744156,-0.0019904817166766556,15.557886317684138,13.068302456285174,-13.730633766621931
2026-08-21T00:30:39.042315,-0.0020312963238516063,-0.0019784816444040803,-0.001989835577997106,15.557737639096809,13.068479507937814,-13.730633706703617
2026-08-21T00:30:39.050648,-0.0020326899925932444,-0.001977727644761549,-0.001989161822767875,15.557588959127788,13.068656558429637,-13.730633645565991
2026-08-21T00:30:39.058981,-0.0020341132355791245,-0.00197696997854534,-0.0019884599691148584,15.557440277777062,13.068833607760608,-13.730633583209034
2026-08-21T00:30:39.067314,-0.002035565876959817,-0.0019762092064641644,-0.0019877295421769753,15.557291595044697,13.069010655930763,-13.730633519632796
2026-08-21T00:30:39.075647,-0.0020370477314251402,-0.0019754458899884386,-0.0019869700741640462,15.557142910930661,13.069187702940033,-13.730633454837232
2026-08-21T00:30:39.083980,-0.0020385586043088154,-0.0019746805912032447,-0.0019861811044121075,15.556994225435,13.069364748788441,-13.730633388822374
2026-08-21T00:30:39.092313,-0.0020400982916942735,-0.0019739138726627614,-0.0019853621794361873,15.556845538557718,13.069541793475953,-13.730633321588215
2026-08-21T00:30:39.100646,-0.0020416665805215685,-0.0019731462972461837,-0.0019845128529805602,15.556696850298822,13.069718837002567,-13.730633253134748
2026-08-21T00:30:39.108979,-0.0020432632486953534,-0.0019723784280151523,-0.0019836326860664974,15.556548160658338,13.06989587936826,-13.730633183461983
2026-08-21T00:30:39.117312,-0.0020448880651938667,-0.0019716108280727106,-0.0019827212470375465,15.556399469636238,13.07007292057299,-13.730633112569885
2026-08-21T00:30:39.125645,-0.0020465407901788914,-0.0019708440604238025,-0.0019817781116023498,15.556250777232599,13.07024996061679,-13.730633040458507
2026-08-21T00:30:39.133978,-0.002048221175106631,-0.001970078687837339,-0.001980802862875032,15.556102083447376,13.070426999499604,-13.730632967127805
2026-08-21T00:30:39.142311,-0.0020499289628394643,-0.0019693152727098357,-0.001979795091413175,15.555953388280631,13.070604037221454,-13.730632892577816
2026-08-21T00:30:39.150644,-0.002051663887758538,-0.0019685543769306507,-0.0019787543952534117,15.555804691732343,13.07078107378229,-13.730632816808518
2026-08-21T00:30:39.158977,-0.002053425675877141,-0.0019677965617488228,-0.0019776803799446507,15.555655993802537,13.07095810918211,-13.730632739819908
2026-08-21T00:30:39.167310,-0.0020552140449548247,-0.0019670423876415365,-0.0019765726585789633,15.555507294491226,13.071135143420896,-13.730632661611994
2026-08-21T00:30:39.175643,-0.002057028704612231,-0.0019662924141842196,-0.001975430851820159,15.555358593798408,13.071312176498624,-13.730632582184759
2026-08-21T00:30:39.183976,-0.0020588693564465733,-0.0019655471999222894,-0.001974254587930068,15.555209891724143,13.071489208415313,-13.730632501538253
2026-08-21T00:30:39.192309,-0.0020607356941477343,-0.0019648073022445547,-0.0019730435027925587,15.555061188268374,13.07166623917089,-13.730632419672407
2026-08-21T00:30:39.200642,-0.0020626274036149445,-0.001964073277258291,-0.00197179723993532,15.554912483431181,13.071843268765399,-13.730632336587279
2026-08-21T00:30:39.208975,-0.00206454416307399,-0.0019633456796659945,-0.0019705154505494224,15.554763777212543,13.072020297198796,-13.730632252282843
2026-08-21T00:30:39.217308,-0.0020664856431949134,-0.0019626250626438185,-0.0019691977935066994,15.55461506961247,13.072197324471057,-13.730632166759095
2026-08-21T00:30:39.225641,-0.002068451507210174,-0.0019619119777217215,-0.0019678439353749584,15.554466360630988,13.072374350582177,-13.730632080016044
2026-08-21T00:30:39.233974,-0.002070441411033213,-0.00196120697466531,-0.0019664535504310644,15.554317650268104,13.072551375532141,-13.73063199205369
2026-08-21T00:30:39.242307,-0.0020724550033774016,-0.0019605106013593984,-0.0019650263206719095,15.554168938523839,13.072728399320935,-13.730631902872032
2026-08-21T00:30:39.250640,-0.0020744919258753203,-0.0019598234036932913,-0.0019635619358233007,15.554020225398187,13.072905421948528,-13.730631812471058
2026-08-21T00:30:39.258973,-0.0020765518131983336,-0.0019591459254477907,-0.0019620600933467954,15.553871510891183,13.073082443414927,-13.730631720850788
2026-08-21T00:30:39.267306,-0.0020786342931764356,-0.0019584787081839343,-0.001960520498444505,15.553722795002825,13.073259463720095,-13.730631628011205
2026-08-21T00:30:39.275639,-0.002080738986918306,-0.001957822291133474,-0.0019589428640619045,15.553574077733145,13.07343648286404,-13.73063153395233
2026-08-21T00:30:39.283972,-0.0020828655089315663,-0.001957177211091091,-0.0019573269108886598,15.553425359082143,13.07361350084673,-13.730631438674145
2026-08-21T00:30:39.292305,-0.002085013467243175,-0.0019565440023083633,-0.0019556723673575197,15.55327663904982,13.073790517668144,-13.730631342176647
2026-08-21T00:30:39.300638,-0.002087182463519946,-0.0019559231963894707,-0.0019539789696412808,15.553127917636226,13.073967533328293,-13.730631244459863
2026-08-21T00:30:39.308971,-0.0020893720931891486,-0.001955315322188663,-0.001952246461647873,15.552979194841326,13.074144547827128,-13.730631145523756
2026-08-21T00:30:39.317304,-0.0020915819455591517,-0.001954720905709464,-0.0019504745950135742,15.552830470665173,13.07432156116465,-13.73063104536835
2026-08-21T00:30:39.325637,-0.0020938116039400803,-0.0019541404700056503,-0.001948663129094397,15.552681745107758,13.074498573340849,-13.73063094399364
2026-08-21T00:30:39.333970,-0.002096060645764456,-0.001953574535083963,-0.0019468118309556707,15.5525330181691,13.074675584355692,-13.730630841399622
2026-08-21T00:30:39.342303,-0.0020983286427077815,-0.0019530236178085902,-0.0019449204753598445,15.552384289849217,13.074852594209176,-13.730630737586297
2026-08-21T00:30:39.350636,-0.002100615160809045,-0.0019524882318073956,-0.0019429888447525436,15.552235560148121,13.07502960290129,-13.730630632553678
2026-08-21T00:30:39.358969,-0.0021029197605911,-0.0019519688873799001,-0.0019410167292469036,15.55208682906583,13.075206610432014,-13.730630526301757
2026-08-21T00:30:39.367302,-0.002105241997180911,-0.0019514660914070206,-0.001939003926606219,15.55193809660234,13.075383616801323,-13.730630418830524
2026-08-21T00:30:39.375635,-0.002107581420429611,-0.0019509803472625552,-0.0019369502422249218,15.551789362757674,13.075560622009208,-13.730630310139986
2026-08-21T00:30:39.383968,-0.002109937575032357,-0.0019505121547264152,-0.0019348554891079318,15.551640627531842,13.075737626055654,-13.730630200230145
2026-08-21T00:30:39.392301,-0.0021123100006479496,-0.0019500620098996026,-0.0019327194878484002,15.551491890924872,13.075914628940648,-13.730630089101004
2026-08-21T00:30:39.400634,-0.002114698232018185,-0.001949630405120931,-0.0019305420666038736,15.551343152936756,13.076091630664168,-13.730629976752551
2026-08-21T00:30:39.408967,-0.0021171017990869187,-0.0019492178288854827,-0.0019283230610709135,15.551194413567526,13.076268631226203,-13.7306298631848
2026-08-21T00:30:39.417300,-0.0021195202271188035,-0.0019488247657647945,-0.001926062314458193,15.55104567281718,13.076445630626738,-13.730629748397742
2026-08-21T00:30:39.425633,-0.0021219530368176815,-0.0019484516963287793,-0.0019237596774581071,15.550896930685726,13.07662262886574,-13.73062963239137
2026-08-21T00:30:39.433966,-0.0021243997444446053,-0.0019480990970693669,-0.0019214150082169164,15.550748187173218,13.076799625943229,-13.730629515165719
2026-08-21T00:30:39.442299,-0.0021268598619354553,-0.0019477674403258597,-0.001919028172303457,15.550599442279605,13.076976621859146,-13.73062939672073
2026-08-21T00:30:39.450632,-0.0021293328970181345,-0.0019474571942120025,-0.0019165990426764483,15.550450696004964,13.07715361661352,-13.730629277056467
2026-08-21T00:30:39.458965,-0.0021318183533293083,-0.0019471688225447586,-0.001914127499650421,15.550301948349261,13.077330610206296,-13.73062915617288
2026-08-21T00:30:39.467298,-0.0021343157305306823,-0.0019469027847747815,-0.0019116134308602988,15.550153199312533,13.077507602637485,-13.730629034069993
2026-08-21T00:30:39.475631,-0.0021368245244247626,-0.001946659535918574,-0.001909056731224656,15.550004448894793,13.077684593907062,-13.73062891074781
2026-08-21T00:30:39.483964,-0.0021393442270701136,-0.0019464395264923373,-0.0019064573029076895,15.549855697096037,13.077861584015,-13.730628786206307
