time,rw_2.rw_friction
2026-08-21T00:30:38.609510,0.0
2026-08-21T00:30:38.658997,-0.0
2026-08-21T00:30:38.667330,-0.0005144144144144144
2026-08-21T00:30:38.675663,-0.0005288288288288289
2026-08-21T00:30:38.683996,-0.0005432432432432433
2026-08-21T00:30:38.692329,-0.0005576576576576576
2026-08-21T00:30:38.700662,-0.0005720720720720721
2026-08-21T00:30:38.708995,-0.0005864864864864865
2026-08-21T00:30:38.717328,-0.0006009009009009009
2026-08-21T00:30:38.725661,-0.0006153153153153154
2026-08-21T00:30:38.733994,-0.0006297297297297298
2026-08-21T00:30:38.742327,-0.0006441441441441442
2026-08-21T00:30:38.750660,-0.0006585585585585586
2026-08-21T00:30:38.758993,-0.000672972972972973
2026-08-21T00:30:38.767326,-0.0006873873873873874
2026-08-21T00:30:38.775659,-0.0007018018018018019
2026-08-21T00:30:38.783992,-0.0007162162162162163
2026-08-21T00:30:38.792325,-0.0007306306306306307
2026-08-21T00:30:38.800658,-0.0007450450450450451
2026-08-21T00:30:38.808991,-0.0007594594594594595
2026-08-21T00:30:38.817324,-0.0007738738738738739
2026-08-21T00:30:38.825657,-0.0007882882882882884
2026-08-21T00:30:38.833990,-0.0008027027027027029
2026-08-21T00:30:38.842323,-0.0008171171171171172
2026-08-21T00:30:38.850656,-0.0008315315315315316
2026-08-21T00:30:38.858989,-0.000845945945945946
2026-08-21T00:30:38.867322,-0.0008603603603603604
2026-08-21T00:30:38.875655,-0.0008747747747747749
2026-08-21T00:30:38.883988,-0.0008891891891891894
2026-08-21T00:30:38.892321,-0.0009036036036036037
2026-08-21T00:30:38.900654,-0.0009180180180180181
2026-08-21T00:30:38.908987,-0.0009324324324324325
2026-08-21T00:30:38.917320,-0.0009468468468468469
2026-08-21T00:30:38.925653,-0.0009612612612612614
2026-08-21T00:30:38.933986,-0.0009756756756756757
2026-08-21T00:30:38.942319,-0.0009900900900900902
2026-08-21T00:30:38.950652,-0.0010045045045045046
2026-08-21T00:30:38.958985,-0.001018918918918919
2026-08-21T00:30:38.967318,-0.0010333333333333336
2026-08-21T00:30:38.975651,-0.0010477477477477477
2026-08-21T00:30:38.983984,-0.0010621621621621623
2026-08-21T00:30:38.992317,-0.0010765765765765767
2026-08-21T00:30:39.000650,-0.001090990990990991
2026-08-21T00:30:39.008983,-0.0011054054054054057
2026-08-21T00:30:39.017316,-0.0011198198198198199
2026-08-21T00:30:39.025649,-0.0011342342342342345
2026-08-21T00:30:39.033982,-0.0011486486486486488
2026-08-21T00:30:39.042315,-0.0011630630630630632
2026-08-21T00:30:39.050648,-0.0011774774774774776
2026-08-21T00:30:39.058981,-0.001191891891891892
2026-08-21T00:30:39.067314,-0.0012063063063063066
2026-08-21T00:30:39.075647,-0.0012207207207207207
2026-08-21T00:30:39.083980,-0.0012351351351351353
2026-08-21T00:30:39.092313,-0.0012495495495495497
2026-08-21T00:30:39.100646,-0.001263963963963964
2026-08-21T00:30:39.108979,-0.0012783783783783787
2026-08-21T00:30:39.117312,-0.0012927927927927929
2026-08-21T00:30:39.125645,-0.0013072072072072075
2026-08-21T00:30:39.133978,-0.0013216216216216218
2026-08-21T00:30:39.142311,-0.0013360360360360362
2026-08-21T00:30:39.150644,-0.0013504504504504508
2026-08-21T00:30:39.158977,-0.001364864864864865
2026-08-21T00:30:39.167310,-0.0013792792792792791
2026-08-21T00:30:39.175643,-0.0013936936936936937
2026-08-21T00:30:39.183976,-0.001408108108108108
2026-08-21T00:30:39.192309,-0.001422522522522522
2026-08-21T00:30:39.200642,-0.0014369369369369367
2026-08-21T00:30:39.208975,-0.0014513513513513508
2026-08-21T00:30:39.217308,-0.0014657657657657652
2026-08-21T00:30:39.225641,-0.0014801801801801796
2026-08-21T00:30:39.233974,-0.001494594594594594
2026-08-21T00:30:39.242307,-0.0015090090090090081
2026-08-21T00:30:39.250640,-0.0015234234234234227
2026-08-21T00:30:39.258973,-0.0015378378378378369
2026-08-21T00:30:39.267306,-0.0015522522522522513
2026-08-21T00:30:39.275639,-0.0015666666666666656
2026-08-21T00:30:39.283972,-0.0015810810810810798
2026-08-21T00:30:39.292305,-0.0015954954954954942
2026-08-21T00:30:39.300638,-0.0016099099099099086
2026-08-21T00:30:39.308971,-0.001624324324324323
2026-08-21T00:30:39.317304,-0.0016387387387387371
2026-08-21T00:30:39.325637,-0.0016531531531531515
2026-08-21T00:30:39.333970,-0.0016675675675675659
2026-08-21T00:30:39.342303,-0.00168198198198198
2026-08-21T00:30:39.350636,-0.0016963963963963946
2026-08-21T00:30:39.358969,-0.0017108108108108088
2026-08-21T00:30:39.367302,-0.0017252252252252232
2026-08-21T00:30:39.375635,-0.0017396396396396376
2026-08-21T00:30:39.383968,-0.0017540540540540517
2026-08-21T00:30:39.392301,-0.001768468468468466
2026-08-21T00:30:39.400634,-0.0017828828828828805
2026-08-21T00:30:39.408967,-0.0017972972972972949
2026-08-21T00:30:39.417300,-0.001811711711711709
2026-08-21T00:30:39.425633,-0.0018261261261261234
2026-08-21T00:30:39.433966,-0.0018405405405405378
2026-08-21T00:30:39.442299,-0.001854954954954952
2026-08-21T00:30:39.450632,-0.0018693693693693663
2026-08-21T00:30:39.458965,-0.0018837837837837807
2026-08-21T00:30:39.467298,-0.001898198198198195
2026-08-21T00:30:39.475631,-0.0019126126126126092
2026-08-21T00:30:39.483964,-0.0019270270270270236
