time,css_2_>_sat.css_edge_0,css_2_>_sat.css_edge_1
2026-08-21T00:30:38.609510,7,1
2026-08-21T00:30:38.658997,7,1
2026-08-21T00:30:38.667330,7,1
2026-08-21T00:30:38.675663,7,1
2026-08-21T00:30:38.683996,7,1
2026-08-21T00:30:38.692329,7,1
2026-08-21T00:30:38.700662,7,1
2026-08-21T00:30:38.708995,7,1
2026-08-21T00:30:38.717328,7,1
2026-08-21T00:30:38.725661,7,1
2026-08-21T00:30:38.733994,7,1
2026-08-21T00:30:38.742327,7,1
2026-08-21T00:30:38.750660,7,1
2026-08-21T00:30:38.758993,7,1
2026-08-21T00:30:38.767326,7,1
2026-08-21T00:30:38.775659,7,1
2026-08-21T00:30:38.783992,7,1
2026-08-21T00:30:38.792325,7,1
2026-08-21T00:30:38.800658,7,1
2026-08-21T00:30:38.808991,7,1
2026-08-21T00:30:38.817324,7,1
2026-08-21T00:30:38.825657,7,1
2026-08-21T00:30:38.833990,7,1
2026-08-21T00:30:38.842323,7,1
2026-08-21T00:30:38.850656,7,1
2026-08-21T00:30:38.858989,7,1
2026-08-21T00:30:38.867322,7,1
2026-08-21T00:30:38.875655,7,1
2026-08-21T00:30:38.883988,7,1
2026-08-21T00:30:38.892321,7,1
2026-08-21T00:30:38.900654,7,1
2026-08-21T00:30:38.908987,7,1
2026-08-21T00:30:38.917320,7,1
2026-08-21T00:30:38.925653,7,1
2026-08-21T00:30:38.933986,7,1
2026-08-21T00:30:38.942319,7,1
2026-08-21T00:30:38.950652,7,1
2026-08-21T00:30:38.958985,7,1
2026-08-21T00:30:38.967318,7,1
2026-08-21T00:30:38.975651,7,1
2026-08-21T00:30:38.983984,7,1
2026-08-21T00:30:38.992317,7,1
2026-08-21T00:30:39.000650,7,1
2026-08-21T00:30:39.008983,7,1
2026-08-21T00:30:39.017316,7,1
2026-08-21T00:30:39.025649,7,1
2026-08-21T00:30:39.033982,7,1
2026-08-21T00:30:39.042315,7,1
2026-08-21T00:30:39.050648,7,1
2026-08-21T00:30:39.058981,7,1
2026-08-21T00:30:39.067314,7,1
2026-08-21T00:30:39.075647,7,1
2026-08-21T00:30:39.083980,7,1
2026-08-21T00:30:39.092313,7,1
2026-08-21T00:30:39.100646,7,1
2026-08-21T00:30:39.108979,7,1
2026-08-21T00:30:39.117312,7,1
2026-08-21T00:30:39.125645,7,1
2026-08-21T00:30:39.133978,7,1
2026-08-21T00:30:39.142311,7,1
2026-08-21T00:30:39.150644,7,1
2026-08-21T00:30:39.158977,7,1
2026-08-21T00:30:39.167310,7,1
2026-08-21T00:30:39.175643,7,1
2026-08-21T00:30:39.183976,7,1
2026-08-21T00:30:39.192309,7,1
2026-08-21T00:30:39.200642,7,1
2026-08-21T00:30:39.208975,7,1
2026-08-21T00:30:39.217308,7,1
2026-08-21T00:30:39.225641,7,1
2026-08-21T00:30:39.233974,7,1
2026-08-21T00:30:39.242307,7,1
2026-08-21T00:30:39.250640,7,1
2026-08-21T00:30:39.258973,7,1
2026-08-21T00:30:39.267306,7,1
2026-08-21T00:30:39.275639,7,1
2026-08-21T00:30:39.283972,7,1
2026-08-21T00:30:39.292305,7,1
2026-08-21T00:30:39.300638,7,1
2026-08-21T00:30:39.308971,7,1
2026-08-21T00:30:39.317304,7,1
2026-08-21T00:30:39.325637,7,1
2026-08-21T00:30:39.333970,7,1
2026-08-21T00:30:39.342303,7,1
2026-08-21T00:30:39.350636,7,1
2026-08-21T00:30:39.358969,7,1
2026-08-21T00:30:39.367302,7,1
2026-08-21T00:30:39.375635,7,1
2026-08-21T00:30:39.383968,7,1
2026-08-21T00:30:39.392301,7,1
2026-08-21T00:30:39.400634,7,1
2026-08-21T00:30:39.408967,7,1
2026-08-21T00:30:39.417300,7,1
2026-08-21T00:30:39.425633,7,1
2026-08-21T00:30:39.433966,7,1
2026-08-21T00:30:39.442299,7,1
2026-08-21T00:30:39.450632,7,1
2026-08-21T00:30:39.458965,7,1
2026-08-21T00:30:39.467298,7,1
2026-08-21T00:30:39.475631,7,1
2026-08-21T00:30:39.483964,7,1
