time,css_1_>_sat.css_edge_0,css_1_>_sat.css_edge_1
2026-05-06T20:26:39.850340,6,1
2026-05-06T20:26:39.858239,6,1
2026-05-06T20:26:39.866572,6,1
2026-05-06T20:26:39.874905,6,1
2026-05-06T20:26:39.883238,6,1
2026-05-06T20:26:39.891571,6,1
2026-05-06T20:26:39.899904,6,1
2026-05-06T20:26:39.908237,6,1
2026-05-06T20:26:39.916570,6,1
2026-05-06T20:26:39.924903,6,1
2026-05-06T20:26:39.933236,6,1
2026-05-06T20:26:39.941569,6,1
2026-05-06T20:26:39.949902,6,1
2026-05-06T20:26:39.958235,6,1
2026-05-06T20:26:39.966568,6,1
2026-05-06T20:26:39.974901,6,1
2026-05-06T20:26:39.983234,6,1
2026-05-06T20:26:39.991567,6,1
2026-05-06T20:26:39.999900,6,1
2026-05-06T20:26:40.008233,6,1
2026-05-06T20:26:40.016566,6,1
2026-05-06T20:26:40.024899,6,1
2026-05-06T20:26:40.033232,6,1
2026-05-06T20:26:40.041565,6,1
2026-05-06T20:26:40.049898,6,1
2026-05-06T20:26:40.058231,6,1
2026-05-06T20:26:40.066564,6,1
2026-05-06T20:26:40.074897,6,1
2026-05-06T20:26:40.083230,6,1
2026-05-06T20:26:40.091563,6,1
2026-05-06T20:26:40.099896,6,1
2026-05-06T20:26:40.108229,6,1
2026-05-06T20:26:40.116562,6,1
2026-05-06T20:26:40.124895,6,1
2026-05-06T20:26:40.133228,6,1
2026-05-06T20:26:40.141561,6,1
2026-05-06T20:26:40.149894,6,1
2026-05-06T20:26:40.158227,6,1
2026-05-06T20:26:40.166560,6,1
2026-05-06T20:26:40.174893,6,1
2026-05-06T20:26:40.183226,6,1
2026-05-06T20:26:40.191559,6,1
2026-05-06T20:26:40.199892,6,1
2026-05-06T20:26:40.208225,6,1
2026-05-06T20:26:40.216558,6,1
2026-05-06T20:26:40.224891,6,1
2026-05-06T20:26:40.233224,6,1
2026-05-06T20:26:40.241557,6,1
2026-05-06T20:26:40.249890,6,1
2026-05-06T20:26:40.258223,6,1
2026-05-06T20:26:40.266556,6,1
2026-05-06T20:26:40.274889,6,1
2026-05-06T20:26:40.283222,6,1
2026-05-06T20:26:40.291555,6,1
2026-05-06T20:26:40.299888,6,1
2026-05-06T20:26:40.308221,6,1
2026-05-06T20:26:40.316554,6,1
2026-05-06T20:26:40.324887,6,1
2026-05-06T20:26:40.333220,6,1
2026-05-06T20:26:40.341553,6,1
2026-05-06T20:26:40.349886,6,1
2026-05-06T20:26:40.358219,6,1
2026-05-06T20:26:40.366552,6,1
2026-05-06T20:26:40.374885,6,1
2026-05-06T20:26:40.383218,6,1
2026-05-06T20:26:40.391551,6,1
2026-05-06T20:26:40.399884,6,1
2026-05-06T20:26:40.408217,6,1
2026-05-06T20:26:40.416550,6,1
2026-05-06T20:26:40.424883,6,1
2026-05-06T20:26:40.433216,6,1
2026-05-06T20:26:40.441549,6,1
2026-05-06T20:26:40.449882,6,1
2026-05-06T20:26:40.458215,6,1
2026-05-06T20:26:40.466548,6,1
2026-05-06T20:26:40.474881,6,1
2026-05-06T20:26:40.483214,6,1
2026-05-06T20:26:40.491547,6,1
2026-05-06T20:26:40.499880,6,1
2026-05-06T20:26:40.508213,6,1
2026-05-06T20:26:40.516546,6,1
2026-05-06T20:26:40.524879,6,1
2026-05-06T20:26:40.533212,6,1
2026-05-06T20:26:40.541545,6,1
2026-05-06T20:26:40.549878,6,1
2026-05-06T20:26:40.558211,6,1
2026-05-06T20:26:40.566544,6,1
2026-05-06T20:26:40.574877,6,1
2026-05-06T20:26:40.583210,6,1
2026-05-06T20:26:40.591543,6,1
2026-05-06T20:26:40.599876,6,1
2026-05-06T20:26:40.608209,6,1
2026-05-06T20:26:40.616542,6,1
2026-05-06T20:26:40.624875,6,1
2026-05-06T20:26:40.633208,6,1
2026-05-06T20:26:40.641541,6,1
2026-05-06T20:26:40.649874,6,1
2026-05-06T20:26:40.658207,6,1
2026-05-06T20:26:40.666540,6,1
2026-05-06T20:26:40.674873,6,1
2026-05-06T20:26:40.683206,6,1
