time,ore_sat.att_est_0,ore_sat.att_est_1,ore_sat.att_est_2,ore_sat.att_est_3
2026-08-20T19:15:40.490178,0.187704703808306,0.18865935325653746,0.17809583214577357,0.9473417900469533
2026-08-20T19:15:40.498511,0.19064784435505777,0.1916223740422344,0.1805868144444782,0.9456863473995928
2026-08-20T19:15:40.506844,0.19415223076172736,0.19498153508892957,0.18290531702031784,0.9438393704811782
2026-08-20T19:15:40.515177,0.19683295514881155,0.19803627214399974,0.18560144668308945,0.9421202288836802
2026-08-20T19:15:40.523510,0.20043637226866803,0.20141116358475591,0.18783381400438998,0.940200649952857
2026-08-20T19:15:40.531843,0.2031109362510022,0.20427692224204036,0.19037532935820917,0.9384956689225123
2026-08-20T19:15:40.540176,0.20600267773810643,0.20716816197636342,0.19276849192649725,0.9367414573661449
2026-08-20T19:15:40.548509,0.20895534437730603,0.21008897087869063,0.1951214446095699,0.9349480788924959
2026-08-20T19:15:40.556842,0.21081763719350488,0.21266797648667102,0.19796732917981122,0.9333473052420652
2026-08-20T19:15:40.565175,0.21375866337740151,0.21557496864423178,0.20029533484005824,0.93151298733107
2026-08-20T19:15:40.573508,0.21666707284957357,0.21886578682750743,0.20284997490266293,0.9295187112593067
2026-08-20T19:15:40.581841,0.21941745708148797,0.22163492279312427,0.2051847179061072,0.9277031702350546
2026-08-20T19:15:40.590174,0.2224840940978444,0.22442775474678534,0.20732173430105916,0.9258243403903245
2026-08-20T19:15:40.598507,0.22505289359048017,0.22722589893615486,0.20974279831968914,0.9239737791150973
2026-08-20T19:15:40.606840,0.2283389322462149,0.23015188898026578,0.21179390451775149,0.9219733087397918
2026-08-20T19:15:40.615173,0.23128255832179742,0.23286313426864558,0.21390766198534977,0.9200688295223726
2026-08-20T19:15:40.623506,0.23433462199258812,0.2358073801461869,0.21606819603554855,0.9180395955873178
2026-08-20T19:15:40.631839,0.2373393025861493,0.23863636615939673,0.2181763741867835,0.9160359217524536
2026-08-20T19:15:40.640172,0.23989069926353918,0.2415154682104418,0.22054407360161427,0.9140476150732777
2026-08-20T19:15:40.648505,0.2426073111423765,0.2444267834892715,0.22282333028554097,0.9120016466946842
2026-08-20T19:15:40.656838,0.24523306384221022,0.24720490913799212,0.22506563352337655,0.9099977680760327
2026-08-20T19:15:40.665171,0.24767164737247066,0.25001043139348256,0.22740372072732598,0.9079873826665321
2026-08-20T19:15:40.673504,0.24987461132609082,0.25291642642223516,0.22989860855605543,0.9059484475644465
2026-08-20T19:15:40.681837,0.2517640529745878,0.25554581538342064,0.23239667587401577,0.9040481087378808
2026-08-20T19:15:40.690170,0.2542918711804968,0.25814682071648726,0.23454771596642832,0.9020439191859911
2026-08-20T19:15:40.698503,0.25676075850640573,0.2607373205244897,0.23670481013818587,0.9000337746075812
2026-08-20T19:15:40.706836,0.2595118566934105,0.26353441726029797,0.2388115882608487,0.8978709442158962
2026-08-20T19:15:40.715169,0.26206876847141675,0.26630226795987655,0.24097777766028625,0.895730301678586
2026-08-20T19:15:40.723502,0.26485624658266144,0.2690811309914222,0.24302513142786894,0.8935240898179457
2026-08-20T19:15:40.731835,0.26778819238949675,0.2719033327511706,0.2450094336993234,0.8912510527645445
2026-08-20T19:15:40.740168,0.2703300557548447,0.27452155455715616,0.24705311779104389,0.8891143537413113
2026-08-20T19:15:40.748501,0.2726801570765092,0.27716635848906057,0.24917654725676175,0.8869810538877606
2026-08-20T19:15:40.756834,0.2747624738049157,0.27984117202070774,0.25141331989341353,0.8848648733060046
2026-08-20T19:15:40.765167,0.2775112458767851,0.2826537724081733,0.25341648307099207,0.8825386334111799
2026-08-20T19:15:40.773500,0.2800890351034137,0.2852588494364428,0.25537792334888315,0.8803179184243881
2026-08-20T19:15:40.781833,0.28235980832201046,0.287918419962105,0.25747190290538213,0.8781139682895177
2026-08-20T19:15:40.790166,0.28495819524411437,0.29058274316458604,0.25942102486729335,0.8758203172997099
2026-08-20T19:15:40.798499,0.28754835423724934,0.29338869970819165,0.2614187255260787,0.8734410482701774
2026-08-20T19:15:40.806832,0.2897320160049695,0.29597378053951773,0.263459013743493,0.8712314435396299
2026-08-20T19:15:40.815165,0.29222375804962575,0.2986105549601799,0.2653899264846212,0.8689103513126166
