time,css_4.css_value
2026-08-21T00:30:38.609510,0.0
2026-08-21T00:30:38.658997,0.5326363019020208
2026-08-21T00:30:38.667330,0.5252414036578502
2026-08-21T00:30:38.675663,0.5070485957685806
2026-08-21T00:30:38.683996,0.49317026503783107
2026-08-21T00:30:38.692329,0.5090218711670759
2026-08-21T00:30:38.700662,0.4960197749780003
2026-08-21T00:30:38.708995,0.48146909209177174
2026-08-21T00:30:38.717328,0.46699778433805894
2026-08-21T00:30:38.725661,0.47822117098851097
2026-08-21T00:30:38.733994,0.4576153542251088
2026-08-21T00:30:38.742327,0.4429430806466515
2026-08-21T00:30:38.750660,0.44096253554104997
2026-08-21T00:30:38.758993,0.44175242924745173
2026-08-21T00:30:38.767326,0.4315987087278989
2026-08-21T00:30:38.775659,0.39915811779665844
2026-08-21T00:30:38.783992,0.4161256955593271
2026-08-21T00:30:38.792325,0.4055518010905165
2026-08-21T00:30:38.800658,0.3975287067602212
2026-08-21T00:30:38.808991,0.3736043973878173
2026-08-21T00:30:38.817324,0.3971422373838544
2026-08-21T00:30:38.825657,0.37731814178514295
2026-08-21T00:30:38.833990,0.35625239285599386
2026-08-21T00:30:38.842323,0.35553894194841584
2026-08-21T00:30:38.850656,0.3559358648575751
2026-08-21T00:30:38.858989,0.3303219725708961
2026-08-21T00:30:38.867322,0.3393943582803897
2026-08-21T00:30:38.875655,0.317277537639551
2026-08-21T00:30:38.883988,0.31991211763946187
2026-08-21T00:30:38.892321,0.2983518149938465
2026-08-21T00:30:38.900654,0.29645720753729626
2026-08-21T00:30:38.908987,0.28918343443434796
2026-08-21T00:30:38.917320,0.2667394048986155
2026-08-21T00:30:38.925653,0.2624024702212242
2026-08-21T00:30:38.933986,0.254399161471387
2026-08-21T00:30:38.942319,0.2531566075488729
2026-08-21T00:30:38.950652,0.2520438764535809
2026-08-21T00:30:38.958985,0.2438253414815806
2026-08-21T00:30:38.967318,0.22533440270020275
2026-08-21T00:30:38.975651,0.23471244291635504
2026-08-21T00:30:38.983984,0.20892946563711565
2026-08-21T00:30:38.992317,0.20003434956462274
2026-08-21T00:30:39.000650,0.2060073595887619
2026-08-21T00:30:39.008983,0.19527518054277881
2026-08-21T00:30:39.017316,0.19654834536715893
2026-08-21T00:30:39.025649,0.16991721900996856
2026-08-21T00:30:39.033982,0.1667222662060105
2026-08-21T00:30:39.042315,0.1558540835828446
2026-08-21T00:30:39.050648,0.1420481260621714
2026-08-21T00:30:39.058981,0.14868737074329572
2026-08-21T00:30:39.067314,0.14773772210604155
2026-08-21T00:30:39.075647,0.129087403223914
2026-08-21T00:30:39.083980,0.10688319289035456
2026-08-21T00:30:39.092313,0.11556788599571319
2026-08-21T00:30:39.100646,0.09610984169801694
2026-08-21T00:30:39.108979,0.11278354588887232
2026-08-21T00:30:39.117312,0.09514720933651759
2026-08-21T00:30:39.125645,0.09483714812198611
2026-08-21T00:30:39.133978,0.07281932473483363
2026-08-21T00:30:39.142311,0.05796826136588617
2026-08-21T00:30:39.150644,0.04705109464286028
2026-08-21T00:30:39.158977,0.05691392077208308
2026-08-21T00:30:39.167310,0.06540535072113407
2026-08-21T00:30:39.175643,0.04327543389369009
2026-08-21T00:30:39.183976,0.0269430777772256
2026-08-21T00:30:39.192309,0.0226131522439898
2026-08-21T00:30:39.200642,0.005147560246580869
2026-08-21T00:30:39.208975,0.007087540358262869
2026-08-21T00:30:39.217308,-0.002069155637787352
2026-08-21T00:30:39.225641,0.011555646340916445
2026-08-21T00:30:39.233974,0.014242497016447244
2026-08-21T00:30:39.242307,-0.021893088563272167
2026-08-21T00:30:39.250640,-0.009808379294626359
2026-08-21T00:30:39.258973,-0.004780476322070891
2026-08-21T00:30:39.267306,-0.020342201260741488
2026-08-21T00:30:39.275639,-0.0007720461679125511
2026-08-21T00:30:39.283972,-0.01070387481858996
2026-08-21T00:30:39.292305,0.007765384884524959
2026-08-21T00:30:39.300638,-0.011613039085051562
2026-08-21T00:30:39.308971,0.012879785033180484
2026-08-21T00:30:39.317304,-0.003010001315838479
2026-08-21T00:30:39.325637,0.013237085006323476
2026-08-21T00:30:39.333970,0.008181483249258683
2026-08-21T00:30:39.342303,0.012610036109279361
2026-08-21T00:30:39.350636,-0.013350988458210668
2026-08-21T00:30:39.358969,-0.013230915979128732
2026-08-21T00:30:39.367302,-0.005164639149839964
2026-08-21T00:30:39.375635,0.01636649908460233
2026-08-21T00:30:39.383968,0.008814010770014665
2026-08-21T00:30:39.392301,0.004955147697717762
2026-08-21T00:30:39.400634,0.00511993477065052
2026-08-21T00:30:39.408967,-0.0044258402716285256
2026-08-21T00:30:39.417300,0.008928092169030377
2026-08-21T00:30:39.425633,-0.003451139071228619
2026-08-21T00:30:39.433966,0.00873320627032712
2026-08-21T00:30:39.442299,-0.002932056056114738
2026-08-21T00:30:39.450632,0.002681803483559353
2026-08-21T00:30:39.458965,-0.0003906812895783708
2026-08-21T00:30:39.467298,-0.01093667435444284
2026-08-21T00:30:39.475631,-0.0005854538184781595
2026-08-21T00:30:39.483964,-0.006668764144809871
