time,css_5_>_sat.css_edge_0,css_5_>_sat.css_edge_1
2026-08-21T00:30:38.609510,10,1
2026-08-21T00:30:38.658997,10,1
2026-08-21T00:30:38.667330,10,1
2026-08-21T00:30:38.675663,10,1
2026-08-21T00:30:38.683996,10,1
2026-08-21T00:30:38.692329,10,1
2026-08-21T00:30:38.700662,10,1
2026-08-21T00:30:38.708995,10,1
2026-08-21T00:30:38.717328,10,1
2026-08-21T00:30:38.725661,10,1
2026-08-21T00:30:38.733994,10,1
2026-08-21T00:30:38.742327,10,1
2026-08-21T00:30:38.750660,10,1
2026-08-21T00:30:38.758993,10,1
2026-08-21T00:30:38.767326,10,1
2026-08-21T00:30:38.775659,10,1
2026-08-21T00:30:38.783992,10,1
2026-08-21T00:30:38.792325,10,1
2026-08-21T00:30:38.800658,10,1
2026-08-21T00:30:38.808991,10,1
2026-08-21T00:30:38.817324,10,1
2026-08-21T00:30:38.825657,10,1
2026-08-21T00:30:38.833990,10,1
2026-08-21T00:30:38.842323,10,1
2026-08-21T00:30:38.850656,10,1
2026-08-21T00:30:38.858989,10,1
2026-08-21T00:30:38.867322,10,1
2026-08-21T00:30:38.875655,10,1
2026-08-21T00:30:38.883988,10,1
2026-08-21T00:30:38.892321,10,1
2026-08-21T00:30:38.900654,10,1
2026-08-21T00:30:38.908987,10,1
2026-08-21T00:30:38.917320,10,1
2026-08-21T00:30:38.925653,10,1
2026-08-21T00:30:38.933986,10,1
2026-08-21T00:30:38.942319,10,1
2026-08-21T00:30:38.950652,10,1
2026-08-21T00:30:38.958985,10,1
2026-08-21T00:30:38.967318,10,1
2026-08-21T00:30:38.975651,10,1
2026-08-21T00:30:38.983984,10,1
2026-08-21T00:30:38.992317,10,1
2026-08-21T00:30:39.000650,10,1
2026-08-21T00:30:39.008983,10,1
2026-08-21T00:30:39.017316,10,1
2026-08-21T00:30:39.025649,10,1
2026-08-21T00:30:39.033982,10,1
2026-08-21T00:30:39.042315,10,1
2026-08-21T00:30:39.050648,10,1
2026-08-21T00:30:39.058981,10,1
2026-08-21T00:30:39.067314,10,1
2026-08-21T00:30:39.075647,10,1
2026-08-21T00:30:39.083980,10,1
2026-08-21T00:30:39.092313,10,1
2026-08-21T00:30:39.100646,10,1
2026-08-21T00:30:39.108979,10,1
2026-08-21T00:30:39.117312,10,1
2026-08-21T00:30:39.125645,10,1
2026-08-21T00:30:39.133978,10,1
2026-08-21T00:30:39.142311,10,1
2026-08-21T00:30:39.150644,10,1
2026-08-21T00:30:39.158977,10,1
2026-08-21T00:30:39.167310,10,1
2026-08-21T00:30:39.175643,10,1
2026-08-21T00:30:39.183976,10,1
2026-08-21T00:30:39.192309,10,1
2026-08-21T00:30:39.200642,10,1
2026-08-21T00:30:39.208975,10,1
2026-08-21T00:30:39.217308,10,1
2026-08-21T00:30:39.225641,10,1
2026-08-21T00:30:39.233974,10,1
2026-08-21T00:30:39.242307,10,1
2026-08-21T00:30:39.250640,10,1
2026-08-21T00:30:39.258973,10,1
2026-08-21T00:30:39.267306,10,1
2026-08-21T00:30:39.275639,10,1
2026-08-21T00:30:39.283972,10,1
2026-08-21T00:30:39.292305,10,1
2026-08-21T00:30:39.300638,10,1
2026-08-21T00:30:39.308971,10,1
2026-08-21T00:30:39.317304,10,1
2026-08-21T00:30:39.325637,10,1
2026-08-21T00:30:39.333970,10,1
2026-08-21T00:30:39.342303,10,1
2026-08-21T00:30:39.350636,10,1
2026-08-21T00:30:39.358969,10,1
2026-08-21T00:30:39.367302,10,1
2026-08-21T00:30:39.375635,10,1
2026-08-21T00:30:39.383968,10,1
2026-08-21T00:30:39.392301,10,1
2026-08-21T00:30:39.400634,10,1
2026-08-21T00:30:39.408967,10,1
2026-08-21T00:30:39.417300,10,1
2026-08-21T00:30:39.425633,10,1
2026-08-21T00:30:39.433966,10,1
2026-08-21T00:30:39.442299,10,1
2026-08-21T00:30:39.450632,10,1
2026-08-21T00:30:39.458965,10,1
2026-08-21T00:30:39.467298,10,1
2026-08-21T00:30:39.475631,10,1
2026-08-21T00:30:39.483964,10,1
