time,rw_2.rw_ang_momentum_0,rw_2.rw_ang_momentum_1,rw_2.rw_ang_momentum_2
2026-08-21T00:30:38.609510,0.0,0.0,0.0
2026-08-21T00:30:38.658997,0.0,-0.000016666666666666667,0.0
2026-08-21T00:30:38.667330,0.0,-0.000033333333333333335,0.0
2026-08-21T00:30:38.675663,0.0,-0.00005,0.0
2026-08-21T00:30:38.683996,0.0,-0.00006666666666666667,0.0
2026-08-21T00:30:38.692329,0.0,-0.00008333333333333334,0.0
2026-08-21T00:30:38.700662,0.0,-0.00010000000000000002,0.0
2026-08-21T00:30:38.708995,0.0,-0.00011666666666666669,0.0
2026-08-21T00:30:38.717328,0.0,-0.00013333333333333337,0.0
2026-08-21T00:30:38.725661,0.0,-0.00015000000000000004,0.0
2026-08-21T00:30:38.733994,0.0,-0.00016666666666666672,0.0
2026-08-21T00:30:38.742327,0.0,-0.0001833333333333334,0.0
2026-08-21T00:30:38.750660,0.0,-0.00020000000000000006,0.0
2026-08-21T00:30:38.758993,0.0,-0.00021666666666666674,0.0
2026-08-21T00:30:38.767326,0.0,-0.0002333333333333334,0.0
2026-08-21T00:30:38.775659,0.0,-0.00025000000000000006,0.0
2026-08-21T00:30:38.783992,0.0,-0.00026666666666666673,0.0
2026-08-21T00:30:38.792325,0.0,-0.0002833333333333334,0.0
2026-08-21T00:30:38.800658,0.0,-0.0003000000000000001,0.0
2026-08-21T00:30:38.808991,0.0,-0.00031666666666666676,0.0
2026-08-21T00:30:38.817324,0.0,-0.00033333333333333343,0.0
2026-08-21T00:30:38.825657,0.0,-0.0003500000000000001,0.0
2026-08-21T00:30:38.833990,0.0,-0.0003666666666666668,0.0
2026-08-21T00:30:38.842323,0.0,-0.00038333333333333345,0.0
2026-08-21T00:30:38.850656,0.0,-0.00040000000000000013,0.0
2026-08-21T00:30:38.858989,0.0,-0.0004166666666666668,0.0
2026-08-21T00:30:38.867322,0.0,-0.0004333333333333335,0.0
2026-08-21T00:30:38.875655,0.0,-0.00045000000000000015,0.0
