time,ore_sat.sun_pos_0,ore_sat.sun_pos_1,ore_sat.sun_pos_2
2026-08-20T19:15:40.248521,-0.634517670094248,-0.5328050716944658,0.5599161382875315
2026-08-20T19:15:40.256854,-0.6345116081167689,-0.5328122924698461,0.559916136718794
2026-08-20T19:15:40.265187,-0.6345055460829057,-0.53281951319788,0.5599161351002556
2026-08-20T19:15:40.273520,-0.6344994839926589,-0.5328267338785673,0.5599161334319166
2026-08-20T19:15:40.281853,-0.6344934218460292,-0.5328339545119072,0.5599161317137771
2026-08-20T19:15:40.290186,-0.6344873596430171,-0.5328411750978989,0.5599161299458366
2026-08-20T19:15:40.298519,-0.634481297383623,-0.5328483956365418,0.5599161281280955
2026-08-20T19:15:40.306852,-0.6344752350678475,-0.5328556161278355,0.5599161262605538
2026-08-20T19:15:40.315185,-0.6344691726956913,-0.532862836571779,0.5599161243432114
2026-08-20T19:15:40.323518,-0.6344631102671547,-0.5328700569683721,0.5599161223760682
2026-08-20T19:15:40.331851,-0.6344570477822384,-0.5328772773176137,0.5599161203591244
2026-08-20T19:15:40.340184,-0.6344509852409428,-0.5328844976195035,0.5599161182923799
2026-08-20T19:15:40.348517,-0.6344449226432687,-0.5328917178740407,0.5599161161758347
2026-08-20T19:15:40.356850,-0.6344388599892162,-0.5328989380812246,0.5599161140094887
2026-08-20T19:15:40.365183,-0.6344327972787863,-0.5329061582410547,0.5599161117933421
2026-08-20T19:15:40.373516,-0.6344267345119793,-0.5329133783535303,0.5599161095273948
2026-08-20T19:15:40.381849,-0.6344206716887957,-0.5329205984186507,0.5599161072116469
2026-08-20T19:15:40.390182,-0.6344146088092363,-0.5329278184364155,0.5599161048460982
2026-08-20T19:15:40.398515,-0.6344085458733013,-0.5329350384068237,0.5599161024307489
2026-08-20T19:15:40.406848,-0.6344024828809914,-0.5329422583298749,0.5599160999655988
2026-08-20T19:15:40.415181,-0.6343964198323072,-0.5329494782055684,0.559916097450648
2026-08-20T19:15:40.423514,-0.6343903567272491,-0.5329566980339034,0.5599160948858964
2026-08-20T19:15:40.431847,-0.6343842935658178,-0.5329639178148796,0.5599160922713444
2026-08-20T19:15:40.440180,-0.6343782303480137,-0.5329711375484961,0.5599160896069916
2026-08-20T19:15:40.448513,-0.6343721670738374,-0.5329783572347523,0.5599160868928379
2026-08-20T19:15:40.456846,-0.6343661037432894,-0.5329855768736477,0.5599160841288837
2026-08-20T19:15:40.465179,-0.6343600403563703,-0.5329927964651815,0.5599160813151288
2026-08-20T19:15:40.473512,-0.6343539769130805,-0.5330000160093531,0.5599160784515732
2026-08-20T19:15:40.481845,-0.6343479134134207,-0.5330072355061618,0.5599160755382169
2026-08-20T19:15:40.490178,-0.6343418498573913,-0.5330144549556071,0.5599160725750599
2026-08-20T19:15:40.498511,-0.634335786244993,-0.5330216743576883,0.5599160695621024
2026-08-20T19:15:40.506844,-0.6343297225762263,-0.5330288937124047,0.559916066499344
2026-08-20T19:15:40.515177,-0.6343236588510917,-0.5330361130197556,0.5599160633867849
2026-08-20T19:15:40.523510,-0.6343175950695896,-0.5330433322797405,0.5599160602244251
2026-08-20T19:15:40.531843,-0.6343115312317209,-0.5330505514923589,0.5599160570122648
2026-08-20T19:15:40.540176,-0.6343054673374857,-0.5330577706576097,0.5599160537503036
2026-08-20T19:15:40.548509,-0.634299403386885,-0.5330649897754927,0.5599160504385418
2026-08-20T19:15:40.556842,-0.6342933393799189,-0.533072208846007,0.5599160470769794
2026-08-20T19:15:40.565175,-0.6342872753165881,-0.5330794278691522,0.5599160436656162
2026-08-20T19:15:40.573508,-0.6342812111968933,-0.5330866468449273,0.5599160402044523
2026-08-20T19:15:40.581841,-0.6342751470208349,-0.5330938657733321,0.5599160366934878
2026-08-20T19:15:40.590174,-0.6342690827884133,-0.5331010846543653,0.5599160331327224
2026-08-20T19:15:40.598507,-0.6342630184996294,-0.5331083034880272,0.5599160295221566
2026-08-20T19:15:40.606840,-0.6342569541544834,-0.5331155222743164,0.5599160258617899
2026-08-20T19:15:40.615173,-0.6342508897529758,-0.5331227410132324,0.5599160221516227
2026-08-20T19:15:40.623506,-0.6342448252951075,-0.5331299597047747,0.5599160183916547
2026-08-20T19:15:40.631839,-0.6342387607808788,-0.5331371783489427,0.559916014581886
2026-08-20T19:15:40.640172,-0.6342326962102904,-0.5331443969457357,0.5599160107223167
2026-08-20T19:15:40.648505,-0.6342266315833425,-0.5331516154951529,0.5599160068129466
2026-08-20T19:15:40.656838,-0.6342205669000359,-0.5331588339971939,0.559916002853776
2026-08-20T19:15:40.665171,-0.6342145021603712,-0.5331660524518579,0.5599159988448046
2026-08-20T19:15:40.673504,-0.6342084373643488,-0.5331732708591443,0.5599159947860325
2026-08-20T19:15:40.681837,-0.6342023725119693,-0.5331804892190526,0.5599159906774598
2026-08-20T19:15:40.690170,-0.6341963076032331,-0.5331877075315818,0.5599159865190863
2026-08-20T19:15:40.698503,-0.6341902426381409,-0.5331949257967317,0.5599159823109121
2026-08-20T19:15:40.706836,-0.6341841776166933,-0.5332021440145013,0.5599159780529372
2026-08-20T19:15:40.715169,-0.6341781125388908,-0.5332093621848902,0.5599159737451618
2026-08-20T19:15:40.723502,-0.6341720474047337,-0.5332165803078976,0.5599159693875856
2026-08-20T19:15:40.731835,-0.6341659822142226,-0.5332237983835229,0.5599159649802087
2026-08-20T19:15:40.740168,-0.6341599169673583,-0.5332310164117655,0.5599159605230312
2026-08-20T19:15:40.748501,-0.6341538516641412,-0.5332382343926249,0.5599159560160529
2026-08-20T19:15:40.756834,-0.6341477863045718,-0.5332454523261001,0.559915951459274
2026-08-20T19:15:40.765167,-0.6341417208886506,-0.5332526702121907,0.5599159468526944
2026-08-20T19:15:40.773500,-0.6341356554163783,-0.533259888050896,0.5599159421963141
2026-08-20T19:15:40.781833,-0.6341295898877553,-0.5332671058422153,0.5599159374901332
2026-08-20T19:15:40.790166,-0.6341235243027822,-0.5332743235861482,0.5599159327341517
2026-08-20T19:15:40.798499,-0.6341174586614593,-0.5332815412826937,0.5599159279283693
2026-08-20T19:15:40.806832,-0.6341113929637876,-0.5332887589318516,0.5599159230727865
2026-08-20T19:15:40.815165,-0.6341053272097673,-0.5332959765336207,0.5599159181674028
