time,earth.world_vel.ωx,earth.world_vel.ωy,earth.world_vel.ωz,earth.world_vel.x,earth.world_vel.y,earth.world_vel.z
2026-03-19T22:51:19.722432,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.730765,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.739098,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.747431,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.755764,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.764097,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.772430,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.780763,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.789096,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.797429,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.805762,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.814095,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.822428,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.830761,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.839094,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.847427,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.855760,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.864093,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.872426,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.880759,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.889092,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.897425,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.905758,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.914091,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.922424,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.930757,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.939090,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.947423,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.955756,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.964089,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.972422,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.980755,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.989088,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:19.997421,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.005754,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.014087,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.022420,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.030753,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.039086,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.047419,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.055752,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.064085,0.0,0.0,0.000072921159,0.0,0.0,0.0
2026-03-19T22:51:20.072418,0.0,0.0,0.000072921159,0.0,0.0,0.0
