time,earth.world_pos.q0,earth.world_pos.q1,earth.world_pos.q2,earth.world_pos.q3,earth.world_pos.x,earth.world_pos.y,earth.world_pos.z
2026-04-19T15:52:06.406160,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-04-19T15:52:06.416629,0.0,0.0,3.0383815034645946e-7,0.9999999999999538,0.0,0.0,0.0
2026-04-19T15:52:06.424962,0.0,0.0,6.07676300692891e-7,0.9999999999998155,0.0,0.0,0.0
2026-04-19T15:52:06.433295,0.0,0.0,9.115144510392662e-7,0.9999999999995847,0.0,0.0,0.0
2026-04-19T15:52:06.441628,0.0,0.0,1.2153526013855575e-6,0.9999999999992615,0.0,0.0,0.0
2026-04-19T15:52:06.449961,0.0,0.0,1.5191907517317365e-6,0.999999999998846,0.0,0.0,0.0
2026-04-19T15:52:06.458294,0.0,0.0,1.8230289020777756e-6,0.9999999999983384,0.0,0.0,0.0
2026-04-19T15:52:06.466627,0.0,0.0,2.126867052423646e-6,0.9999999999977384,0.0,0.0,0.0
2026-04-19T15:52:06.474960,0.0,0.0,2.43070520276932e-6,0.9999999999970459,0.0,0.0,0.0
2026-04-19T15:52:06.483293,0.0,0.0,2.73454335311477e-6,0.9999999999962612,0.0,0.0,0.0
2026-04-19T15:52:06.491626,0.0,0.0,3.038381503459967e-6,0.9999999999953841,0.0,0.0,0.0
2026-04-19T15:52:06.499959,0.0,0.0,3.342219653804884e-6,0.9999999999944148,0.0,0.0,0.0
2026-04-19T15:52:06.508292,0.0,0.0,3.646057804149492e-6,0.9999999999933531,0.0,0.0,0.0
2026-04-19T15:52:06.516625,0.0,0.0,3.949895954493764e-6,0.9999999999921991,0.0,0.0,0.0
2026-04-19T15:52:06.524958,0.0,0.0,4.253734104837671e-6,0.999999999990953,0.0,0.0,0.0
2026-04-19T15:52:06.533291,0.0,0.0,4.557572255181185e-6,0.9999999999896144,0.0,0.0,0.0
2026-04-19T15:52:06.541624,0.0,0.0,4.861410405524278e-6,0.9999999999881835,0.0,0.0,0.0
2026-04-19T15:52:06.549957,0.0,0.0,5.165248555866922e-6,0.9999999999866602,0.0,0.0,0.0
2026-04-19T15:52:06.558290,0.0,0.0,5.46908670620909e-6,0.9999999999850446,0.0,0.0,0.0
2026-04-19T15:52:06.566623,0.0,0.0,5.7729248565507525e-6,0.9999999999833368,0.0,0.0,0.0
2026-04-19T15:52:06.574956,0.0,0.0,6.076763006891882e-6,0.9999999999815365,0.0,0.0,0.0
2026-04-19T15:52:06.583289,0.0,0.0,6.3806011572324515e-6,0.9999999999796441,0.0,0.0,0.0
2026-04-19T15:52:06.591622,0.0,0.0,6.684439307572432e-6,0.9999999999776592,0.0,0.0,0.0
2026-04-19T15:52:06.599955,0.0,0.0,6.988277457911795e-6,0.999999999975582,0.0,0.0,0.0
2026-04-19T15:52:06.608288,0.0,0.0,7.2921156082505124e-6,0.9999999999734125,0.0,0.0,0.0
2026-04-19T15:52:06.616621,0.0,0.0,7.595953758588558e-6,0.9999999999711509,0.0,0.0,0.0
2026-04-19T15:52:06.624954,0.0,0.0,7.899791908925903e-6,0.9999999999687967,0.0,0.0,0.0
2026-04-19T15:52:06.633287,0.0,0.0,8.203630059262515e-6,0.9999999999663503,0.0,0.0,0.0
2026-04-19T15:52:06.641620,0.0,0.0,8.507468209598373e-6,0.9999999999638115,0.0,0.0,0.0
2026-04-19T15:52:06.649953,0.0,0.0,8.811306359933444e-6,0.9999999999611804,0.0,0.0,0.0
2026-04-19T15:52:06.658286,0.0,0.0,9.115144510267703e-6,0.9999999999584572,0.0,0.0,0.0
2026-04-19T15:52:06.666619,0.0,0.0,9.418982660601119e-6,0.9999999999556415,0.0,0.0,0.0
2026-04-19T15:52:06.674952,0.0,0.0,9.722820810933666e-6,0.9999999999527335,0.0,0.0,0.0
2026-04-19T15:52:06.683285,0.0,0.0,0.000010026658961265315,0.9999999999497331,0.0,0.0,0.0
2026-04-19T15:52:06.691618,0.0,0.0,0.000010330497111596037,0.9999999999466405,0.0,0.0,0.0
2026-04-19T15:52:06.699951,0.0,0.0,0.000010634335261925808,0.9999999999434555,0.0,0.0,0.0
2026-04-19T15:52:06.708284,0.0,0.0,0.000010938173412254596,0.9999999999401782,0.0,0.0,0.0
2026-04-19T15:52:06.716617,0.0,0.0,0.000011242011562582375,0.9999999999368085,0.0,0.0,0.0
2026-04-19T15:52:06.724950,0.0,0.0,0.000011545849712909115,0.9999999999333467,0.0,0.0,0.0
2026-04-19T15:52:06.733283,0.0,0.0,0.00001184968786323479,0.9999999999297926,0.0,0.0,0.0
2026-04-19T15:52:06.741616,0.0,0.0,0.000012153526013559369,0.9999999999261459,0.0,0.0,0.0
2026-04-19T15:52:06.749949,0.0,0.0,0.00001245736416388283,0.9999999999224072,0.0,0.0,0.0
2026-04-19T15:52:06.758282,0.0,0.0,0.000012761202314205138,0.999999999918576,0.0,0.0,0.0
2026-04-19T15:52:06.766615,0.0,0.0,0.000013065040464526269,0.9999999999146525,0.0,0.0,0.0
2026-04-19T15:52:06.774948,0.0,0.0,0.000013368878614846193,0.9999999999106367,0.0,0.0,0.0
2026-04-19T15:52:06.783281,0.0,0.0,0.000013672716765164883,0.9999999999065285,0.0,0.0,0.0
2026-04-19T15:52:06.791614,0.0,0.0,0.00001397655491548231,0.999999999902328,0.0,0.0,0.0
2026-04-19T15:52:06.799947,0.0,0.0,0.000014280393065798448,0.9999999998980352,0.0,0.0,0.0
2026-04-19T15:52:06.808280,0.0,0.0,0.000014584231216113267,0.9999999998936501,0.0,0.0,0.0
2026-04-19T15:52:06.816613,0.0,0.0,0.00001488806936642674,0.9999999998891727,0.0,0.0,0.0
2026-04-19T15:52:06.824946,0.0,0.0,0.000015191907516738841,0.9999999998846031,0.0,0.0,0.0
2026-04-19T15:52:06.833279,0.0,0.0,0.000015495745667049536,0.999999999879941,0.0,0.0,0.0
2026-04-19T15:52:06.841612,0.0,0.0,0.000015799583817358802,0.9999999998751866,0.0,0.0,0.0
2026-04-19T15:52:06.849945,0.0,0.0,0.000016103421967666607,0.9999999998703399,0.0,0.0,0.0
2026-04-19T15:52:06.858278,0.0,0.0,0.000016407260117972925,0.9999999998654009,0.0,0.0,0.0
2026-04-19T15:52:06.866611,0.0,0.0,0.000016711098268277728,0.9999999998603696,0.0,0.0,0.0
2026-04-19T15:52:06.874944,0.0,0.0,0.000017014936418580993,0.9999999998552461,0.0,0.0,0.0
2026-04-19T15:52:06.883277,0.0,0.0,0.000017318774568882686,0.9999999998500302,0.0,0.0,0.0
2026-04-19T15:52:06.891610,0.0,0.0,0.00001762261271918278,0.9999999998447219,0.0,0.0,0.0
2026-04-19T15:52:06.899943,0.0,0.0,0.000017926450869481247,0.9999999998393213,0.0,0.0,0.0
2026-04-19T15:52:06.908276,0.0,0.0,0.000018230289019778057,0.9999999998338284,0.0,0.0,0.0
2026-04-19T15:52:06.916609,0.0,0.0,0.000018534127170073184,0.9999999998282432,0.0,0.0,0.0
2026-04-19T15:52:06.924942,0.0,0.0,0.0000188379653203666,0.9999999998225656,0.0,0.0,0.0
2026-04-19T15:52:06.933275,0.0,0.0,0.000019141803470658277,0.9999999998167958,0.0,0.0,0.0
2026-04-19T15:52:06.941608,0.0,0.0,0.00001944564162094819,0.9999999998109336,0.0,0.0,0.0
2026-04-19T15:52:06.949941,0.0,0.0,0.000019749479771236306,0.9999999998049791,0.0,0.0,0.0
2026-04-19T15:52:06.958274,0.0,0.0,0.0000200533179215226,0.9999999997989323,0.0,0.0,0.0
2026-04-19T15:52:06.966607,0.0,0.0,0.000020357156071807044,0.9999999997927931,0.0,0.0,0.0
2026-04-19T15:52:06.974940,0.0,0.0,0.000020660994222089604,0.9999999997865616,0.0,0.0,0.0
2026-04-19T15:52:06.983273,0.0,0.0,0.000020964832372370263,0.999999999780238,0.0,0.0,0.0
2026-04-19T15:52:06.991606,0.0,0.0,0.00002126867052264898,0.9999999997738219,0.0,0.0,0.0
2026-04-19T15:52:06.999939,0.0,0.0,0.000021572508672925737,0.9999999997673135,0.0,0.0,0.0
2026-04-19T15:52:07.008272,0.0,0.0,0.0000218763468232005,0.9999999997607127,0.0,0.0,0.0
2026-04-19T15:52:07.016605,0.0,0.0,0.000022180184973473246,0.9999999997540197,0.0,0.0,0.0
2026-04-19T15:52:07.024938,0.0,0.0,0.000022484023123743944,0.9999999997472343,0.0,0.0,0.0
2026-04-19T15:52:07.033271,0.0,0.0,0.000022787861274012572,0.9999999997403568,0.0,0.0,0.0
2026-04-19T15:52:07.041604,0.0,0.0,0.00002309169942427909,0.9999999997333868,0.0,0.0,0.0
2026-04-19T15:52:07.049937,0.0,0.0,0.000023395537574543476,0.9999999997263245,0.0,0.0,0.0
2026-04-19T15:52:07.058270,0.0,0.0,0.0000236993757248057,0.9999999997191699,0.0,0.0,0.0
2026-04-19T15:52:07.066603,0.0,0.0,0.00002400321387506574,0.9999999997119229,0.0,0.0,0.0
2026-04-19T15:52:07.074936,0.0,0.0,0.000024307052025323563,0.9999999997045836,0.0,0.0,0.0
2026-04-19T15:52:07.083269,0.0,0.0,0.000024610890175579143,0.999999999697152,0.0,0.0,0.0
2026-04-19T15:52:07.091602,0.0,0.0,0.000024914728325832447,0.9999999996896282,0.0,0.0,0.0
2026-04-19T15:52:07.099935,0.0,0.0,0.000025218566476083453,0.9999999996820119,0.0,0.0,0.0
2026-04-19T15:52:07.108268,0.0,0.0,0.000025522404626332132,0.9999999996743034,0.0,0.0,0.0
2026-04-19T15:52:07.116601,0.0,0.0,0.000025826242776578453,0.9999999996665025,0.0,0.0,0.0
2026-04-19T15:52:07.124934,0.0,0.0,0.00002613008092682239,0.9999999996586094,0.0,0.0,0.0
2026-04-19T15:52:07.133267,0.0,0.0,0.000026433919077063918,0.9999999996506239,0.0,0.0,0.0
2026-04-19T15:52:07.141600,0.0,0.0,0.000026737757227303008,0.9999999996425463,0.0,0.0,0.0
2026-04-19T15:52:07.149933,0.0,0.0,0.000027041595377539622,0.9999999996343761,0.0,0.0,0.0
2026-04-19T15:52:07.158266,0.0,0.0,0.000027345433527773742,0.9999999996261136,0.0,0.0,0.0
2026-04-19T15:52:07.166599,0.0,0.0,0.000027649271678005338,0.9999999996177589,0.0,0.0,0.0
2026-04-19T15:52:07.174932,0.0,0.0,0.00002795310982823439,0.999999999609312,0.0,0.0,0.0
2026-04-19T15:52:07.183265,0.0,0.0,0.000028256947978460852,0.9999999996007726,0.0,0.0,0.0
2026-04-19T15:52:07.191598,0.0,0.0,0.000028560786128684706,0.9999999995921408,0.0,0.0,0.0
2026-04-19T15:52:07.199931,0.0,0.0,0.000028864624278905924,0.9999999995834168,0.0,0.0,0.0
2026-04-19T15:52:07.208264,0.0,0.0,0.000029168462429124475,0.9999999995746004,0.0,0.0,0.0
2026-04-19T15:52:07.216597,0.0,0.0,0.000029472300579340333,0.9999999995656917,0.0,0.0,0.0
2026-04-19T15:52:07.224930,0.0,0.0,0.000029776138729553477,0.9999999995566909,0.0,0.0,0.0
2026-04-19T15:52:07.233263,0.0,0.0,0.00003007997687976386,0.9999999995475974,0.0,0.0,0.0
2026-04-19T15:52:07.241596,0.0,0.0,0.00003038381502997148,0.999999999538412,0.0,0.0,0.0
