time,css_2_>_sat.css_edge_0,css_2_>_sat.css_edge_1
2026-05-06T20:26:39.850340,7,1
2026-05-06T20:26:39.858239,7,1
2026-05-06T20:26:39.866572,7,1
2026-05-06T20:26:39.874905,7,1
2026-05-06T20:26:39.883238,7,1
2026-05-06T20:26:39.891571,7,1
2026-05-06T20:26:39.899904,7,1
2026-05-06T20:26:39.908237,7,1
2026-05-06T20:26:39.916570,7,1
2026-05-06T20:26:39.924903,7,1
2026-05-06T20:26:39.933236,7,1
2026-05-06T20:26:39.941569,7,1
2026-05-06T20:26:39.949902,7,1
2026-05-06T20:26:39.958235,7,1
2026-05-06T20:26:39.966568,7,1
2026-05-06T20:26:39.974901,7,1
2026-05-06T20:26:39.983234,7,1
2026-05-06T20:26:39.991567,7,1
2026-05-06T20:26:39.999900,7,1
2026-05-06T20:26:40.008233,7,1
2026-05-06T20:26:40.016566,7,1
2026-05-06T20:26:40.024899,7,1
2026-05-06T20:26:40.033232,7,1
2026-05-06T20:26:40.041565,7,1
2026-05-06T20:26:40.049898,7,1
2026-05-06T20:26:40.058231,7,1
2026-05-06T20:26:40.066564,7,1
2026-05-06T20:26:40.074897,7,1
2026-05-06T20:26:40.083230,7,1
2026-05-06T20:26:40.091563,7,1
2026-05-06T20:26:40.099896,7,1
2026-05-06T20:26:40.108229,7,1
2026-05-06T20:26:40.116562,7,1
2026-05-06T20:26:40.124895,7,1
2026-05-06T20:26:40.133228,7,1
2026-05-06T20:26:40.141561,7,1
2026-05-06T20:26:40.149894,7,1
2026-05-06T20:26:40.158227,7,1
2026-05-06T20:26:40.166560,7,1
2026-05-06T20:26:40.174893,7,1
2026-05-06T20:26:40.183226,7,1
2026-05-06T20:26:40.191559,7,1
2026-05-06T20:26:40.199892,7,1
2026-05-06T20:26:40.208225,7,1
2026-05-06T20:26:40.216558,7,1
2026-05-06T20:26:40.224891,7,1
2026-05-06T20:26:40.233224,7,1
2026-05-06T20:26:40.241557,7,1
2026-05-06T20:26:40.249890,7,1
2026-05-06T20:26:40.258223,7,1
2026-05-06T20:26:40.266556,7,1
2026-05-06T20:26:40.274889,7,1
2026-05-06T20:26:40.283222,7,1
2026-05-06T20:26:40.291555,7,1
2026-05-06T20:26:40.299888,7,1
2026-05-06T20:26:40.308221,7,1
2026-05-06T20:26:40.316554,7,1
2026-05-06T20:26:40.324887,7,1
2026-05-06T20:26:40.333220,7,1
2026-05-06T20:26:40.341553,7,1
2026-05-06T20:26:40.349886,7,1
2026-05-06T20:26:40.358219,7,1
2026-05-06T20:26:40.366552,7,1
2026-05-06T20:26:40.374885,7,1
2026-05-06T20:26:40.383218,7,1
2026-05-06T20:26:40.391551,7,1
2026-05-06T20:26:40.399884,7,1
2026-05-06T20:26:40.408217,7,1
2026-05-06T20:26:40.416550,7,1
2026-05-06T20:26:40.424883,7,1
2026-05-06T20:26:40.433216,7,1
2026-05-06T20:26:40.441549,7,1
2026-05-06T20:26:40.449882,7,1
2026-05-06T20:26:40.458215,7,1
2026-05-06T20:26:40.466548,7,1
2026-05-06T20:26:40.474881,7,1
2026-05-06T20:26:40.483214,7,1
2026-05-06T20:26:40.491547,7,1
2026-05-06T20:26:40.499880,7,1
2026-05-06T20:26:40.508213,7,1
2026-05-06T20:26:40.516546,7,1
2026-05-06T20:26:40.524879,7,1
2026-05-06T20:26:40.533212,7,1
2026-05-06T20:26:40.541545,7,1
2026-05-06T20:26:40.549878,7,1
2026-05-06T20:26:40.558211,7,1
2026-05-06T20:26:40.566544,7,1
2026-05-06T20:26:40.574877,7,1
2026-05-06T20:26:40.583210,7,1
2026-05-06T20:26:40.591543,7,1
2026-05-06T20:26:40.599876,7,1
2026-05-06T20:26:40.608209,7,1
2026-05-06T20:26:40.616542,7,1
2026-05-06T20:26:40.624875,7,1
2026-05-06T20:26:40.633208,7,1
2026-05-06T20:26:40.641541,7,1
2026-05-06T20:26:40.649874,7,1
2026-05-06T20:26:40.658207,7,1
2026-05-06T20:26:40.666540,7,1
2026-05-06T20:26:40.674873,7,1
2026-05-06T20:26:40.683206,7,1
