time,css_3_>_sat.css_edge_0,css_3_>_sat.css_edge_1
2026-08-20T19:15:39.931332,8,1
2026-08-20T19:15:39.990198,8,1
2026-08-20T19:15:39.998531,8,1
2026-08-20T19:15:40.006864,8,1
2026-08-20T19:15:40.015197,8,1
2026-08-20T19:15:40.023530,8,1
2026-08-20T19:15:40.031863,8,1
2026-08-20T19:15:40.040196,8,1
2026-08-20T19:15:40.048529,8,1
2026-08-20T19:15:40.056862,8,1
2026-08-20T19:15:40.065195,8,1
2026-08-20T19:15:40.073528,8,1
2026-08-20T19:15:40.081861,8,1
2026-08-20T19:15:40.090194,8,1
2026-08-20T19:15:40.098527,8,1
2026-08-20T19:15:40.106860,8,1
2026-08-20T19:15:40.115193,8,1
2026-08-20T19:15:40.123526,8,1
2026-08-20T19:15:40.131859,8,1
2026-08-20T19:15:40.140192,8,1
2026-08-20T19:15:40.148525,8,1
2026-08-20T19:15:40.156858,8,1
2026-08-20T19:15:40.165191,8,1
2026-08-20T19:15:40.173524,8,1
2026-08-20T19:15:40.181857,8,1
2026-08-20T19:15:40.190190,8,1
2026-08-20T19:15:40.198523,8,1
2026-08-20T19:15:40.206856,8,1
2026-08-20T19:15:40.215189,8,1
2026-08-20T19:15:40.223522,8,1
2026-08-20T19:15:40.231855,8,1
2026-08-20T19:15:40.240188,8,1
2026-08-20T19:15:40.248521,8,1
2026-08-20T19:15:40.256854,8,1
2026-08-20T19:15:40.265187,8,1
2026-08-20T19:15:40.273520,8,1
2026-08-20T19:15:40.281853,8,1
2026-08-20T19:15:40.290186,8,1
2026-08-20T19:15:40.298519,8,1
2026-08-20T19:15:40.306852,8,1
2026-08-20T19:15:40.315185,8,1
2026-08-20T19:15:40.323518,8,1
2026-08-20T19:15:40.331851,8,1
2026-08-20T19:15:40.340184,8,1
2026-08-20T19:15:40.348517,8,1
2026-08-20T19:15:40.356850,8,1
2026-08-20T19:15:40.365183,8,1
2026-08-20T19:15:40.373516,8,1
2026-08-20T19:15:40.381849,8,1
2026-08-20T19:15:40.390182,8,1
2026-08-20T19:15:40.398515,8,1
2026-08-20T19:15:40.406848,8,1
2026-08-20T19:15:40.415181,8,1
2026-08-20T19:15:40.423514,8,1
2026-08-20T19:15:40.431847,8,1
2026-08-20T19:15:40.440180,8,1
2026-08-20T19:15:40.448513,8,1
2026-08-20T19:15:40.456846,8,1
2026-08-20T19:15:40.465179,8,1
2026-08-20T19:15:40.473512,8,1
2026-08-20T19:15:40.481845,8,1
2026-08-20T19:15:40.490178,8,1
2026-08-20T19:15:40.498511,8,1
2026-08-20T19:15:40.506844,8,1
2026-08-20T19:15:40.515177,8,1
2026-08-20T19:15:40.523510,8,1
2026-08-20T19:15:40.531843,8,1
2026-08-20T19:15:40.540176,8,1
2026-08-20T19:15:40.548509,8,1
2026-08-20T19:15:40.556842,8,1
2026-08-20T19:15:40.565175,8,1
2026-08-20T19:15:40.573508,8,1
2026-08-20T19:15:40.581841,8,1
2026-08-20T19:15:40.590174,8,1
2026-08-20T19:15:40.598507,8,1
2026-08-20T19:15:40.606840,8,1
2026-08-20T19:15:40.615173,8,1
2026-08-20T19:15:40.623506,8,1
2026-08-20T19:15:40.631839,8,1
2026-08-20T19:15:40.640172,8,1
2026-08-20T19:15:40.648505,8,1
2026-08-20T19:15:40.656838,8,1
2026-08-20T19:15:40.665171,8,1
2026-08-20T19:15:40.673504,8,1
2026-08-20T19:15:40.681837,8,1
2026-08-20T19:15:40.690170,8,1
2026-08-20T19:15:40.698503,8,1
2026-08-20T19:15:40.706836,8,1
2026-08-20T19:15:40.715169,8,1
2026-08-20T19:15:40.723502,8,1
2026-08-20T19:15:40.731835,8,1
2026-08-20T19:15:40.740168,8,1
2026-08-20T19:15:40.748501,8,1
2026-08-20T19:15:40.756834,8,1
2026-08-20T19:15:40.765167,8,1
2026-08-20T19:15:40.773500,8,1
2026-08-20T19:15:40.781833,8,1
2026-08-20T19:15:40.790166,8,1
2026-08-20T19:15:40.798499,8,1
2026-08-20T19:15:40.806832,8,1
2026-08-20T19:15:40.815165,8,1
