time,rw_1.rw_friction
2026-04-15T20:03:16.468470,0.0
2026-04-15T20:03:16.501921,-0.0
2026-04-15T20:03:16.510254,-0.0005144144144144144
2026-04-15T20:03:16.518587,-0.0005288288288288289
2026-04-15T20:03:16.526920,-0.0005432432432432433
2026-04-15T20:03:16.535253,-0.0005576576576576576
2026-04-15T20:03:16.543586,-0.0005720720720720721
2026-04-15T20:03:16.551919,-0.0005864864864864865
2026-04-15T20:03:16.560252,-0.0006009009009009009
2026-04-15T20:03:16.568585,-0.0006153153153153154
2026-04-15T20:03:16.576918,-0.0006297297297297298
2026-04-15T20:03:16.585251,-0.0006441441441441442
2026-04-15T20:03:16.593584,-0.0006585585585585586
2026-04-15T20:03:16.601917,-0.000672972972972973
2026-04-15T20:03:16.610250,-0.0006873873873873874
2026-04-15T20:03:16.618583,-0.0007018018018018019
2026-04-15T20:03:16.626916,-0.0007162162162162163
2026-04-15T20:03:16.635249,-0.0007306306306306307
2026-04-15T20:03:16.643582,-0.0007450450450450451
2026-04-15T20:03:16.651915,-0.0007594594594594595
2026-04-15T20:03:16.660248,-0.0007738738738738739
2026-04-15T20:03:16.668581,-0.0007882882882882884
2026-04-15T20:03:16.676914,-0.0008027027027027029
2026-04-15T20:03:16.685247,-0.0008171171171171172
2026-04-15T20:03:16.693580,-0.0008315315315315316
2026-04-15T20:03:16.701913,-0.000845945945945946
2026-04-15T20:03:16.710246,-0.0008603603603603604
2026-04-15T20:03:16.718579,-0.0008747747747747749
2026-04-15T20:03:16.726912,-0.0008891891891891894
2026-04-15T20:03:16.735245,-0.0009036036036036037
2026-04-15T20:03:16.743578,-0.0009180180180180181
2026-04-15T20:03:16.751911,-0.0009324324324324325
2026-04-15T20:03:16.760244,-0.0009468468468468469
2026-04-15T20:03:16.768577,-0.0009612612612612614
2026-04-15T20:03:16.776910,-0.0009756756756756757
2026-04-15T20:03:16.785243,-0.0009900900900900902
2026-04-15T20:03:16.793576,-0.0010045045045045046
2026-04-15T20:03:16.801909,-0.001018918918918919
2026-04-15T20:03:16.810242,-0.0010333333333333336
2026-04-15T20:03:16.818575,-0.0010477477477477477
2026-04-15T20:03:16.826908,-0.0010621621621621623
2026-04-15T20:03:16.835241,-0.0010765765765765767
2026-04-15T20:03:16.843574,-0.001090990990990991
2026-04-15T20:03:16.851907,-0.0011054054054054057
2026-04-15T20:03:16.860240,-0.0011198198198198199
2026-04-15T20:03:16.868573,-0.0011342342342342345
2026-04-15T20:03:16.876906,-0.0011486486486486488
2026-04-15T20:03:16.885239,-0.0011630630630630632
2026-04-15T20:03:16.893572,-0.0011774774774774776
2026-04-15T20:03:16.901905,-0.001191891891891892
2026-04-15T20:03:16.910238,-0.0012063063063063066
2026-04-15T20:03:16.918571,-0.0012207207207207207
2026-04-15T20:03:16.926904,-0.0012351351351351353
2026-04-15T20:03:16.935237,-0.0012495495495495497
2026-04-15T20:03:16.943570,-0.001263963963963964
2026-04-15T20:03:16.951903,-0.0012783783783783787
2026-04-15T20:03:16.960236,-0.0012927927927927929
2026-04-15T20:03:16.968569,-0.0013072072072072075
2026-04-15T20:03:16.976902,-0.0013216216216216218
2026-04-15T20:03:16.985235,-0.0013360360360360362
2026-04-15T20:03:16.993568,-0.0013504504504504508
2026-04-15T20:03:17.001901,-0.001364864864864865
2026-04-15T20:03:17.010234,-0.0013792792792792791
2026-04-15T20:03:17.018567,-0.0013936936936936937
2026-04-15T20:03:17.026900,-0.001408108108108108
2026-04-15T20:03:17.035233,-0.001422522522522522
2026-04-15T20:03:17.043566,-0.0014369369369369367
2026-04-15T20:03:17.051899,-0.0014513513513513508
2026-04-15T20:03:17.060232,-0.0014657657657657652
2026-04-15T20:03:17.068565,-0.0014801801801801796
2026-04-15T20:03:17.076898,-0.001494594594594594
2026-04-15T20:03:17.085231,-0.0015090090090090081
2026-04-15T20:03:17.093564,-0.0015234234234234227
2026-04-15T20:03:17.101897,-0.0015378378378378369
2026-04-15T20:03:17.110230,-0.0015522522522522513
2026-04-15T20:03:17.118563,-0.0015666666666666656
2026-04-15T20:03:17.126896,-0.0015810810810810798
2026-04-15T20:03:17.135229,-0.0015954954954954942
2026-04-15T20:03:17.143562,-0.0016099099099099086
2026-04-15T20:03:17.151895,-0.001624324324324323
2026-04-15T20:03:17.160228,-0.0016387387387387371
2026-04-15T20:03:17.168561,-0.0016531531531531515
2026-04-15T20:03:17.176894,-0.0016675675675675659
2026-04-15T20:03:17.185227,-0.00168198198198198
2026-04-15T20:03:17.193560,-0.0016963963963963946
2026-04-15T20:03:17.201893,-0.0017108108108108088
2026-04-15T20:03:17.210226,-0.0017252252252252232
2026-04-15T20:03:17.218559,-0.0017396396396396376
2026-04-15T20:03:17.226892,-0.0017540540540540517
2026-04-15T20:03:17.235225,-0.001768468468468466
2026-04-15T20:03:17.243558,-0.0017828828828828805
2026-04-15T20:03:17.251891,-0.0017972972972972949
2026-04-15T20:03:17.260224,-0.001811711711711709
2026-04-15T20:03:17.268557,-0.0018261261261261234
2026-04-15T20:03:17.276890,-0.0018405405405405378
2026-04-15T20:03:17.285223,-0.001854954954954952
2026-04-15T20:03:17.293556,-0.0018693693693693663
2026-04-15T20:03:17.301889,-0.0018837837837837807
2026-04-15T20:03:17.310222,-0.001898198198198195
2026-04-15T20:03:17.318555,-0.0019126126126126092
2026-04-15T20:03:17.326888,-0.0019270270270270236
