date,name,naif_id,x_au,y_au,z_au,vx_au_per_day,vy_au_per_day,vz_au_per_day
2023-09-10,4 MARS,4,-1.502106128469877,-0.5958874122877408,0.02435761490010785,0.005682384862301035,-0.01181287859143016,-0.00038695663090956584
2023-09-11,4 MARS,4,-1.4963711046674488,-0.6076793206765789,0.023969806610203814,0.005787564122281855,-0.011770660597126694,-0.00038865171486145416
2023-09-12,4 MARS,4,-1.490531011782764,-0.61942856095063,0.023580315372081745,0.005892520239975852,-0.011727541717584819,-0.0003903224455715764
2023-09-13,4 MARS,4,-1.484586076424642,-0.6311342318982447,0.02318916563064488,0.0059972462634419466,-0.011683521330170109,-0.000391968639892294
2023-09-14,4 MARS,4,-1.4785365321756205,-0.6427954317025709,0.022796382014095923,0.0061017351975168575,-0.011638598847459554,-0.00039359011438725236
2023-09-15,4 MARS,4,-1.4723826196352994,-0.6544112579770991,0.02240198933422513,0.00620598000357601,-0.011592773717902629,-0.0003951866853309331
2023-09-16,4 MARS,4,-1.4661245864639354,-0.6659808078018626,0.022006012586702095,0.006309973599262612,-0.011546045426471696,-0.0003967581687030087
2023-09-17,4 MARS,4,-1.4597626874263316,-0.6775031777602875,0.021608476951375605,0.0064137088581729595,-0.011498413495311444,-0.0003983043801771575
2023-09-18,4 MARS,4,-1.4532971844360634,-0.6889774639766967,0.021209407792587676,0.006517178609488562,-0.011449877484401792,-0.00039982513510465785
2023-09-19,4 MARS,4,-1.4467283466001077,-0.7004027621544926,0.020808830659505645,0.006620375637549792,-0.011400436992254627,-0.0004013202484938732
2023-09-20,4 MARS,4,-1.44005645026392,-0.7117781676150633,0.020406771286476166,0.006723292681371746,-0.011350091656670596,-0.00040278953498785845
2023-09-21,4 MARS,4,-1.4332817790570287,-0.7231027753374899,0.02000325559340213,0.006825922434110508,-0.011298841155589198,-0.0004042328088434974
2023-09-22,4 MARS,4,-1.4264046239391708,-0.7343756799991565,0.019598309686135795,0.006928257542515664,-0.011246685208042442,-0.0004056498839163959
2023-09-23,4 MARS,4,-1.419425283246967,-0.7455959760173747,0.01919195985688421,0.007030290606392328,-0.011193623575232365,-0.00040704057365494473
2023-09-24,4 MARS,4,-1.4123440627411272,-0.7567627575921421,0.018784232584615423,0.007132014178111257,-0.011139656061731347,-0.0004084046911075317
2023-09-25,4 MARS,4,-1.405161275654083,-0.7678751187501676,0.018375154535446026,0.007233420762224717,-0.011084782516791921,-0.0004097420489465797
2023-09-26,4 MARS,4,-1.3978772427379633,-0.7789321533902307,0.01796475256300123,0.007334502815181718,-0.011029002835712719,-0.0004110524595047236
