time,ball.world_vel_ωx,ball.world_vel_ωy,ball.world_vel_ωz,ball.world_vel_x,ball.world_vel_y,ball.world_vel_z
2026-05-06T20:26:38.470905,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-06T20:26:38.472059,0.0,0.0,0.0,-0.00026720094499784006,-0.0010186940225097594,-0.07933917236494817
2026-05-06T20:26:38.480392,0.0,0.0,0.0,-0.0005435937936468735,-0.0020724318481207087,-0.15848550834283834
2026-05-06T20:26:38.488725,0.0,0.0,0.0,-0.0008291773793383394,-0.003161209029178776,-0.23743155614559092
2026-05-06T20:26:38.497058,0.0,0.0,0.0,-0.0011239418903624628,-0.004284988158892234,-0.31616993321238773
2026-05-06T20:26:38.505391,0.0,0.0,0.0,-0.0014278696978931376,-0.005443702027993625,-0.3946933304856391
2026-05-06T20:26:38.513724,0.0,0.0,0.0,-0.0017409360709960105,-0.006637256350682434,-0.47299451632332723
2026-05-06T20:26:38.522057,0.0,0.0,0.0,-0.0020631097970595686,-0.007865532129996373,-0.5510663401052041
2026-05-06T20:26:38.530390,0.0,0.0,0.0,-0.0023943537228340553,-0.00912838772050285,-0.6289017355775574
2026-05-06T20:26:38.538723,0.0,0.0,0.0,-0.002734625228632466,-0.010425660636173256,-0.7064937239714825
2026-05-06T20:26:38.547056,0.0,0.0,0.0,-0.003083876646095399,-0.011757169143096487,-0.7838354169220725
2026-05-06T20:26:38.555389,0.0,0.0,0.0,-0.003442055628158877,-0.013122713669967995,-0.860920019210127
2026-05-06T20:26:38.563722,0.0,0.0,0.0,-0.0038091054784187097,-0.014522078063779613,-0.9377408313434714
2026-05-06T20:26:38.572055,0.0,0.0,0.0,-0.004184965445897298,-0.015955030713607425,-1.01429125199147
2026-05-06T20:26:38.580388,0.0,0.0,0.0,-0.004569570990240791,-0.01742132556166642,-1.090564780283573
2026-05-06T20:26:38.588721,0.0,0.0,0.0,-0.00496285402156721,-0.018920703017722872,-1.166555017980593
2026-05-06T20:26:38.597054,0.0,0.0,0.0,-0.005364743118518051,-0.020452890790408244,-1.2422556715257196
2026-05-06T20:26:38.605387,0.0,0.0,0.0,-0.005775163727511386,-0.022017604646864496,-1.317660553980954
2026-05-06T20:26:38.613720,0.0,0.0,0.0,-0.0061940383457331025,-0.023614549110391632,-1.3927635868536061
2026-05-06T20:26:38.622053,0.0,0.0,0.0,-0.006621286690017832,-0.02524341810430018,-1.4675588018166685
2026-05-06T20:26:38.630386,0.0,0.0,0.0,-0.007056825853448877,-0.0269038955489428,-1.542040342326244
2026-05-06T20:26:38.638719,0.0,0.0,0.0,-0.0075005704512359946,-0.0285956559178681,-1.6162024651386875
2026-05-06T20:26:38.647052,0.0,0.0,0.0,-0.007952432757202279,-0.030318364758171977,-1.690039541729732
2026-05-06T20:26:38.655385,0.0,0.0,0.0,-0.008412322832019356,-0.032071679179389724,-1.7635460596175627
2026-05-06T20:26:38.663718,0.0,0.0,0.0,-0.00888014864416758,-0.033855248314652406,-1.836716623591557
2026-05-06T20:26:38.672051,0.0,0.0,0.0,-0.009355816184460084,-0.03566871375730572,-1.9095459568482398
2026-05-06T20:26:38.680384,0.0,0.0,0.0,-0.009839229574852327,-0.037511709975742505,-1.9820289020358581
2026-05-06T20:26:38.688717,0.0,0.0,0.0,-0.010330291172158846,-0.0393838647088191,-2.054160422208889
2026-05-06T20:26:38.697050,0.0,0.0,0.0,-0.010828901667213547,-0.041284799343900426,-2.1259356016937225
2026-05-06T20:26:38.705383,0.0,0.0,0.0,-0.011334960179936772,-0.04321412927929978,-2.197349646866714
2026-05-06T20:26:38.713716,0.0,0.0,0.0,-0.011848364350709644,-0.04517146427264021,-2.268397886845787
2026-05-06T20:26:38.722049,0.0,0.0,0.0,-0.012369010428402246,-0.04715640877645883,-2.339075774096739
2026-05-06T20:26:38.730382,0.0,0.0,0.0,-0.01289679335535577,-0.04916856226219821,-2.409378884955424
2026-05-06T20:26:38.738715,0.0,0.0,0.0,-0.013431606849578639,-0.05120751953357612,-2.4793029200669787
2026-05-06T20:26:38.747048,0.0,0.0,0.0,-0.013973343484382018,-0.053272871030193084,-2.548843704743299
2026-05-06T20:26:38.755381,0.0,0.0,0.0,-0.01452189476565009,-0.05536420312212252,-2.617997189239978
2026-05-06T20:26:38.763714,0.0,0.0,0.0,-0.01507715120691457,-0.057481098396129644,-2.6867594489539592
2026-05-06T20:26:38.772047,0.0,0.0,0.0,-0.015639002402380323,-0.059623135934079044,-2.7551266845431925
2026-05-06T20:26:38.780380,0.0,0.0,0.0,-0.016207337098029465,-0.06178989158401645,-2.8230952219696013
2026-05-06T20:26:38.788713,0.0,0.0,0.0,-0.016782043260914228,-0.06398093822434536,-2.8906615124667225
2026-05-06T20:26:38.797046,0.0,0.0,0.0,-0.017363008146734193,-0.0661958460214628,-2.957822132433407
2026-05-06T20:26:38.805379,0.0,0.0,0.0,-0.017950118365780587,-0.06843418268116958,-3.024573783255009
2026-05-06T20:26:38.813712,0.0,0.0,0.0,-0.018543259947319153,-0.07069551369412766,-3.0909132910535293
2026-05-06T20:26:38.822045,0.0,0.0,0.0,-0.019142318402473428,-0.07297940257560045,-3.1568376063682106
2026-05-06T20:26:38.830378,0.0,0.0,0.0,-0.01974717878566179,-0.07528541109967932,-3.2223438037681227
2026-05-06T20:26:38.838711,0.0,0.0,0.0,-0.020357725754634303,-0.07761309952817189,-3.2874290813983036
2026-05-06T20:26:38.847044,0.0,0.0,0.0,-0.020973843629149034,-0.07996202683430341,-3.3520907604610573
2026-05-06T20:26:38.855377,0.0,0.0,0.0,-0.021595416448321993,-0.08233175092136139,-3.416326284634038
2026-05-06T20:26:38.863710,0.0,0.0,0.0,-0.02222232802668014,-0.08472182883639558,-3.480133219426778
2026-05-06T20:26:38.872043,0.0,0.0,0.0,-0.022854462008942707,-0.0871318169790699,-3.543509251477343
2026-05-06T20:26:38.880376,0.0,0.0,0.0,-0.02349170192355264,-0.08956127130574908,-3.6064521877908216
2026-05-06T20:26:38.888709,0.0,0.0,0.0,-0.024133931234976917,-0.09200974752889177,-3.6689599549213745
2026-05-06T20:26:38.897042,0.0,0.0,0.0,-0.024781033394791912,-0.09447680131181166,-3.7310305980995966
2026-05-06T20:26:38.905375,0.0,0.0,0.0,-0.02543289189156784,-0.09696198845886012,-3.792662280306949
2026-05-06T20:26:38.913708,0.0,0.0,0.0,-0.02608939029956443,-0.09946486510107673,-3.853853281299043
2026-05-06T20:26:38.922041,0.0,0.0,0.0,-0.026750412326248526,-0.10198498787734842,-3.914601996579562
2026-05-06T20:26:38.930374,0.0,0.0,0.0,-0.027415841858642993,-0.10452191411111299,-3.9749069363266263
2026-05-06T20:26:38.938707,0.0,0.0,0.0,-0.028085563008515325,-0.10707520198263912,-4.034766724273396
2026-05-06T20:26:38.947040,0.0,0.0,0.0,-0.028759460156413556,-0.10964441069691164,-4.09418009654474
2026-05-06T20:26:38.955373,0.0,0.0,0.0,-0.02943741799455643,-0.11222910064714878,-4.153145900451759
2026-05-06T20:26:38.963706,0.0,0.0,0.0,-0.03011932156858431,-0.11482883357397602,-4.211663093246002
2026-05-06T20:26:38.972039,0.0,0.0,0.0,-0.03080505631817705,-0.11744317272028032,-4.269730740835169
2026-05-06T20:26:38.980372,0.0,0.0,0.0,-0.0314945081165448,-0.12007168298176726,-4.3273480164621105
2026-05-06T20:26:38.988705,0.0,0.0,0.0,-0.032187563308797615,-0.12271393105324398,-4.384514199348924
2026-05-06T20:26:38.997038,0.0,0.0,0.0,-0.032884108749199836,-0.12536948557065,-4.441228673307945
2026-05-06T20:26:39.005371,0.0,0.0,0.0,-0.033584031837315176,-0.12803791724885918,-4.497490925321395
2026-05-06T20:26:39.013704,0.0,0.0,0.0,-0.03428722055304866,-0.1307187990152759,-4.553300544091475
2026-05-06T20:26:39.022037,0.0,0.0,0.0,-0.03499356349059188,-0.13341170613924985,-4.608657218562646
2026-05-06T20:26:39.030370,0.0,0.0,0.0,-0.035702949891278,-0.136116216357335,-4.663560736417831
2026-05-06T20:26:39.038703,0.0,0.0,0.0,-0.03641526967535368,-0.13883190999441855,-4.718010982550266
2026-05-06T20:26:39.047036,0.0,0.0,0.0,-0.037130413472675004,-0.14155837008074815,-4.772007937512692
2026-05-06T20:26:39.055369,0.0,0.0,0.0,-0.03784827265233515,-0.14429518246488646,-4.825551675945571
2026-05-06T20:26:39.063702,0.0,0.0,0.0,-0.038568739351231875,-0.14704193592262352,-4.8786423649859785
2026-05-06T20:26:39.072035,0.0,0.0,0.0,-0.03929170650158316,-0.14979822226187925,-4.931280262658796
2026-05-06T20:26:39.080368,0.0,0.0,0.0,-0.04001706785740003,-0.15256363642363005,-4.98346571625183
2026-05-06T20:26:39.088701,0.0,0.0,0.0,-0.04074471801992572,-0.15533777657889472,-5.035199160676411
2026-05-06T20:26:39.097034,0.0,0.0,0.0,-0.041474552462051034,-0.1581202442218172,-5.08648111681504
2026-05-06T20:26:39.105367,0.0,0.0,0.0,-0.042206467551716,-0.1609106442588845,-5.1373121898576
2026-05-06T20:26:39.113700,0.0,0.0,0.0,-0.04294036057430848,-0.16370858509432062,-5.187693067627619
2026-05-06T20:26:39.122033,0.0,0.0,0.0,-0.04367612975407078,-0.16651367871169845,-5.2376245189000565
2026-05-06T20:26:39.130366,0.0,0.0,0.0,-0.04441367427452567,-0.16932554075181325,-5.287107391712027
2026-05-06T20:26:39.138699,0.0,0.0,0.0,-0.045152894297933774,-0.1721437905868632,-5.336142611667874
2026-05-06T20:26:39.147032,0.0,0.0,0.0,-0.04589369098379447,-0.1749680513909836,-5.384731180239947
2026-05-06T20:26:39.155365,0.0,0.0,0.0,-0.04663596650640319,-0.17779795020718323,-5.432874173066406
2026-05-06T20:26:39.163698,0.0,0.0,0.0,-0.04737962407147792,-0.1806331180107324,-5.480572738247364
2026-05-06T20:26:39.172031,0.0,0.0,0.0,-0.0481245679318685,-0.18347318976905405,-5.527828094640615
2026-05-06T20:26:39.180364,0.0,0.0,0.0,-0.04887070340236231,-0.18631780449816998,-5.574641530158171
2026-05-06T20:26:39.188697,0.0,0.0,0.0,-0.04961793687360059,-0.1891666053157562,-5.621014400064808
2026-05-06T20:26:39.197030,0.0,0.0,0.0,-0.050366175825119604,-0.19201923949086194,-5.666948125279755
2026-05-06T20:26:39.205363,0.0,0.0,0.0,-0.05111532883753147,-0.1948753584903487,-5.7124441906826675
2026-05-06T20:26:39.213696,0.0,0.0,0.0,-0.051865305603859484,-0.19773461802210568,-5.757504143424935
2026-05-06T20:26:39.222029,0.0,0.0,0.0,-0.05261601694004321,-0.2005966780751001,-5.802129591247396
2026-05-06T20:26:39.230362,0.0,0.0,0.0,-0.053367374794628775,-0.20346120295632106,-5.846322200805442
2026-05-06T20:26:39.238695,0.0,0.0,0.0,-0.05411929225765992,-0.20632786132467645,-5.890083696002502
2026-05-06T20:26:39.247028,0.0,0.0,0.0,-0.05487168356878577,-0.20919632622190346,-5.933415856332817
2026-05-06T20:26:39.255361,0.0,0.0,0.0,-0.055624464124601265,-0.21206627510055362,-5.976320515234436
2026-05-06T20:26:39.263694,0.0,0.0,0.0,-0.05637755048523636,-0.2149373898491141,-6.018799558453252
2026-05-06T20:26:39.272027,0.0,0.0,0.0,-0.05713086038021043,-0.21780935681432728,-6.060854922418946
2026-05-06T20:26:39.280360,0.0,0.0,0.0,-0.05788431271356824,-0.22068186682077143,-6.102488592633591
2026-05-06T20:26:39.288693,0.0,0.0,0.0,-0.05863782756831386,-0.22355461518776495,-6.143702602073707
2026-05-06T20:26:39.297026,0.0,0.0,0.0,-0.05939132621015934,-0.22642730174365802,-6.184499029606443
